"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":3929.4499999377877}]","3930.159999988973","instructions","0","3932","0.0-0.0","SS1613079862364"
