"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":8169.999999998254}]","8175.999999999476","instructions","0","8178","0.0-0.0","SS1613139438304","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2294.000000001688},{""page_index"":1,""viewing_time"":5255.999999993946}]","7550.999999999476","instructions","1","17751","0.0-1.0","SS1613139438304","instructions","","","","","","","","","","","","","","",""
"","7108.000000000175","sequential-stimulus-presentation","2","26513","0.0-2.0","SS1613139438304","","","40","800","7908.000000000175","null","null","","","","","","","","",""
"","2294.000000001688","sequential-stimulus-presentation","3","31597","0.0-3.0","SS1613139438304","","","40","800","3094.000000001688","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2298.000000002503}]","2298.9999999990687","instructions","4","33908","0.0-4.0","SS1613139438304","instructions","","","","","","","","","","","","","","",""
"","4400.999999998021","html-keyboard-response","5","38322","0.0-5.0","SS1613139438304","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","5382.000000005064","sequential-stimulus-presentation","6","45006","0.0-6.0","SS1613139438304","pref_reveal","","40","800","6182.000000005064","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2769.9999999967986},{""page_index"":1,""viewing_time"":1139.0000000028522},{""page_index"":2,""viewing_time"":1260.0000000020373},{""page_index"":3,""viewing_time"":1125.9999999965657}]","6296.0000000020955","instructions","7","51307","0.0-7.0","SS1613139438304","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","52594","0.0-8.0-0.0","SS1613139438304","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2245.0000000026193","sequential-stimulus-presentation","9","56250","0.0-8.0-1.0","SS1613139438304","trial","","40","800","3045.0000000026193","images/stimuli/spore_stims/complex_14_A_b.gif","images/stimuli/spore_stims/complex_18_B_d.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_d.gif","left",""
