"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":42903.60000000146}]","42905.09500000189","instructions","0","42907","0.0-0.0","SS1613169692985","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":17787.58000000016},{""page_index"":1,""viewing_time"":7861.539999998058}]","25649.82500000042","instructions","1","70562","0.0-1.0","SS1613169692985","instructions","","","","","","","","","","","","","","","","","","",""
"","10815.890000001673","sequential-stimulus-presentation","2","82217","0.0-2.0","SS1613169692985","","","40","800","11615.890000001673","null","null","","","","","","","","","","","","",""
"","4304.329999999027","sequential-stimulus-presentation","3","87331","0.0-3.0","SS1613169692985","","","40","800","5104.329999999027","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5658.494999999675}]","5658.719999999448","instructions","4","92995","0.0-4.0","SS1613169692985","instructions","","","","","","","","","","","","","","","","","","",""
"","12732.704999998532","html-keyboard-response","5","105735","0.0-5.0","SS1613169692985","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","5082.139999998617","sequential-stimulus-presentation","6","111641","0.0-6.0","SS1613169692985","pref_reveal","","40","800","5882.139999998617","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12079.854999999952},{""page_index"":1,""viewing_time"":4627.04500000109},{""page_index"":2,""viewing_time"":1676.8750000010186},{""page_index"":3,""viewing_time"":1963.8300000005984}]","20348.359999999957","instructions","7","131996","0.0-7.0","SS1613169692985","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","132834","0.0-8.0-0.0","SS1613169692985","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","5869.1949999993085","sequential-stimulus-presentation","9","139513","0.0-8.0-1.0","SS1613169692985","trial","","40","800","6669.1949999993085","images/stimuli/spore_stims/complex_09_B_d.gif","images/stimuli/spore_stims/complex_10_B_c.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","10","140469","0.0-8.0-0.1","SS1613169692985","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","5480.105000002368","sequential-stimulus-presentation","11","146765","0.0-8.0-1.1","SS1613169692985","trial","","40","800","6280.105000002368","images/stimuli/spore_stims/complex_09_B_d.gif","images/stimuli/spore_stims/complex_10_B_c.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_c.gif","middle","","","","",""
