"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":63522.629999992205}]","63523.00000000105","instructions","0","63528","0.0-0.0","SS1613138319599","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8182.9149999975925},{""page_index"":1,""viewing_time"":4584.409999995842}]","12767.80499999586","instructions","1","78306","0.0-1.0","SS1613138319599","instructions","","","","","","","","","","","","","","",""
"","3508.5499999986496","sequential-stimulus-presentation","2","82626","0.0-2.0","SS1613138319599","","","40","800","4308.54999999865","null","null","","","","","","","","",""
"","909.0699999942444","sequential-stimulus-presentation","3","84356","0.0-3.0","SS1613138319599","","","40","800","1709.0699999942444","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5422.495000006165}]","5422.925000006217","instructions","4","89781","0.0-4.0","SS1613138319599","instructions","","","","","","","","","","","","","","",""
"","8990.515000012238","html-keyboard-response","5","98778","0.0-5.0","SS1613138319599","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","499.43500000517815","sequential-stimulus-presentation","6","100093","0.0-6.0","SS1613138319599","pref_reveal","","40","800","1299.4350000051782","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8505.990000005113},{""page_index"":1,""viewing_time"":3768.4900000022026},{""page_index"":2,""viewing_time"":1564.1149999864865},{""page_index"":3,""viewing_time"":1417.5100000138627}]","15256.575000006706","instructions","7","115352","0.0-7.0","SS1613138319599","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","116536","0.0-8.0-0.0","SS1613138319599","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","8106.855000005453","sequential-stimulus-presentation","9","125456","0.0-8.0-1.0","SS1613138319599","trial","","40","800","8906.855000005453","images/stimuli/spore_stims/simple_06_B_d.gif","images/stimuli/spore_stims/simple_20_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_20_B_c.gif","middle",""
"","null","html-keyboard-response","10","126636","0.0-8.0-0.1","SS1613138319599","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","12700.130000011995","sequential-stimulus-presentation","11","140161","0.0-8.0-1.1","SS1613138319599","trial","","40","800","13500.130000011995","images/stimuli/spore_stims/simple_06_B_d.gif","images/stimuli/spore_stims/simple_20_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_20_B_c.gif","middle",""
"","null","html-keyboard-response","12","141062","0.0-8.0-0.2","SS1613138319599","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4813.450000001467","sequential-stimulus-presentation","13","146695","0.0-8.0-1.2","SS1613138319599","trial","","40","800","5613.450000001467","images/stimuli/spore_stims/simple_06_B_d.gif","images/stimuli/spore_stims/simple_20_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","left",""
"","null","html-keyboard-response","14","147575","0.0-8.0-0.3","SS1613138319599","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3259.825000001001","sequential-stimulus-presentation","15","151664","0.0-8.0-1.3","SS1613138319599","trial","","40","800","4059.825000001001","images/stimuli/spore_stims/simple_06_B_d.gif","images/stimuli/spore_stims/simple_20_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_20_B_c.gif","middle",""
