"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":4537.999999999563}]","4539.999999999971","instructions","0","4542","0.0-0.0","SS1613101364061","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6155.000000000669},{""page_index"":1,""viewing_time"":2193.0000000002037}]","8349.000000000175","instructions","1","14897","0.0-1.0","SS1613101364061","instructions","","","","","","","","","","","","","","",""
"","109751.0000000002","sequential-stimulus-presentation","2","125543","0.0-2.0","SS1613101364061","","","40","800","110551.0000000002","null","null","","","","","","","","",""
"","5896.00000000064","sequential-stimulus-presentation","3","132365","0.0-3.0","SS1613101364061","","","40","800","6696.00000000064","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4265.999999999651}]","4268.000000000058","instructions","4","136637","0.0-4.0","SS1613101364061","instructions","","","","","","","","","","","","","","",""
"","23938.000000000116","html-keyboard-response","5","160583","0.0-5.0","SS1613101364061","instructions","","97","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","3180.000000000291","sequential-stimulus-presentation","6","164668","0.0-6.0","SS1613101364061","pref_reveal","","40","800","3980.000000000291","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":20091.99999999965},{""page_index"":1,""viewing_time"":2463.0000000006403},{""page_index"":2,""viewing_time"":1849.9999999994761},{""page_index"":3,""viewing_time"":1703.0000000004075}]","26109.00000000038","instructions","7","190783","0.0-7.0","SS1613101364061","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","191934","0.0-8.0-0.0","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5561.999999999884","sequential-stimulus-presentation","9","198358","0.0-8.0-1.0","SS1613101364061","trial","","40","800","6361.999999999884","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","10","199245","0.0-8.0-0.1","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","168111.00000000081","sequential-stimulus-presentation","11","368292","0.0-8.0-1.1","SS1613101364061","trial","","40","800","168911.00000000081","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","12","369283","0.0-8.0-0.2","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","128.00000000058208","sequential-stimulus-presentation","13","370298","0.0-8.0-1.2","SS1613101364061","trial","","40","800","928.0000000005821","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","14","371653","0.0-8.0-0.3","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","283.00000000040745","sequential-stimulus-presentation","15","373272","0.0-8.0-1.3","SS1613101364061","trial","","40","800","1083.0000000004075","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","16","374440","0.0-8.0-0.4","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5891.999999999825","sequential-stimulus-presentation","17","381280","0.0-8.0-1.4","SS1613101364061","trial","","40","800","6691.999999999825","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_c.gif","right",""
"","null","html-keyboard-response","18","382541","0.0-8.0-0.5","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4626.000000000175","sequential-stimulus-presentation","19","388068","0.0-8.0-1.5","SS1613101364061","trial","","40","800","5426.000000000175","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","20","389491","0.0-8.0-0.6","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","46909.99999999988","sequential-stimulus-presentation","21","437251","0.0-8.0-1.6","SS1613101364061","trial","","40","800","47709.99999999988","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","null","html-keyboard-response","22","438248","0.0-8.0-0.7","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3788.999999999767","sequential-stimulus-presentation","23","442987","0.0-8.0-1.7","SS1613101364061","trial","","40","800","4588.999999999767","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_18_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_B_a.gif","middle",""
"","2972.999999999942","html-keyboard-response","24","445968","0.0-9.0","SS1613101364061","pref_question","","98","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","0","","","",""
"","2835.9999999993597","sequential-stimulus-presentation","25","449800","0.0-10.0","SS1613101364061","pref_reveal","","40","800","3635.9999999993597","null","null","","","","","0","","","","background"
"","null","html-keyboard-response","26","450837","0.0-11.0-0.0","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","698.9999999996508","sequential-stimulus-presentation","27","452381","0.0-11.0-1.0","SS1613101364061","trial","","40","800","1498.9999999996508","images/stimuli/spore_stims/simple_05_B_a.gif","images/stimuli/spore_stims/simple_05_A_a.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_05_A_a.gif","left",""
"","null","html-keyboard-response","28","453481","0.0-11.0-0.1","SS1613101364061","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
