"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":5041.999999899417}]","5044.000000227243","instructions","0","5046","0.0-0.0","SS1613099892112","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2516.9999999925494},{""page_index"":1,""viewing_time"":4121.999999973923}]","6639.999999664724","instructions","1","13702","0.0-1.0","SS1613099892112","instructions","","","","","","","","","","","","","","",""
"","54410.99999984726","sequential-stimulus-presentation","2","68928","0.0-2.0","SS1613099892112","","","40","800","55210.99999984726","null","null","","","","","","","","",""
"","4196.999999694526","sequential-stimulus-presentation","3","73932","0.0-3.0","SS1613099892112","","","40","800","4996.999999694526","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9099.999999627471}]","9111.99999973178","instructions","4","83045","0.0-4.0","SS1613099892112","instructions","","","","","","","","","","","","","","",""
"","25219.00000004098","html-keyboard-response","5","108272","0.0-5.0","SS1613099892112","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","6870.000000111759","sequential-stimulus-presentation","6","115951","0.0-6.0","SS1613099892112","pref_reveal","","40","800","7670.000000111759","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4439.000000245869},{""page_index"":1,""viewing_time"":6170.999999623746},{""page_index"":2,""viewing_time"":2167.0000003650784},{""page_index"":3,""viewing_time"":2742.999999783933}]","15530.999999959022","instructions","7","131485","0.0-7.0","SS1613099892112","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","132552","0.0-8.0-0.0","SS1613099892112","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","6945.999999996275","sequential-stimulus-presentation","9","140310","0.0-8.0-1.0","SS1613099892112","trial","","40","800","7745.999999996275","images/stimuli/spore_stims/simple_19_B_c.gif","images/stimuli/spore_stims/simple_19_A_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_19_A_c.gif","left",""
