"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":3901.0699999998906}]","3901.5250000011292","instructions","0","3904","0.0-0.0","SS1613080077107"
