"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":34905.99999999904}]","34907.99999999945","instructions","0","34912","0.0-0.0","SS1613098743872","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10122.999999999593},{""page_index"":1,""viewing_time"":12584.000000000742}]","22707.99999999872","instructions","1","59633","0.0-1.0","SS1613098743872","instructions","","","","","","","","","","","","","","",""
"","9870.999999999185","sequential-stimulus-presentation","2","70331","0.0-2.0","SS1613098743872","","","40","800","10670.999999999185","null","null","","","","","","","","",""
"","2364.9999999997817","sequential-stimulus-presentation","3","73513","0.0-3.0","SS1613098743872","","","40","800","3164.9999999997817","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2331.9999999985157}]","2343.9999999991414","instructions","4","75860","0.0-4.0","SS1613098743872","instructions","","","","","","","","","","","","","","",""
"","11400.99999999984","html-keyboard-response","5","87269","0.0-5.0","SS1613098743872","instructions","","99","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","3","right","66%","","","","",""
"","3778.999999998632","sequential-stimulus-presentation","6","91885","0.0-6.0","SS1613098743872","pref_reveal","","40","800","4578.999999998632","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2259.0000000000146},{""page_index"":1,""viewing_time"":2234.999999998763},{""page_index"":2,""viewing_time"":1311.9999999998981},{""page_index"":3,""viewing_time"":2243.000000000393}]","8049.999999999272","instructions","7","99940","0.0-7.0","SS1613098743872","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","100988","0.0-8.0-0.0","SS1613098743872","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","6180.000000000291","sequential-stimulus-presentation","9","107984","0.0-8.0-1.0","SS1613098743872","trial","","40","800","6980.000000000291","images/stimuli/spore_stims/simple_20_B_c.gif","images/stimuli/spore_stims/simple_20_A_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_20_A_c.gif","middle",""
"","null","html-keyboard-response","10","108886","0.0-8.0-0.1","SS1613098743872","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1382.9999999998254","sequential-stimulus-presentation","11","111103","0.0-8.0-1.1","SS1613098743872","trial","","40","800","2182.9999999998254","images/stimuli/spore_stims/simple_20_B_c.gif","images/stimuli/spore_stims/simple_20_A_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_20_A_c.gif","middle",""
"","null","html-keyboard-response","12","112205","0.0-8.0-0.2","SS1613098743872","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","987.9999999993888","sequential-stimulus-presentation","13","114008","0.0-8.0-1.2","SS1613098743872","trial","","40","800","1787.9999999993888","images/stimuli/spore_stims/simple_20_B_c.gif","images/stimuli/spore_stims/simple_20_A_c.gif","","","","","0","simple_similar","images/stimuli/spore_stims/simple_20_A_c.gif","middle",""
"","null","html-keyboard-response","14","115283","0.0-8.0-0.3","SS1613098743872","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
