"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1968.7100000010105}]","1969.9749999999767","instructions","0","1972","0.0-0.0","SS1613080113578","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1956.754999999248},{""page_index"":1,""viewing_time"":8087.995000001683}]","10045.06499999843","instructions","1","14032","0.0-1.0","SS1613080113578","instructions","","","","","","","","","","","","","","","","","","",""
"","8465.510000001814","sequential-stimulus-presentation","2","23335","0.0-2.0","SS1613080113578","","","40","800","9265.510000001814","null","null","","","","","","","","","","","","",""
"","7398.07500000461","sequential-stimulus-presentation","3","31546","0.0-3.0","SS1613080113578","","","40","800","8198.07500000461","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2970.4249999995227}]","2970.8299999983865","instructions","4","34522","0.0-4.0","SS1613080113578","instructions","","","","","","","","","","","","","","","","","","",""
"","4601.804999998421","html-keyboard-response","5","39130","0.0-5.0","SS1613080113578","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","9649.814999997034","sequential-stimulus-presentation","6","49605","0.0-6.0","SS1613080113578","pref_reveal","","40","800","10449.814999997034","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2023.1199999980163},{""page_index"":1,""viewing_time"":1265.9600000042701},{""page_index"":2,""viewing_time"":1139.9899999960326},{""page_index"":3,""viewing_time"":1954.04000000417}]","6383.525000004738","instructions","7","55990","0.0-7.0","SS1613080113578","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","56921","0.0-8.0-0.0","SS1613080113578","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","8285.400000000664","sequential-stimulus-presentation","9","66018","0.0-8.0-1.0","SS1613080113578","trial","","40","800","9085.400000000664","images/stimuli/spore_stims/complex_12_A_b.gif","images/stimuli/spore_stims/complex_17_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_17_B_a.gif","middle","","","","",""
