"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":15206}]","15206","instructions","0","15208","0.0-0.0","SS1613082412860","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7103},{""page_index"":1,""viewing_time"":3734}]","10837","instructions","1","28048","0.0-1.0","SS1613082412860","instructions","","","","","","","","","","","","","","","","","","",""
"","5533","sequential-stimulus-presentation","2","34391","0.0-2.0","SS1613082412860","","","40","800","6333","null","null","","","","","","","","","","","","",""
"","3198","sequential-stimulus-presentation","3","38401","0.0-3.0","SS1613082412860","","","40","800","3998","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2825}]","2825","instructions","4","41227","0.0-4.0","SS1613082412860","instructions","","","","","","","","","","","","","","","","","","",""
"","11859","html-keyboard-response","5","53091","0.0-5.0","SS1613082412860","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","865","sequential-stimulus-presentation","6","54765","0.0-6.0","SS1613082412860","pref_reveal","","40","800","1665","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":4516},{""page_index"":1,""viewing_time"":4816},{""page_index"":2,""viewing_time"":4606},{""page_index"":3,""viewing_time"":711}]","14649","instructions","7","69414","0.0-7.0","SS1613082412860","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","70326","0.0-8.0-0.0","SS1613082412860","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1330","sequential-stimulus-presentation","9","72463","0.0-8.0-1.0","SS1613082412860","trial","","40","800","2130","images/stimuli/spore_stims/complex_07_A_c.gif","images/stimuli/spore_stims/complex_14_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_B_a.gif","right","","","","",""
"","null","html-keyboard-response","10","73589","0.0-8.0-0.1","SS1613082412860","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","385","sequential-stimulus-presentation","11","74792","0.0-8.0-1.1","SS1613082412860","trial","","40","800","1185","images/stimuli/spore_stims/complex_07_A_c.gif","images/stimuli/spore_stims/complex_14_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_B_a.gif","right","","","","",""
