"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"null","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","null","html-keyboard-response","0","872","0.0-0.0-0.0","SS1612117444706"
