"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":20483.00000000745}]","20486.000000033528","instructions","0","20489","0.0-0.0","SS1613140003965","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12095.999999903142},{""page_index"":1,""viewing_time"":32902.00000023469}]","44998.000000137836","instructions","1","67517","0.0-1.0","SS1613140003965","instructions","","","","","","","","","","","","","","","","","","",""
"","34871.99999997392","sequential-stimulus-presentation","2","103205","0.0-2.0","SS1613140003965","","","40","800","35671.99999997392","null","null","","","","","","","","","","","","",""
"","9228.99999981746","sequential-stimulus-presentation","3","113254","0.0-3.0","SS1613140003965","","","40","800","10028.99999981746","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1100.9999997913837}]","1101.9999999552965","instructions","4","114360","0.0-4.0","SS1613140003965","instructions","","","","","","","","","","","","","","","","","","",""
"","21161.999999545515","html-keyboard-response","5","135526","0.0-5.0","SS1613140003965","instructions","","51","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","3","right","66%","","","","","","","","",""
"","5203.999999910593","sequential-stimulus-presentation","6","141539","0.0-6.0","SS1613140003965","pref_reveal","","40","800","6003.999999910593","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8947.999999858439},{""page_index"":1,""viewing_time"":6242.000000085682},{""page_index"":2,""viewing_time"":1620.0000001117587},{""page_index"":3,""viewing_time"":1558.000000193715}]","18368.000000249594","instructions","7","159912","0.0-7.0","SS1613140003965","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","161004","0.0-8.0-0.0","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","9765.000000130385","sequential-stimulus-presentation","9","171587","0.0-8.0-1.0","SS1613140003965","trial","","40","800","10565.000000130385","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","10","172448","0.0-8.0-0.1","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","8322.000000160187","sequential-stimulus-presentation","11","181584","0.0-8.0-1.1","SS1613140003965","trial","","40","800","9122.000000160187","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","12","182725","0.0-8.0-0.2","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","4475.999999791384","sequential-stimulus-presentation","13","188131","0.0-8.0-1.2","SS1613140003965","trial","","40","800","5275.999999791384","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","14","189265","0.0-8.0-0.3","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2476.000000257045","sequential-stimulus-presentation","15","192562","0.0-8.0-1.3","SS1613140003965","trial","","40","800","3276.000000257045","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","16","193784","0.0-8.0-0.4","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1783.9999999850988","sequential-stimulus-presentation","17","196382","0.0-8.0-1.4","SS1613140003965","trial","","40","800","2583.999999985099","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_A_d.gif","right","","","","",""
"","null","html-keyboard-response","18","197457","0.0-8.0-0.5","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1567.9999999701977","sequential-stimulus-presentation","19","199831","0.0-8.0-1.5","SS1613140003965","trial","","40","800","2367.9999999701977","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","20","200908","0.0-8.0-0.6","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","404.99999979510903","sequential-stimulus-presentation","21","202121","0.0-8.0-1.6","SS1613140003965","trial","","40","800","1204.999999795109","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","null","html-keyboard-response","22","203384","0.0-8.0-0.7","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","523.0000000447035","sequential-stimulus-presentation","23","204713","0.0-8.0-1.7","SS1613140003965","trial","","40","800","1323.0000000447035","images/stimuli/spore_stims/complex_10_A_d.gif","images/stimuli/spore_stims/complex_10_B_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_10_B_d.gif","left","","","","",""
"","4657.000000122935","html-keyboard-response","24","209379","0.0-9.0","SS1613140003965","pref_question","","49","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","0","","","","","","","",""
"","1219.0000000409782","sequential-stimulus-presentation","25","211412","0.0-10.0","SS1613140003965","pref_reveal","","40","800","2019.0000000409782","null","null","","","","","0","","","","background","","","",""
"","null","html-keyboard-response","26","212259","0.0-11.0-0.0","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2384.9999997764826","sequential-stimulus-presentation","27","215529","0.0-11.0-1.0","SS1613140003965","trial","","40","800","3184.9999997764826","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","28","216562","0.0-11.0-0.1","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","745.9999998100102","sequential-stimulus-presentation","29","218117","0.0-11.0-1.1","SS1613140003965","trial","","40","800","1545.9999998100102","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","30","219231","0.0-11.0-0.2","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","319.00000013411045","sequential-stimulus-presentation","31","220356","0.0-11.0-1.2","SS1613140003965","trial","","40","800","1119.0000001341105","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","32","221198","0.0-11.0-0.3","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","212.99999998882413","sequential-stimulus-presentation","33","222243","0.0-11.0-1.3","SS1613140003965","trial","","40","800","1012.9999999888241","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","34","223357","0.0-11.0-0.4","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1081.99999993667","sequential-stimulus-presentation","35","225306","0.0-11.0-1.4","SS1613140003965","trial","","40","800","1881.99999993667","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_09_B_c.gif","right","","","","",""
"","null","html-keyboard-response","36","226502","0.0-11.0-0.5","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","351.00000025704503","sequential-stimulus-presentation","37","227662","0.0-11.0-1.5","SS1613140003965","trial","","40","800","1151.000000257045","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","38","228709","0.0-11.0-0.6","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","260.99999994039536","sequential-stimulus-presentation","39","229775","0.0-11.0-1.6","SS1613140003965","trial","","40","800","1060.9999999403954","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","40","230957","0.0-11.0-0.7","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","234.99999986961484","sequential-stimulus-presentation","41","232001","0.0-11.0-1.7","SS1613140003965","trial","","40","800","1034.9999998696148","images/stimuli/spore_stims/simple_09_B_c.gif","images/stimuli/spore_stims/simple_13_B_c.gif","","","","","1","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_c.gif","middle","","","","",""
"","4328.999999910593","html-keyboard-response","42","236358","0.0-12.0","SS1613140003965","pref_question","","50","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","1","","","","","","","",""
"","933.9999998919666","sequential-stimulus-presentation","43","238100","0.0-13.0","SS1613140003965","pref_reveal","","40","800","1733.9999998919666","null","null","","","","","1","","","","background","","","",""
"","null","html-keyboard-response","44","238951","0.0-14.0-0.0","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","881.9999997504056","sequential-stimulus-presentation","45","240649","0.0-14.0-1.0","SS1613140003965","trial","","40","800","1681.9999997504056","images/stimuli/spore_stims/complex_19_A_d.gif","images/stimuli/spore_stims/complex_19_B_d.gif","","","","","2","complex_similar","images/stimuli/spore_stims/complex_19_B_d.gif","right","","","","",""
"","null","html-keyboard-response","46","241654","0.0-14.0-0.1","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","452.0000000484288","sequential-stimulus-presentation","47","242912","0.0-14.0-1.1","SS1613140003965","trial","","40","800","1252.0000000484288","images/stimuli/spore_stims/complex_19_A_d.gif","images/stimuli/spore_stims/complex_19_B_d.gif","","","","","2","complex_similar","images/stimuli/spore_stims/complex_19_B_d.gif","right","","","","",""
"","null","html-keyboard-response","48","244041","0.0-14.0-0.2","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","483.0000000074506","sequential-stimulus-presentation","49","245333","0.0-14.0-1.2","SS1613140003965","trial","","40","800","1283.0000000074506","images/stimuli/spore_stims/complex_19_A_d.gif","images/stimuli/spore_stims/complex_19_B_d.gif","","","","","2","complex_similar","images/stimuli/spore_stims/complex_19_B_d.gif","right","","","","",""
"","null","html-keyboard-response","50","246362","0.0-14.0-0.3","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","342.9999998770654","sequential-stimulus-presentation","51","247523","0.0-14.0-1.3","SS1613140003965","trial","","40","800","1142.9999998770654","images/stimuli/spore_stims/complex_19_A_d.gif","images/stimuli/spore_stims/complex_19_B_d.gif","","","","","2","complex_similar","images/stimuli/spore_stims/complex_19_B_d.gif","right","","","","",""
"","null","html-keyboard-response","52","248487","0.0-14.0-0.4","SS1613140003965","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","458.9999997988343","sequential-stimulus-presentation","53","249751","0.0-14.0-1.4","SS1613140003965","trial","","40","800","1258.9999997988343","images/stimuli/spore_stims/complex_19_A_d.gif","images/stimuli/spore_stims/complex_19_B_d.gif","","","","","2","complex_similar","images/stimuli/spore_stims/complex_19_A_d.gif","middle","","","","",""
