"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject"
"[{""page_index"":0,""viewing_time"":1820.4250000417233}]","1820.9400000050664","instructions","0","1822","0.0-0.0","SS1613141441034"
