"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"","null","","html-keyboard-response","21","158694","0.0-7.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","3685.025000013411","trial","sequential-stimulus-presentation","22","163289","0.0-7.0-1.7","SS1611940408831","","40","900","4585.025000013411","","","","0","images/stimuli/spore_stims/simple_12_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","23","164295","0.0-7.0-0.8","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","6255.995000014082","trial","sequential-stimulus-presentation","24","171462","0.0-7.0-1.8","SS1611940408831","","40","900","7155.995000014082","","","","0","images/stimuli/spore_stims/simple_12_B_a.gif","left","","","","",""
"","2694.0899998880923","pref_question","html-keyboard-response","25","174164","0.0-8.0","SS1611940408831","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","0","","","","","","",""
"","6374.9449998140335","pref_reveal","sequential-stimulus-presentation","26","181449","0.0-9.0","SS1611940408831","","40","900","7274.9449998140335","","","","0","","","novel","","","",""
"","null","","html-keyboard-response","27","182408","0.0-10.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","5507.785000139847","trial","sequential-stimulus-presentation","28","188828","0.0-10.0-1.0","SS1611940408831","","40","900","6407.785000139847","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","29","189781","0.0-10.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","8052.819999866188","trial","sequential-stimulus-presentation","30","198747","0.0-10.0-1.1","SS1611940408831","","40","900","8952.819999866188","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","31","199747","0.0-10.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1695.4550000373274","trial","sequential-stimulus-presentation","32","202355","0.0-10.0-1.2","SS1611940408831","","40","900","2595.4550000373274","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","33","203435","0.0-10.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1035.880000097677","trial","sequential-stimulus-presentation","34","205385","0.0-10.0-1.3","SS1611940408831","","40","900","1935.880000097677","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","35","206354","0.0-10.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","592.7099999971688","trial","sequential-stimulus-presentation","36","207863","0.0-10.0-1.4","SS1611940408831","","40","900","1492.7099999971688","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","37","208750","0.0-10.0-0.5","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","6115.315000060946","trial","sequential-stimulus-presentation","38","215779","0.0-10.0-1.5","SS1611940408831","","40","900","7015.315000060946","","","","1","images/stimuli/spore_stims/simple_15_B_a.gif","left","","","","",""
"","null","","html-keyboard-response","39","216795","0.0-10.0-0.6","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","2620.799999916926","trial","sequential-stimulus-presentation","40","220330","0.0-10.0-1.6","SS1611940408831","","40","900","3520.799999916926","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","41","221551","0.0-10.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","788.3850000798702","trial","sequential-stimulus-presentation","42","223254","0.0-10.0-1.7","SS1611940408831","","40","900","1688.3850000798702","","","","1","images/stimuli/spore_stims/simple_11_B_a.gif","middle","","","","",""
"","1702.4750001728535","pref_question","html-keyboard-response","43","224966","0.0-11.0","SS1611940408831","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","1","","","","","","",""
"","4221.980000147596","pref_reveal","sequential-stimulus-presentation","44","230101","0.0-12.0","SS1611940408831","","40","900","5121.980000147596","","","","1","","","novel","","","",""
"","null","","html-keyboard-response","45","231064","0.0-13.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","5798.985000001267","trial","sequential-stimulus-presentation","46","237779","0.0-13.0-1.0","SS1611940408831","","40","900","6698.985000001267","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","47","239053","0.0-13.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","5302.515000104904","trial","sequential-stimulus-presentation","48","245273","0.0-13.0-1.1","SS1611940408831","","40","900","6202.515000104904","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","49","246370","0.0-13.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","2794.7449998464435","trial","sequential-stimulus-presentation","50","250084","0.0-13.0-1.2","SS1611940408831","","40","900","3694.7449998464435","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","51","251201","0.0-13.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","4716.319999890402","trial","sequential-stimulus-presentation","52","256834","0.0-13.0-1.3","SS1611940408831","","40","900","5616.319999890402","","","","2","images/stimuli/spore_stims/simple_19_B_c.gif","middle","","","","",""
"","null","","html-keyboard-response","53","257854","0.0-13.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","3060.9299999196082","trial","sequential-stimulus-presentation","54","261837","0.0-13.0-1.4","SS1611940408831","","40","900","3960.9299999196082","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","55","262806","0.0-13.0-0.5","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","949.0350000560284","trial","sequential-stimulus-presentation","56","264673","0.0-13.0-1.5","SS1611940408831","","40","900","1849.0350000560284","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","57","265839","0.0-13.0-0.6","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","929.4000000227243","trial","sequential-stimulus-presentation","58","267687","0.0-13.0-1.6","SS1611940408831","","40","900","1829.4000000227243","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","59","268632","0.0-13.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","545.3000001143664","trial","sequential-stimulus-presentation","60","270096","0.0-13.0-1.7","SS1611940408831","","40","900","1445.3000001143664","","","","2","images/stimuli/spore_stims/simple_19_A_c.gif","right","","","","",""
"","1815.3050001710653","pref_question","html-keyboard-response","61","271927","0.0-14.0","SS1611940408831","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","2","","","","","","",""
"","6645.459999796003","pref_reveal","sequential-stimulus-presentation","62","279489","0.0-15.0","SS1611940408831","","40","900","7545.459999796003","","","","2","","","novel","","","",""
"","null","","html-keyboard-response","63","280710","0.0-16.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","5658.030000049621","trial","sequential-stimulus-presentation","64","287289","0.0-16.0-1.0","SS1611940408831","","40","900","6558.030000049621","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","65","288331","0.0-16.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1023.1750002130866","trial","sequential-stimulus-presentation","66","290279","0.0-16.0-1.1","SS1611940408831","","40","900","1923.1750002130866","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","67","291357","0.0-16.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","466.9099999591708","trial","sequential-stimulus-presentation","68","292742","0.0-16.0-1.2","SS1611940408831","","40","900","1366.9099999591708","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","69","293826","0.0-16.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","430.55000016465783","trial","sequential-stimulus-presentation","70","295178","0.0-16.0-1.3","SS1611940408831","","40","900","1330.5500001646578","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","71","296062","0.0-16.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","9750.82499999553","trial","sequential-stimulus-presentation","72","306737","0.0-16.0-1.4","SS1611940408831","","40","900","10650.82499999553","","","","3","images/stimuli/spore_stims/simple_05_A_a.gif","left","","","","",""
"","null","","html-keyboard-response","73","307628","0.0-16.0-0.5","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1284.5000000670552","trial","sequential-stimulus-presentation","74","309834","0.0-16.0-1.5","SS1611940408831","","40","900","2184.500000067055","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","75","310941","0.0-16.0-0.6","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","423.4699998050928","trial","sequential-stimulus-presentation","76","312288","0.0-16.0-1.6","SS1611940408831","","40","900","1323.4699998050928","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","77","313247","0.0-16.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","492.4149999860674","trial","sequential-stimulus-presentation","78","314664","0.0-16.0-1.7","SS1611940408831","","40","900","1392.4149999860674","","","","3","images/stimuli/spore_stims/simple_06_A_b.gif","right","","","","",""
"","1609.3899998813868","pref_question","html-keyboard-response","79","316292","0.0-17.0","SS1611940408831","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","3","","","","","","",""
"","5018.084999872372","pref_reveal","sequential-stimulus-presentation","80","322236","0.0-18.0","SS1611940408831","","40","900","5918.084999872372","","","","3","","","novel","","","",""
"","null","","html-keyboard-response","81","323137","0.0-19.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","4343.300000065938","trial","sequential-stimulus-presentation","82","328404","0.0-19.0-1.0","SS1611940408831","","40","900","5243.300000065938","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","83","329580","0.0-19.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","897.194999968633","trial","sequential-stimulus-presentation","84","331400","0.0-19.0-1.1","SS1611940408831","","40","900","1797.194999968633","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","85","332271","0.0-19.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","559.3599998392165","trial","sequential-stimulus-presentation","86","333754","0.0-19.0-1.2","SS1611940408831","","40","900","1459.3599998392165","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","87","334611","0.0-19.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1129.4050000142306","trial","sequential-stimulus-presentation","88","336664","0.0-19.0-1.3","SS1611940408831","","40","900","2029.4050000142306","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","89","337556","0.0-19.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","521.7899999115616","trial","sequential-stimulus-presentation","90","339003","0.0-19.0-1.4","SS1611940408831","","40","900","1421.7899999115616","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","91","340328","0.0-19.0-0.5","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","345.0899999588728","trial","sequential-stimulus-presentation","92","341599","0.0-19.0-1.5","SS1611940408831","","40","900","1245.0899999588728","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","93","342613","0.0-19.0-0.6","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","476.99499991722405","trial","sequential-stimulus-presentation","94","344016","0.0-19.0-1.6","SS1611940408831","","40","900","1376.994999917224","","","","4","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","95","345080","0.0-19.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","2795.2099998947233","trial","sequential-stimulus-presentation","96","348802","0.0-19.0-1.7","SS1611940408831","","40","900","3695.2099998947233","","","","4","images/stimuli/spore_stims/simple_18_B_d.gif","middle","","","","",""
"","2760.0899999961257","pref_question","html-keyboard-response","97","351585","0.0-20.0","SS1611940408831","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","4","","","","","","",""
"","2856.2300000339746","pref_reveal","sequential-stimulus-presentation","98","355366","0.0-21.0","SS1611940408831","","40","900","3756.2300000339746","","","","4","","","novel","","","",""
"","null","","html-keyboard-response","99","356465","0.0-22.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","3547.939999960363","trial","sequential-stimulus-presentation","100","360940","0.0-22.0-1.0","SS1611940408831","","40","900","4447.939999960363","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","101","362132","0.0-22.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","2484.3800000380725","trial","sequential-stimulus-presentation","102","365542","0.0-22.0-1.1","SS1611940408831","","40","900","3384.3800000380725","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","103","366507","0.0-22.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1266.730000032112","trial","sequential-stimulus-presentation","104","368701","0.0-22.0-1.2","SS1611940408831","","40","900","2166.730000032112","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","105","369895","0.0-22.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","3820.1150000095367","trial","sequential-stimulus-presentation","106","374644","0.0-22.0-1.3","SS1611940408831","","40","900","4720.115000009537","","","","5","images/stimuli/spore_stims/complex_01_B_b.gif","left","","","","",""
"","null","","html-keyboard-response","107","375848","0.0-22.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","830.0450001843274","trial","sequential-stimulus-presentation","108","377606","0.0-22.0-1.4","SS1611940408831","","40","900","1730.0450001843274","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","109","378455","0.0-22.0-0.5","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","601.5649999026209","trial","sequential-stimulus-presentation","110","379984","0.0-22.0-1.5","SS1611940408831","","40","900","1501.564999902621","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","111","380929","0.0-22.0-0.6","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","717.5900000147521","trial","sequential-stimulus-presentation","112","382580","0.0-22.0-1.6","SS1611940408831","","40","900","1617.5900000147521","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","113","383704","0.0-22.0-0.7","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","611.5900001022965","trial","sequential-stimulus-presentation","114","385245","0.0-22.0-1.7","SS1611940408831","","40","900","1511.5900001022965","","","","5","images/stimuli/spore_stims/complex_06_A_a.gif","right","","","","",""
"","1323.290000203997","pref_question","html-keyboard-response","115","386597","0.0-23.0","SS1611940408831","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","5","","","","","","",""
"","1392.3200001008809","pref_reveal","sequential-stimulus-presentation","116","388916","0.0-24.0","SS1611940408831","","40","900","2292.320000100881","","","","5","","","novel","","","",""
"","null","","html-keyboard-response","117","389760","0.0-25.0-0.0","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","3178.3799999393523","trial","sequential-stimulus-presentation","118","393869","0.0-25.0-1.0","SS1611940408831","","40","900","4078.3799999393523","","","","6","images/stimuli/spore_stims/simple_13_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","119","394941","0.0-25.0-0.1","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","1099.2349998559803","trial","sequential-stimulus-presentation","120","396972","0.0-25.0-1.1","SS1611940408831","","40","900","1999.2349998559803","","","","6","images/stimuli/spore_stims/simple_13_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","121","397870","0.0-25.0-0.2","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","589.2199999652803","trial","sequential-stimulus-presentation","122","399391","0.0-25.0-1.2","SS1611940408831","","40","900","1489.2199999652803","","","","6","images/stimuli/spore_stims/simple_13_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","123","400277","0.0-25.0-0.3","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
"","388.8250000309199","trial","sequential-stimulus-presentation","124","401597","0.0-25.0-1.3","SS1611940408831","","40","900","1288.82500003092","","","","6","images/stimuli/spore_stims/simple_13_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","125","402465","0.0-25.0-0.4","SS1611940408831","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","",""
