"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":79920.04500000257}]","79920.56500000035","instructions","0","79925","0.0-0.0","SS1613079937932","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5245.499999997264},{""page_index"":1,""viewing_time"":5045.350000000326}]","10291.105000000243","instructions","1","92228","0.0-1.0","SS1613079937932","instructions","","","","","","","","","","","","","","",""
"","2810.8350000002247","sequential-stimulus-presentation","2","95848","0.0-2.0","SS1613079937932","","","40","800","3610.8350000002247","null","null","","","","","","","","",""
"","836.9499999971595","sequential-stimulus-presentation","3","97505","0.0-3.0","SS1613079937932","","","40","800","1636.9499999971595","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3216.659999998228}]","3216.854999998759","instructions","4","100723","0.0-4.0","SS1613079937932","instructions","","","","","","","","","","","","","","",""
"","5180.835000002844","html-keyboard-response","5","105905","0.0-5.0","SS1613079937932","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","154.3149999997695","sequential-stimulus-presentation","6","106878","0.0-6.0","SS1613079937932","pref_reveal","","40","800","954.3149999997695","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3847.9950000000827},{""page_index"":1,""viewing_time"":2131.6400000032445},{""page_index"":2,""viewing_time"":1083.8199999998324},{""page_index"":3,""viewing_time"":947.119999997085}]","8010.780000000523","instructions","7","114890","0.0-7.0","SS1613079937932","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","116111","0.0-8.0-0.0","SS1613079937932","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2301.869999999326","sequential-stimulus-presentation","9","119231","0.0-8.0-1.0","SS1613079937932","trial","","40","800","3101.869999999326","images/stimuli/spore_stims/simple_03_A_a.gif","images/stimuli/spore_stims/simple_12_B_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_12_B_d.gif","left",""
"","null","html-keyboard-response","10","120533","0.0-8.0-0.1","SS1613079937932","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","112.71499999929802","sequential-stimulus-presentation","11","121458","0.0-8.0-1.1","SS1613079937932","trial","","40","800","912.714999999298","images/stimuli/spore_stims/simple_03_A_a.gif","images/stimuli/spore_stims/simple_12_B_d.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_12_B_d.gif","left",""
