"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":18669.214999998076}]","18670.93499999828","instructions","0","18675","0.0-0.0","SS1613081810644","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":34829.375000001164},{""page_index"":1,""viewing_time"":17634.20000000042}]","52464.27500000209","instructions","1","73146","0.0-1.0","SS1613081810644","instructions","","","","","","","","","","","","","","",""
"","9154.230000000098","sequential-stimulus-presentation","2","83117","0.0-2.0","SS1613081810644","","","40","800","9954.230000000098","null","null","","","","","","","","",""
"","1051.630000001751","sequential-stimulus-presentation","3","84982","0.0-3.0","SS1613081810644","","","40","800","1851.630000001751","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2347.6399999999558}]","2348.0600000002596","instructions","4","87336","0.0-4.0","SS1613081810644","instructions","","","","","","","","","","","","","","",""
"","9301.24000000069","html-keyboard-response","5","96647","0.0-5.0","SS1613081810644","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","6675.794999999198","sequential-stimulus-presentation","6","104136","0.0-6.0","SS1613081810644","pref_reveal","","40","800","7475.794999999198","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":25531.93999999712},{""page_index"":1,""viewing_time"":2023.0850000007194},{""page_index"":2,""viewing_time"":1896.1999999992258},{""page_index"":3,""viewing_time"":1420.910000000731}]","30874.00499999785","instructions","7","135022","0.0-7.0","SS1613081810644","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","136253","0.0-8.0-0.0","SS1613081810644","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4027.699999998731","sequential-stimulus-presentation","9","141095","0.0-8.0-1.0","SS1613081810644","trial","","40","800","4827.699999998731","images/stimuli/spore_stims/simple_02_B_c.gif","images/stimuli/spore_stims/simple_13_B_b.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_b.gif","right",""
"","null","html-keyboard-response","10","142198","0.0-8.0-0.1","SS1613081810644","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2527.3550000019895","sequential-stimulus-presentation","11","145542","0.0-8.0-1.1","SS1613081810644","trial","","40","800","3327.3550000019895","images/stimuli/spore_stims/simple_02_B_c.gif","images/stimuli/spore_stims/simple_13_B_b.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_b.gif","right",""
"","null","html-keyboard-response","12","146715","0.0-8.0-0.2","SS1613081810644","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1848.200000000361","sequential-stimulus-presentation","13","149389","0.0-8.0-1.2","SS1613081810644","trial","","40","800","2648.200000000361","images/stimuli/spore_stims/simple_02_B_c.gif","images/stimuli/spore_stims/simple_13_B_b.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_02_B_c.gif","middle",""
