"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1582939.9999999441}]","1582945.9999999963","instructions","0","1582951","0.0-0.0","SS1613123127108","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":552527.999999933},{""page_index"":1,""viewing_time"":3094.9999999720603}]","555623.9999999525","instructions","1","2141619","0.0-1.0","SS1613123127108","instructions","","","","","","","","","","","","","","","","","","",""
"","43182.0000000298","sequential-stimulus-presentation","2","2185671","0.0-2.0","SS1613123127108","","","40","800","43982.0000000298","null","null","","","","","","","","","","","","",""
"","6934.999999939464","sequential-stimulus-presentation","3","2193426","0.0-3.0","SS1613123127108","","","40","800","7734.999999939464","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":81923.99999999907}]","81925.00000004657","instructions","4","2275352","0.0-4.0","SS1613123127108","instructions","","","","","","","","","","","","","","","","","","",""
"","17005.99999993574","html-keyboard-response","5","2292369","0.0-5.0","SS1613123127108","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","4273.999999975786","sequential-stimulus-presentation","6","2297541","0.0-6.0","SS1613123127108","pref_reveal","","40","800","5073.999999975786","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":32488.99999994319},{""page_index"":1,""viewing_time"":6470.000000088476},{""page_index"":2,""viewing_time"":3626.9999999785796},{""page_index"":3,""viewing_time"":4998.999999952503}]","47586.000000010245","instructions","7","2345130","0.0-7.0","SS1613123127108","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","2346119","0.0-8.0-0.0","SS1613123127108","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2476.0000000242144","sequential-stimulus-presentation","9","2349416","0.0-8.0-1.0","SS1613123127108","trial","","40","800","3276.0000000242144","images/stimuli/spore_stims/complex_03_A_b.gif","images/stimuli/spore_stims/complex_07_A_c.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_c.gif","left","","","","",""
