"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":13772.88000000408}]","13774.564999999711","instructions","0","13779","0.0-0.0","SS1613098749454","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":25757.54500000039},{""page_index"":1,""viewing_time"":10159.080000012182}]","35917.27999999421","instructions","1","51702","0.0-1.0","SS1613098749454","instructions","","","","","","","","","","","","","","",""
"","9427.584999997634","sequential-stimulus-presentation","2","61939","0.0-2.0","SS1613098749454","","","40","800","10227.584999997634","null","null","","","","","","","","",""
"","4395.3050000127405","sequential-stimulus-presentation","3","67151","0.0-3.0","SS1613098749454","","","40","800","5195.3050000127405","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7102.190000005066}]","7102.899999998044","instructions","4","74256","0.0-4.0","SS1613098749454","instructions","","","","","","","","","","","","","","",""
"","20564.540000021225","html-keyboard-response","5","94827","0.0-5.0","SS1613098749454","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","3041.4400000008754","sequential-stimulus-presentation","6","98678","0.0-6.0","SS1613098749454","pref_reveal","","40","800","3841.4400000008754","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11099.649999989197},{""page_index"":1,""viewing_time"":5777.925000002142},{""page_index"":2,""viewing_time"":1672.0800000184681},{""page_index"":3,""viewing_time"":1253.724999987753}]","19804.035000008298","instructions","7","118484","0.0-7.0","SS1613098749454","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","119745","0.0-8.0-0.0","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","6001.344999996945","sequential-stimulus-presentation","9","126565","0.0-8.0-1.0","SS1613098749454","trial","","40","800","6801.344999996945","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","10","127801","0.0-8.0-0.1","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4068.72999999905","sequential-stimulus-presentation","11","132682","0.0-8.0-1.1","SS1613098749454","trial","","40","800","4868.72999999905","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","12","133591","0.0-8.0-0.2","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5977.29999999865","sequential-stimulus-presentation","13","140381","0.0-8.0-1.2","SS1613098749454","trial","","40","800","6777.29999999865","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","14","141470","0.0-8.0-0.3","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5636.350000015227","sequential-stimulus-presentation","15","147914","0.0-8.0-1.3","SS1613098749454","trial","","40","800","6436.350000015227","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_B_a.gif","middle",""
"","null","html-keyboard-response","16","149213","0.0-8.0-0.4","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4387.000000016997","sequential-stimulus-presentation","17","154417","0.0-8.0-1.4","SS1613098749454","trial","","40","800","5187.000000016997","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","18","155267","0.0-8.0-0.5","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1206.449999997858","sequential-stimulus-presentation","19","157287","0.0-8.0-1.5","SS1613098749454","trial","","40","800","2006.449999997858","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","20","158168","0.0-8.0-0.6","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1144.6699999796692","sequential-stimulus-presentation","21","160130","0.0-8.0-1.6","SS1613098749454","trial","","40","800","1944.6699999796692","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","null","html-keyboard-response","22","161419","0.0-8.0-0.7","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","4194.799999997485","sequential-stimulus-presentation","23","166427","0.0-8.0-1.7","SS1613098749454","trial","","40","800","4994.799999997485","images/stimuli/spore_stims/complex_17_B_a.gif","images/stimuli/spore_stims/complex_17_A_a.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_17_A_a.gif","right",""
"","1815.9400000004098","html-keyboard-response","24","168250","0.0-9.0","SS1613098749454","pref_question","","49","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","0","","","",""
"","7991.780000011204","sequential-stimulus-presentation","25","177050","0.0-10.0","SS1613098749454","pref_reveal","","40","800","8791.780000011204","null","null","","","","","0","","","","novel"
"","null","html-keyboard-response","26","177937","0.0-11.0-0.0","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","5525.930000003427","sequential-stimulus-presentation","27","184282","0.0-11.0-1.0","SS1613098749454","trial","","40","800","6325.930000003427","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_06_B_a.gif","","","","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_B_a.gif","left",""
"","null","html-keyboard-response","28","185099","0.0-11.0-0.1","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","3040.739999996731","sequential-stimulus-presentation","29","188954","0.0-11.0-1.1","SS1613098749454","trial","","40","800","3840.739999996731","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_06_B_a.gif","","","","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_B_a.gif","left",""
"","null","html-keyboard-response","30","189852","0.0-11.0-0.2","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1367.419999995036","sequential-stimulus-presentation","31","192035","0.0-11.0-1.2","SS1613098749454","trial","","40","800","2167.419999995036","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_06_B_a.gif","","","","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_B_a.gif","left",""
"","null","html-keyboard-response","32","193193","0.0-11.0-0.3","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","6988.949999999022","sequential-stimulus-presentation","33","200994","0.0-11.0-1.3","SS1613098749454","trial","","40","800","7788.949999999022","images/stimuli/spore_stims/complex_12_A_a.gif","images/stimuli/spore_stims/complex_06_B_a.gif","","","","","1","complex_dissimilar","images/stimuli/spore_stims/complex_12_A_a.gif","right",""
"","null","html-keyboard-response","34","201932","0.0-11.0-0.4","SS1613098749454","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
