"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":11539.10499997437}]","11540.640000021085","instructions","0","11544","0.0-0.0","SS1613079911926","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":6769.719999982044},{""page_index"":1,""viewing_time"":23104.78000016883}]","29874.96000016108","instructions","1","43423","0.0-1.0","SS1613079911926","instructions","","","","","","","","","","","","","","",""
"","4135.679999832064","sequential-stimulus-presentation","2","48368","0.0-2.0","SS1613079911926","","","40","800","4935.679999832064","null","null","","","","","","","","",""
"","1440.6550000421703","sequential-stimulus-presentation","3","50614","0.0-3.0","SS1613079911926","","","40","800","2240.6550000421703","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2398.964999942109}]","2399.334999965504","instructions","4","53015","0.0-4.0","SS1613079911926","instructions","","","","","","","","","","","","","","",""
"","7724.815000081435","html-keyboard-response","5","60744","0.0-5.0","SS1613079911926","instructions","","50","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","",""
"","1305.1899999845773","sequential-stimulus-presentation","6","62863","0.0-6.0","SS1613079911926","pref_reveal","","40","800","2105.1899999845773","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3733.8650000747293},{""page_index"":1,""viewing_time"":3748.399999924004},{""page_index"":2,""viewing_time"":1121.9399999827147},{""page_index"":3,""viewing_time"":918.0550000164658}]","9522.635000059381","instructions","7","72388","0.0-7.0","SS1613079911926","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","73222","0.0-8.0-0.0","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1465.7999998889863","sequential-stimulus-presentation","9","75495","0.0-8.0-1.0","SS1613079911926","trial","","40","800","2265.7999998889863","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","10","76460","0.0-8.0-0.1","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1697.6250000298023","sequential-stimulus-presentation","11","78970","0.0-8.0-1.1","SS1613079911926","trial","","40","800","2497.6250000298023","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","12","80189","0.0-8.0-0.2","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1234.8100000526756","sequential-stimulus-presentation","13","82232","0.0-8.0-1.2","SS1613079911926","trial","","40","800","2034.8100000526756","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","14","83429","0.0-8.0-0.3","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1216.3300001993775","sequential-stimulus-presentation","15","85451","0.0-8.0-1.3","SS1613079911926","trial","","40","800","2016.3300001993775","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","16","86358","0.0-8.0-0.4","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1264.4149998668581","sequential-stimulus-presentation","17","88428","0.0-8.0-1.4","SS1613079911926","trial","","40","800","2064.414999866858","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","18","89640","0.0-8.0-0.5","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","233.5800000000745","sequential-stimulus-presentation","19","90680","0.0-8.0-1.5","SS1613079911926","trial","","40","800","1033.5800000000745","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_B_d.gif","right",""
"","null","html-keyboard-response","20","91624","0.0-8.0-0.6","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2576.314999954775","sequential-stimulus-presentation","21","95006","0.0-8.0-1.6","SS1613079911926","trial","","40","800","3376.314999954775","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","null","html-keyboard-response","22","95813","0.0-8.0-0.7","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","2060.174999991432","sequential-stimulus-presentation","23","98684","0.0-8.0-1.7","SS1613079911926","trial","","40","800","2860.174999991432","images/stimuli/spore_stims/complex_20_B_d.gif","images/stimuli/spore_stims/complex_20_A_d.gif","","","","","0","complex_similar","images/stimuli/spore_stims/complex_20_A_d.gif","middle",""
"","1608.6649999488145","html-keyboard-response","24","100296","0.0-9.0","SS1613079911926","pref_question","","51","","","","","<video width ='960' height = '540' style='padding-top:8%' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","3","right","66%","0","","","",""
"","1440.7450000289828","sequential-stimulus-presentation","25","102544","0.0-10.0","SS1613079911926","pref_reveal","","40","800","2240.7450000289828","null","null","","","","","0","","","","deviant"
"","null","html-keyboard-response","26","103587","0.0-11.0-0.0","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","736.5699999500066","sequential-stimulus-presentation","27","105129","0.0-11.0-1.0","SS1613079911926","trial","","40","800","1536.5699999500066","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","html-keyboard-response","28","106364","0.0-11.0-0.1","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","1008.4450000431389","sequential-stimulus-presentation","29","108178","0.0-11.0-1.1","SS1613079911926","trial","","40","800","1808.4450000431389","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","html-keyboard-response","30","109234","0.0-11.0-0.2","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","694.5250001735985","sequential-stimulus-presentation","31","110752","0.0-11.0-1.2","SS1613079911926","trial","","40","800","1494.5250001735985","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","html-keyboard-response","32","111584","0.0-11.0-0.3","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","987.070000031963","sequential-stimulus-presentation","33","113377","0.0-11.0-1.3","SS1613079911926","trial","","40","800","1787.070000031963","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_A_d.gif","right",""
"","null","html-keyboard-response","34","114556","0.0-11.0-0.4","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","699.8749999329448","sequential-stimulus-presentation","35","116066","0.0-11.0-1.4","SS1613079911926","trial","","40","800","1499.8749999329448","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","html-keyboard-response","36","116891","0.0-11.0-0.5","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","752.6650000363588","sequential-stimulus-presentation","37","118450","0.0-11.0-1.5","SS1613079911926","trial","","40","800","1552.6650000363588","images/stimuli/spore_stims/simple_17_A_d.gif","images/stimuli/spore_stims/simple_17_B_d.gif","","","","","1","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","html-keyboard-response","38","119630","0.0-11.0-0.6","SS1613079911926","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
