"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1881.4300000085495}]","1881.9800000055693","instructions","0","1883","0.0-0.0","SS1612915431309","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1709.5350000308827},{""page_index"":1,""viewing_time"":36128.22499999311}]","37838.190000038594","instructions","1","41730","0.0-1.0","SS1612915431309","instructions","","","","","","","","","","","","","","","","",""
"","1681.8399999756366","sequential-stimulus-presentation","2","44220","0.0-2.0","SS1612915431309","","","40","800","2481.8399999756366","","","","","","","","","","","","",""
"","592.4449999583885","sequential-stimulus-presentation","3","45617","0.0-3.0","SS1612915431309","","","40","800","1392.4449999583885","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1742.9700000211596}]","1743.4350000112318","instructions","4","47361","0.0-4.0","SS1612915431309","instructions","","","","","","","","","","","","","","","","",""
"","2438.76500002807","html-keyboard-response","5","49804","0.0-5.0","SS1612915431309","instructions","","50","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","2","middle","45%","","","","","","","","",""
"","591.2549999775365","sequential-stimulus-presentation","6","51205","0.0-6.0","SS1612915431309","pref_reveal","","40","800","1391.2549999775365","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1650.2300000283867},{""page_index"":1,""viewing_time"":543.4449999593198},{""page_index"":2,""viewing_time"":881.3050000462681},{""page_index"":3,""viewing_time"":911.5299999830313}]","3986.910000036005","instructions","7","55193","0.0-7.0","SS1612915431309","instructions","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","56340","0.0-8.0-0.0","SS1612915431309","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","512.0650000171736","sequential-stimulus-presentation","9","57660","0.0-8.0-1.0","SS1612915431309","trial","","40","800","1312.0650000171736","","","","","0","complex_similar","images/stimuli/spore_stims/complex_01_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","10","58671","0.0-8.0-0.1","SS1612915431309","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","789.8649999988265","sequential-stimulus-presentation","11","60267","0.0-8.0-1.1","SS1612915431309","trial","","40","800","1589.8649999988265","","","","","0","complex_similar","images/stimuli/spore_stims/complex_01_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","12","61459","0.0-8.0-0.2","SS1612915431309","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","14159.924999985378","sequential-stimulus-presentation","13","76428","0.0-8.0-1.2","SS1612915431309","trial","","40","800","14959.924999985378","","","","","0","complex_similar","images/stimuli/spore_stims/complex_01_B_c.gif","middle","","","","",""
"","null","html-keyboard-response","14","77373","0.0-8.0-0.3","SS1612915431309","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","562.3100000084378","sequential-stimulus-presentation","15","78746","0.0-8.0-1.3","SS1612915431309","trial","","40","800","1362.3100000084378","","","","","0","complex_similar","images/stimuli/spore_stims/complex_01_A_c.gif","right","","","","",""
"","null","html-keyboard-response","16","79819","0.0-8.0-0.4","SS1612915431309","","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","791.2149999756366","sequential-stimulus-presentation","17","81418","0.0-8.0-1.4","SS1612915431309","trial","","40","800","1591.2149999756366","","","","","0","complex_similar","images/stimuli/spore_stims/complex_01_B_c.gif","middle","","","","",""
