"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":3377}]","3379","instructions","0","3389","0.0-0.0","SS1613080103509","","","","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10899},{""page_index"":1,""viewing_time"":7917}]","18816","instructions","1","24215","0.0-1.0","SS1613080103509","instructions","","","","","","","","","","","","","","","","","","",""
"","7723","sequential-stimulus-presentation","2","32775","0.0-2.0","SS1613080103509","","","40","800","8523","null","null","","","","","","","","","","","","",""
"","3771","sequential-stimulus-presentation","3","37361","0.0-3.0","SS1613080103509","","","40","800","4571","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10669}]","10669","instructions","4","48036","0.0-4.0","SS1613080103509","instructions","","","","","","","","","","","","","","","","","","",""
"","5533","html-keyboard-response","5","53591","0.0-5.0","SS1613080103509","instructions","","49","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","","","","","",""
"","3386","sequential-stimulus-presentation","6","57789","0.0-6.0","SS1613080103509","pref_reveal","","40","800","4186","null","null","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":11074},{""page_index"":1,""viewing_time"":6387},{""page_index"":2,""viewing_time"":2104},{""page_index"":3,""viewing_time"":1740}]","21306","instructions","7","79098","0.0-7.0","SS1613080103509","instructions","","","","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","80175","0.0-8.0-0.0","SS1613080103509","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2620","sequential-stimulus-presentation","9","83609","0.0-8.0-1.0","SS1613080103509","trial","","40","800","3420","images/stimuli/spore_stims/complex_15_B_c.gif","images/stimuli/spore_stims/complex_09_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_B_a.gif","middle","","","","",""
"","null","html-keyboard-response","10","84557","0.0-8.0-0.1","SS1613080103509","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","2704","sequential-stimulus-presentation","11","88067","0.0-8.0-1.1","SS1613080103509","trial","","40","800","3504","images/stimuli/spore_stims/complex_15_B_c.gif","images/stimuli/spore_stims/complex_09_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_B_a.gif","middle","","","","",""
"","null","html-keyboard-response","12","89238","0.0-8.0-0.2","SS1613080103509","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1739","sequential-stimulus-presentation","13","91794","0.0-8.0-1.2","SS1613080103509","trial","","40","800","2539","images/stimuli/spore_stims/complex_15_B_c.gif","images/stimuli/spore_stims/complex_09_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_B_a.gif","middle","","","","",""
"","null","html-keyboard-response","14","93058","0.0-8.0-0.3","SS1613080103509","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1462","sequential-stimulus-presentation","15","95349","0.0-8.0-1.3","SS1613080103509","trial","","40","800","2262","images/stimuli/spore_stims/complex_15_B_c.gif","images/stimuli/spore_stims/complex_09_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_B_a.gif","middle","","","","",""
"","null","html-keyboard-response","16","96593","0.0-8.0-0.4","SS1613080103509","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","","",""
"","1182","sequential-stimulus-presentation","17","98585","0.0-8.0-1.4","SS1613080103509","trial","","40","800","1982","images/stimuli/spore_stims/complex_15_B_c.gif","images/stimuli/spore_stims/complex_09_B_a.gif","","","","","0","complex_dissimilar","images/stimuli/spore_stims/complex_09_B_a.gif","middle","","","","",""
