"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","stimulus","wall_pref","location","location_percent","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"[{""page_index"":0,""viewing_time"":79146.08999999473}]","79146.88499999465","instructions","0","79149","0.0-0.0","SS1613099065837","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":685045.4850000096},{""page_index"":1,""viewing_time"":66817.90999998339}]","751863.7800000142","instructions","1","833016","0.0-1.0","SS1613099065837","instructions","","","","","","","","","","","","","","",""
"","9865.305000043008","sequential-stimulus-presentation","2","843744","0.0-2.0","SS1613099065837","","","40","800","10665.305000043008","null","null","","","","","","","","",""
"","1693.3849999913946","sequential-stimulus-presentation","3","846260","0.0-3.0","SS1613099065837","","","40","800","2493.3849999913946","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5891.660000022966}]","5891.97499997681","instructions","4","852174","0.0-4.0","SS1613099065837","instructions","","","","","","","","","","","","","","",""
"","132970.36000003573","html-keyboard-response","5","985164","0.0-5.0","SS1613099065837","instructions","","97","","","","","<video width ='960' height = '540' autoplay muted><source src='images/stimuli/wall_pref.mp4' type='video/mp4'></video>","1","left","25%","","","","",""
"","2862.9849999560975","sequential-stimulus-presentation","6","988831","0.0-6.0","SS1613099065837","pref_reveal","","40","800","3662.9849999560975","null","null","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":9589.964999991935},{""page_index"":1,""viewing_time"":7709.490000037476},{""page_index"":2,""viewing_time"":1230.344999989029},{""page_index"":3,""viewing_time"":14272.490000003017}]","32802.52999998629","instructions","7","1021662","0.0-7.0","SS1613099065837","instructions","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","8","1022643","0.0-8.0-0.0","SS1613099065837","","","null","","","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","",""
"","18000.289999996312","sequential-stimulus-presentation","9","1041585","0.0-8.0-1.0","SS1613099065837","trial","","40","800","18800.289999996312","images/stimuli/spore_stims/simple_12_B_d.gif","images/stimuli/spore_stims/simple_08_B_c.gif","","","","","0","simple_dissimilar","images/stimuli/spore_stims/simple_08_B_c.gif","left",""
