session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60f099a9ab967ae1e1e67f1e,60f096d6b3cafe0d8c483ac2,APPROVED,2021-07-15 20:25:15.649000,2021-07-15 20:32:31.434000,435.785,20,8,2,92,2021-07-15 21:19:37.390000,3D699F4F,Portugal,Portugal,Other,Portuguese,Portugal,Male,Yes
60f099f02d2415b9bceff638,5f2bffe5a0c57b02705abf36,APPROVED,2021-07-15 20:26:26.683000,2021-07-15 20:34:49.445000,502.762,19,30,0,100,2021-07-15 21:19:38.529000,3D699F4F,Portugal,Portugal,Other,Portuguese,Portugal,Male,Yes
60f09b42624e1bab92d1f330,5f11b9605cb917073b0a072d,APPROVED,2021-07-15 20:32:02.551000,2021-07-15 20:42:14.413000,611.862,25,66,0,100,2021-07-15 21:19:39.484000,3D699F4F,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,DATA EXPIRED
60f09ba68f0f91809fd1b2e6,60f092a73037a6c7c290c5bd,APPROVED,2021-07-15 20:33:48.800000,2021-07-15 20:46:39.369000,770.569,56,21,0,100,2021-07-15 21:19:40.650000,3D699F4F,Ukraine,Canada,"Not in paid work (e.g. homemaker', 'retired or disabled)",Russian,Canada,Female,No
60f09be17182fd25049c463f,5f5bc31e8e2b6635e267dedd,APPROVED,2021-07-15 20:34:41.205000,2021-07-15 20:39:40.848000,299.643,20,43,0,100,2021-07-15 21:19:41.501000,3D699F4F,Portugal,Portugal,Other,Portuguese,Portugal,Male,Yes
60f09be7d7628019a67cca33,593b5b0e6c168c000177899a,APPROVED,2021-07-15 20:34:58.450000,2021-07-15 20:40:30.302000,331.852,31,412,5,99,2021-07-15 21:19:42.625000,3D699F4F,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,DATA EXPIRED
60f09c010e748a6c24253983,60eee4ff9b55374ad2869c66,APPROVED,2021-07-15 20:36:12.980000,2021-07-15 20:57:18.377000,1265.397,23,1,0,100,2021-07-15 21:19:44.368000,3D699F4F,South Africa,South Africa,Part-Time,DATA EXPIRED,South Africa,Female,Yes
60f09c1a0e748a6c24253985,60e7518442df6efc281c4dd6,RETURNED,2021-07-15 20:46:00.059000,,969914.042472,28,2,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60f09c50aaa5f1acbbcb5dd5,5d1286e02052d20017a9e522,APPROVED,2021-07-15 20:36:32.673000,2021-07-15 20:43:35.120000,422.447,26,33,1,99,2021-07-15 21:19:45.421000,3D699F4F,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
60f09c8a702d4846a2b97a7e,60e8f5d08e0df6702be00c76,APPROVED,2021-07-15 20:37:44.216000,2021-07-15 21:05:24.554000,1660.338,19,22,0,100,2021-07-15 21:19:46.311000,3D699F4F,Portugal,Portugal,Unemployed (and job seeking),Portuguese,Portugal,Male,Yes
60f09c97c8cdfe4a06efa7a8,5d47cdfc99f83a00012bbfea,APPROVED,2021-07-15 20:37:43.936000,2021-07-15 20:42:35.080000,291.144,25,125,0,100,2021-07-15 21:19:47.339000,3D699F4F,Canada,Canada,DATA EXPIRED,English,Canada,Male,DATA EXPIRED
60f09cc38e19a01da2175273,5fada668f8a0961779aa778b,APPROVED,2021-07-15 20:38:29.505000,2021-07-15 20:44:37.502000,367.997,29,22,0,100,2021-07-15 21:19:48.442000,3D699F4F,Greece,Greece,DATA EXPIRED,Greek,Greece,Male,DATA EXPIRED
60f09cddfd95ffe8bd731ddd,5a5fd26aacc75b00017ab97e,APPROVED,2021-07-15 20:38:57.021000,2021-07-15 20:46:25.972000,448.951,26,191,0,100,2021-07-15 21:19:49.554000,3D699F4F,Germany,Germany,"Not in paid work (e.g. homemaker', 'retired or disabled)",German,Germany,Female,No
60f09d1c37eafa3cb83abab0,60ec96907b63a6be2740690e,APPROVED,2021-07-15 20:39:58.624000,2021-07-15 20:45:47.532000,348.908,21,12,1,97,2021-07-15 21:19:50.776000,3D699F4F,DATA EXPIRED,Portugal,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
60f09d4d38b40e5c4bd25b33,60797e68150009f0757fc548,APPROVED,2021-07-15 20:40:45.387000,2021-07-15 20:45:53.011000,307.624,19,19,0,100,2021-07-15 21:19:51.837000,3D699F4F,Poland,Poland,Part-Time,Polish,Poland,Male,Yes
60f09d61589ca7a1fa59cec7,60e0f2898e6ff48f82d38af6,APPROVED,2021-07-15 20:41:09.736000,2021-07-15 20:47:48.657000,398.921,40,26,0,100,2021-07-15 21:19:52.726000,3D699F4F,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
