session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60f09d73020918f8b227a1b9,58fe4354d66f6400016dc206,APPROVED,2021-07-15 20:41:26.015000,2021-07-15 20:48:58.664000,452.649,30,388,4,99,2021-07-15 21:19:53.748000,3D699F4F,Slovenia,Slovenia,Full-Time,Slovenian,Slovenia,Male,No
60f09dbed6db5a7275e5d0f7,60d79860d12471e858c57b6f,APPROVED,2021-07-15 20:42:38.299000,2021-07-15 20:53:21.351000,643.052,38,13,0,100,2021-07-15 21:19:55.415000,3D699F4F,Romania,Denmark,Full-Time,Romanian,Romania,Male,No
60f09dc05001a6a9d60b8ad8,60efe254ec9bf3398e3600da,APPROVED,2021-07-15 20:42:46.810000,2021-07-15 20:52:36.025000,589.215,26,57,0,100,2021-07-15 21:19:56.448000,3D699F4F,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
60f09de6e634ccff33e52bb4,60f0746a303c82778d28f4dc,APPROVED,2021-07-15 20:43:20.651000,2021-07-15 20:49:21.757000,361.106,34,31,0,100,2021-07-15 21:19:57.344000,3D699F4F,Ireland,Ireland,Full-Time,English,Ireland,Female,No
60f09dee468f7ea4dc9c07e9,60f0321673fcf96759547af7,RETURNED,2021-07-15 20:43:58.494000,,970035.783155,25,14,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60f09dfdd6db5a7275e5d0fd,60f044339d3ec2a51b1b66f3,APPROVED,2021-07-15 20:43:51.055000,2021-07-15 20:55:22.178000,691.123,22,21,2,96,2021-07-15 21:19:58.397000,3D699F4F,Mozambique,Germany,Unemployed (and job seeking),Portuguese,Germany,Female,Yes
60f09e3154f9d7281b3c1556,60f07ab5b5b1402c8fba32db,APPROVED,2021-07-15 20:45:00.772000,2021-07-15 20:58:11.441000,790.669,42,24,0,100,2021-07-15 21:19:59.271000,3D699F4F,Greece,United Kingdom,Full-Time,Greek,Greece,Female,No
60f09e3534e09d81213d558f,60e335d57e1ec7d1a0feebb9,APPROVED,2021-07-15 20:45:48.687000,2021-07-15 21:25:19.469000,2370.782,28,10,0,100,2021-07-22 00:14:24.572000,3D699F4F,Italy,Spain,Full-Time,Italian,Italy,Female,No
60f09e6b49667eba18945c12,60f08d7e78536e87d17f2684,APPROVED,2021-07-15 20:45:38.963000,2021-07-15 20:50:52.970000,314.007,44,103,0,100,2021-07-15 21:20:00.443000,3D699F4F,United States,United States,Full-Time,English,United States,Male,No
60f09e7b66914d91e6d815cf,60eef347550971f44f350eed,APPROVED,2021-07-15 20:46:28.752000,2021-07-15 20:58:55.167000,746.415,20,12,0,100,2021-07-15 21:20:01.429000,3D699F4F,Poland,Poland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Polish,Poland,Male,Yes
60f09ed05001a6a9d60b8af1,60edf5149edc397dbb037619,APPROVED,2021-07-15 20:47:14.074000,2021-07-15 20:50:53.186000,219.112,22,4,1,94,2021-07-15 21:20:02.444000,3D699F4F,DATA EXPIRED,Estonia,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
60f09ee48e19a01da2175295,5e94a6821da9b705f18325b7,APPROVED,2021-07-15 20:47:34.204000,2021-07-15 20:53:04.562000,330.358,24,12,0,100,2021-07-15 21:20:03.312000,3D699F4F,Poland,Poland,Full-Time,Polish,Poland,Female,No
60f09f0a994a54ecd4cb1193,605b5592ff62f01fa4c3e6d8,APPROVED,2021-07-15 20:49:53.598000,2021-07-15 20:58:03.245000,489.647,21,16,0,100,2021-07-15 21:20:04.207000,3D699F4F,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Female,No
60f09f0eacab874caed08b92,60f061ec22227babf1914009,APPROVED,2021-07-15 20:48:20.766000,2021-07-15 20:54:29.303000,368.537,24,29,1,99,2021-07-15 21:20:05.257000,3D699F4F,Greece,United Kingdom,Full-Time,Greek,Greece,Female,No
60f09f11e22fa2bbefcf295b,60f0102ca3ecb53656f7197d,RETURNED,2021-07-15 20:48:25.920000,,969768.497713,23,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60f09f24b2b090b04f5a5f0e,60f02e0e88e928ae017e919c,APPROVED,2021-07-15 20:48:37.823000,2021-07-15 20:54:31.353000,353.53,18,19,0,100,2021-07-15 21:20:06.134000,3D699F4F,Poland,Poland,DATA EXPIRED,Polish,Poland,Male,Yes
60f09f63fffafc261a00c021,60dcd5a4d998738ac5bbcef3,APPROVED,2021-07-15 20:49:43.116000,2021-07-15 21:03:07.068000,803.952,24,12,0,100,2021-07-15 21:20:07.185000,3D699F4F,DATA EXPIRED,South Africa,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
60f09f66565eae1366a19dab,60c8ce4b6753447bab0aaa6b,APPROVED,2021-07-15 20:49:49.420000,2021-07-15 21:00:50.646000,661.226,20,14,0,100,2021-07-15 21:20:08.122000,3D699F4F,Zimbabwe,South Africa,Unemployed (and job seeking),DATA EXPIRED,Zimbabwe,Female,Yes
60f09f8150a9916588c7a96d,60f05cd85e9cdb7eafd84f19,APPROVED,2021-07-15 20:50:14.856000,2021-07-15 20:56:46.105000,391.249,28,32,0,100,2021-07-15 21:20:09.151000,3D699F4F,China,United Kingdom,Full-Time,Chinese,China,Male,No
60f09f9ddf25f805620a2267,5f0239d6b352a50d104c1978,APPROVED,2021-07-15 20:50:39.979000,2021-07-15 20:55:37.237000,297.258,26,104,0,100,2021-07-15 21:20:10.011000,3D699F4F,India,United Kingdom,DATA EXPIRED,Hindi,India,Female,No
60f09fcd9623979701d6e9ff,5f80cd29ccd27c1664c6420b,APPROVED,2021-07-15 20:51:27.429000,2021-07-15 20:56:19.004000,291.575,20,20,0,100,2021-07-15 21:20:11.071000,3D699F4F,Portugal,Portugal,Other,Portuguese,Portugal,Male,Yes
60f09fde865a309562ed3b17,60f078f47d97db4f54e5ed61,APPROVED,2021-07-15 20:51:45.032000,2021-07-15 21:01:18.282000,573.25,24,23,0,100,2021-07-15 21:20:12.203000,3D699F4F,Italy,Italy,Part-Time,Italian,Italy,Male,Yes
60f09fefdd4c681093ca151a,60f06ab12c406df9cda4649a,APPROVED,2021-07-15 20:52:06.806000,2021-07-15 20:57:39.866000,333.06,21,11,0,100,2021-07-15 21:20:13.070000,3D699F4F,DATA EXPIRED,Spain,DATA EXPIRED,DATA EXPIRED,Spain,Male,Yes
60f0a00af04b008ba22226bc,60f09db95a07d59ed4e62502,APPROVED,2021-07-15 20:52:30.526000,2021-07-15 20:56:49.540000,259.014,20,3,0,100,2021-07-15 21:20:14.105000,3D699F4F,DATA EXPIRED,Portugal,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
60f0a00fc395f2eeab688755,60ed6af25a5a5d903f64b4d9,APPROVED,2021-07-15 20:52:37.806000,2021-07-15 21:17:44.513000,1506.707,27,10,1,98,2021-07-15 21:20:14.990000,3D699F4F,South Africa,South Africa,Part-Time,DATA EXPIRED,South Africa,Female,No
60f0a0110e79c68030b0a684,5cbef652c98aa20001352ccf,APPROVED,2021-07-15 20:52:38.807000,2021-07-15 20:57:30.087000,291.28,30,52,0,100,2021-07-15 21:20:16.123000,3D699F4F,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
60f0a01d6d49915ce59136ba,60ede6577c93b8e4d7f6bbdf,APPROVED,2021-07-15 20:55:53.652000,2021-07-15 21:03:54.817000,481.165,19,15,0,100,2021-07-15 21:20:17.036000,3D699F4F,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes
60f0a01fe9f8dce7ea5261b6,5ea96d7f76a8310602c31e17,APPROVED,2021-07-15 20:52:50.911000,2021-07-15 21:07:37.358000,886.447,22,92,0,100,2021-07-15 21:20:17.967000,3D699F4F,Ireland,Ireland,Full-Time,English,Ireland,Male,DATA EXPIRED
60f0a0231744a5f300674a33,60e9e00a521c49b7d96c6f2e,APPROVED,2021-07-15 20:52:59.451000,2021-07-15 21:10:05.116000,1025.665,20,12,0,100,2021-07-15 21:20:19.159000,3D699F4F,South Africa,South Africa,Other,DATA EXPIRED,South Africa,Female,Yes
60f0a02e2b7aeb36389f810f,60ec921b646c8465e5554629,APPROVED,2021-07-15 20:53:04.458000,2021-07-15 20:58:54.628000,350.17,31,27,0,100,2021-07-15 21:20:20.061000,3D699F4F,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Male,No
60f0a035cf51c8adee87ffc7,5f2e2cae63835117c0d1fa67,APPROVED,2021-07-15 20:53:21.902000,2021-07-15 21:05:18.104000,716.202,20,21,1,96,2021-07-15 21:20:21.090000,3D699F4F,Mexico,Mexico,"Not in paid work (e.g. homemaker', 'retired or disabled)",Spanish,Mexico,Female,Yes
60f0a07531a2d3db9ced5a02,60e89bc6c051cc98121a9804,APPROVED,2021-07-15 20:54:19.689000,2021-07-15 21:02:06.147000,466.458,26,15,0,100,2021-07-15 21:20:22.024000,3D699F4F,South Africa,South Africa,Unemployed (and job seeking),DATA EXPIRED,South Africa,Female,Yes
60f0a07910e75d8f13b20778,6076d4cc78a872c605a3f1e9,APPROVED,2021-07-15 20:54:20.156000,2021-07-15 20:59:00.987000,280.831,18,23,1,99,2021-07-15 21:20:23.075000,3D699F4F,France,France,Unemployed (and job seeking),French,France,Male,Yes
60f0a08d21e67ad6c672319d,60f06b67f649aa2c3c7bd6e7,APPROVED,2021-07-15 20:54:48.575000,2021-07-15 21:03:56.159000,547.584,19,15,0,100,2021-07-15 21:20:23.968000,3D699F4F,Poland,Poland,Unemployed (and job seeking),Polish,Poland,Male,Yes
60f0a090c6fb142a42852542,5a5ec79cacc75b00017aa095,APPROVED,2021-07-15 20:54:40.594000,2021-07-15 20:59:30.774000,290.18,21,94,1,99,2021-07-15 21:20:24.994000,3D699F4F,Korea,Canada,Part-Time,Korean,Korea,Male,Yes
60f0a0a630eba4f5eae05f4f,5d5440b03808390019b8df40,APPROVED,2021-07-15 20:55:02.523000,2021-07-15 21:03:10.936000,488.413,30,177,2,99,2021-07-15 21:20:26.075000,3D699F4F,Poland,Poland,DATA EXPIRED,Polish,Poland,Female,DATA EXPIRED
60f0a0a8f1c8e2484605fc2d,60211449b8bbd102648bc6b9,APPROVED,2021-07-15 20:55:04.681000,2021-07-15 21:00:05.462000,300.781,18,39,1,99,2021-07-15 21:20:27.476000,3D699F4F,Poland,Poland,Other,Polish,Poland,Male,Yes
