"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","block_type","fam_duration","stimulus_displayed","response","question_order"
"true","fullscreen","0","4145","0.0-0.0","SS1680534569042","","","","","","","","","","","","","",""
"","survey-text","1","6159","0.0-1.0","SS1680534569042","2012","{""Age"":""303"",""Gender"":""M""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","6502","0.0-2.0","SS1680534569042","343.10000002384186","","stimuli/audio/music_intro.wav","13","","","","","","","","","",""
"","html-keyboard-response","3","6703","0.0-3.0","SS1680534569042","199.5","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","13","","","","","","","","","",""
"","html-keyboard-response","4","7301","0.0-4.0","SS1680534569042","597.6000000238419","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","13","","","","","","","","","",""
"","html-keyboard-response","5","9094","0.0-5.0","SS1680534569042","1791.7999999523163","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","13","","","","","","","","","",""
"","html-keyboard-response","6","69685","0.0-6.0","SS1680534569042","60591.700000047684","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","7","81197","0.0-7.0","SS1680534569042","11511.399999976158","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","8","81628","0.0-8.0","SS1680534569042","431.2000000476837","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","html-keyboard-response","9","122460","0.0-9.0","SS1680534569042","40833.299999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","","","",""
"","instructions","10","122940","0.0-10.0","SS1680534569042","478.2999999523163","","","","[{""page_index"":0,""viewing_time"":478.1999999284744}]","","","","","","","","",""
"","video-keyboard-response","11","141122","0.0-11.0","SS1680534569042","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","","","",""
"","video-keyboard-response","12","145783","0.0-12.0","SS1680534569042","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","13","192691","0.0-13.0","SS1680534569042","46908.5","","[""stimuli/images/unity_stims/unitystims_001_Left_2fam_deviant_1_new.mp4""]","40","","trial","26","2","1","deviant","2","stimuli/images/unity_stims/unitystims_001_Left_2fam_deviant_1_new.mp4","",""
"","html-keyboard-response","14","193195","0.0-14.0","SS1680534569042","503.40000009536743","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","15","197809","0.0-15.0","SS1680534569042","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","16","237829","0.0-16.0","SS1680534569042","40018.299999952316","","[""stimuli/images/unity_stims/unitystims_003_Right_4fam_background_1_new.mp4""]","40","","trial","26","2","2","background","4","stimuli/images/unity_stims/unitystims_003_Right_4fam_background_1_new.mp4","",""
"","html-keyboard-response","17","239400","0.0-17.0","SS1680534569042","1567.9000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","18","244033","0.0-18.0","SS1680534569042","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","19","262570","0.0-19.0","SS1680534569042","18534.699999928474","","[""stimuli/images/unity_stims/unitystims_006_Right_2fam_background_2_new.mp4""]","40","","trial","26","2","3","background","2","stimuli/images/unity_stims/unitystims_006_Right_2fam_background_2_new.mp4","",""
"","html-keyboard-response","20","267409","0.0-20.0","SS1680534569042","4838.700000047684","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","21","272035","0.0-21.0","SS1680534569042","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","22","304415","0.0-22.0","SS1680534569042","32379.599999904633","","[""stimuli/images/unity_stims/unitystims_005_Left_4fam_deviant_2_new.mp4""]","40","","trial","26","2","4","deviant","4","stimuli/images/unity_stims/unitystims_005_Left_4fam_deviant_2_new.mp4","",""
"","html-keyboard-response","23","321093","0.0-23.0","SS1680534569042","16678.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","24","325726","0.0-24.0","SS1680534569042","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","video-keyboard-response","25","360703","0.0-25.0","SS1680534569042","34976.60000002384","","[""stimuli/images/unity_stims/unitystims_002_Left_6fam_deviant_1_new.mp4""]","40","","trial","26","2","5","deviant","6","stimuli/images/unity_stims/unitystims_002_Left_6fam_deviant_1_new.mp4","",""
"","html-keyboard-response","26","360940","0.0-26.0","SS1680534569042","237","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","27","361150","0.0-27.0","SS1680534569042","208.10000002384186","","[""stimuli/images/attngetter_quiet.mp4""]","40","","attention_getter","","","","","","","",""
"","video-keyboard-response","28","361345","0.0-28.0","SS1680534569042","194.09999990463257","","[""stimuli/images/unity_stims/unitystims_004_Right_6fam_background_2_new.mp4""]","40","","trial","26","2","6","background","6","stimuli/images/unity_stims/unitystims_004_Right_6fam_background_2_new.mp4","",""
"","video-keyboard-response","29","362091","0.0-29.0","SS1680534569042","744.6999999284744","","[""stimuli/images/calibration_end.mp4""]","40","","calibration_end","","","","","","","",""
"","html-keyboard-response","30","372149","0.0-30.0","SS1680534569042","10057.100000023842","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","","","",""
"","survey-multi-choice","31","386719","0.0-31.0","SS1680534569042","14570","","","","","","","","","","","","{""Consent"":""<b>Option 1 (Private)</b>: Your child’s data will be kept in a secure location and viewed only by authorized research personnel in our lab. </h1><br>""}","0"
