success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,responses,stimulus,key_press,view_history,stimulus_type,subject_num,condition_num,block_number,block_type,fam_duration,stimulus_displayed,response,question_order
TRUE,fullscreen,0,126408,0.0-0.0,SS1680551901302,,,,,,,,,,,,,,
,survey-text,1,137555,0.0-1.0,SS1680551901302,11145.1,"{""Age"":""302"",""Gender"":""M""}",,,,,,,,,,,,
,audio-keyboard-response,2,143849,0.0-2.0,SS1680551901302,6293.4,,stimuli/audio/music_intro.wav,39,,,,,,,,,,
,html-keyboard-response,3,146742,0.0-3.0,SS1680551901302,2891.8,,<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,4,187915,0.0-4.0,SS1680551901302,41173.4,,<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,5,227652,0.0-5.0,SS1680551901302,39737.2,,<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,6,234343,0.0-6.0,SS1680551901302,6690.7,,<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,7,250925,0.0-7.0,SS1680551901302,16582.3,,<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,8,264404,0.0-8.0,SS1680551901302,13479.3,,<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,html-keyboard-response,9,322743,0.0-9.0,SS1680551901302,58339.5,,<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>,39,,,,,,,,,,
,instructions,10,323070,0.0-10.0,SS1680551901302,327,,,,"[{""page_index"":0,""viewing_time"":326.89999997615814}]",,,,,,,,,
,video-keyboard-response,11,341317,0.0-11.0,SS1680551901302,null,,"[""stimuli/images/calibration.mp4""]",null,,calibration,,,,,,,,
,video-keyboard-response,12,345986,0.0-12.0,SS1680551901302,null,,"[""stimuli/images/attngetter_quiet.mp4""]",null,,attention_getter,,,,,,,,
,video-keyboard-response,13,404349,0.0-13.0,SS1680551901302,58363.5,,"[""stimuli/images/unity_stims/unitystims_004_Left_6fam_deviant_1_new.mp4""]",40,,trial,28,6,1,deviant,6,stimuli/images/unity_stims/unitystims_004_Left_6fam_deviant_1_new.mp4,,
,html-keyboard-response,14,404688,0.0-14.0,SS1680551901302,338.1999999,,"<p><img src=""stimuli/images/attngetter_blank.png""></p>",40,,between_block,,,,,,,,
