"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"","6541.4549999986775","trial","sequential-stimulus-presentation","192","377960","0.0-37.0-1.0","SS1612117478452","","40","700","7241.4549999986775","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","193","379018","0.0-37.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3071.944999999716","trial","sequential-stimulus-presentation","194","382794","0.0-37.0-1.1","SS1612117478452","","40","700","3771.944999999716","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","195","383694","0.0-37.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1302.1399999997811","trial","sequential-stimulus-presentation","196","385704","0.0-37.0-1.2","SS1612117478452","","40","700","2002.1399999997811","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","197","386860","0.0-37.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1276.8099999993574","trial","sequential-stimulus-presentation","198","388845","0.0-37.0-1.3","SS1612117478452","","40","700","1976.8099999993574","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","199","390110","0.0-37.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1147.0200000003097","trial","sequential-stimulus-presentation","200","391965","0.0-37.0-1.4","SS1612117478452","","40","700","1847.0200000003097","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","201","393183","0.0-37.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1295.705000000482","trial","sequential-stimulus-presentation","202","395185","0.0-37.0-1.5","SS1612117478452","","40","700","1995.705000000482","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_01_B_a.gif","left","","","","",""
"","null","","html-keyboard-response","203","396096","0.0-37.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","5147.745000002033","trial","sequential-stimulus-presentation","204","401950","0.0-37.0-1.6","SS1612117478452","","40","700","5847.745000002033","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","205","403252","0.0-37.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","560.9050000020652","trial","sequential-stimulus-presentation","206","404520","0.0-37.0-1.7","SS1612117478452","","40","700","1260.9050000020652","","","","10","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","right","","","","",""
"","3699.3150000016904","pref_question","html-keyboard-response","207","408222","0.0-38.0","SS1612117478452","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","10","","","","","","","",""
"","2475.0500000008615","pref_reveal","sequential-stimulus-presentation","208","411405","0.0-39.0","SS1612117478452","","40","700","3175.0500000008615","","","","10","","","","background","","","",""
"","null","","html-keyboard-response","209","412605","0.0-40.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","839.2349999995204","trial","sequential-stimulus-presentation","210","414154","0.0-40.0-1.0","SS1612117478452","","40","700","1539.2349999995204","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","211","415137","0.0-40.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","898.1249999996508","trial","sequential-stimulus-presentation","212","416740","0.0-40.0-1.1","SS1612117478452","","40","700","1598.1249999996508","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","213","417921","0.0-40.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","966.309999999823","trial","sequential-stimulus-presentation","214","419595","0.0-40.0-1.2","SS1612117478452","","40","700","1666.309999999823","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","215","420757","0.0-40.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3259.1399999982677","trial","sequential-stimulus-presentation","216","424722","0.0-40.0-1.3","SS1612117478452","","40","700","3959.1399999982677","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","217","425728","0.0-40.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1624.6500000015367","trial","sequential-stimulus-presentation","218","428058","0.0-40.0-1.4","SS1612117478452","","40","700","2324.6500000015367","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","219","429336","0.0-40.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","13316.085000002233","trial","sequential-stimulus-presentation","220","443357","0.0-40.0-1.5","SS1612117478452","","40","700","14016.085000002233","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","221","444482","0.0-40.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","544.289999998","trial","sequential-stimulus-presentation","222","445733","0.0-40.0-1.6","SS1612117478452","","40","700","1244.289999998","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","223","446889","0.0-40.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","635.3799999997136","trial","sequential-stimulus-presentation","224","448229","0.0-40.0-1.7","SS1612117478452","","40","700","1335.3799999997136","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_02_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","225","449493","0.0-40.0-0.8","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1469.3049999987707","trial","sequential-stimulus-presentation","226","451667","0.0-40.0-1.8","SS1612117478452","","40","700","2169.3049999987707","","","","11","simple_dissimilar","images/stimuli/spore_stims/simple_07_B_c.gif","left","","","","",""
"","3904.4600000015926","pref_question","html-keyboard-response","227","455575","0.0-41.0","SS1612117478452","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","11","","","","","","","",""
"","3151.3750000012806","pref_reveal","sequential-stimulus-presentation","228","459432","0.0-42.0","SS1612117478452","","40","700","3851.3750000012806","","","","11","","","","background","","","",""
"","null","","html-keyboard-response","229","460461","0.0-43.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","6031.384999998438","trial","sequential-stimulus-presentation","230","467200","0.0-43.0-1.0","SS1612117478452","","40","700","6731.384999998438","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","231","468125","0.0-43.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","4639.070000001055","trial","sequential-stimulus-presentation","232","473474","0.0-43.0-1.1","SS1612117478452","","40","700","5339.070000001055","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","233","474604","0.0-43.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","6977.89499999996","trial","sequential-stimulus-presentation","234","482294","0.0-43.0-1.2","SS1612117478452","","40","700","7677.89499999996","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","235","483177","0.0-43.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2655.1650000001537","trial","sequential-stimulus-presentation","236","486540","0.0-43.0-1.3","SS1612117478452","","40","700","3355.1650000001537","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_18_A_d.gif","left","","","","",""
"","null","","html-keyboard-response","237","487527","0.0-43.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","509.43500000354834","trial","sequential-stimulus-presentation","238","488744","0.0-43.0-1.4","SS1612117478452","","40","700","1209.4350000035483","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","239","489592","0.0-43.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2210.465000000142","trial","sequential-stimulus-presentation","240","492510","0.0-43.0-1.5","SS1612117478452","","40","700","2910.465000000142","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","241","493750","0.0-43.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1297.3749999982538","trial","sequential-stimulus-presentation","242","495756","0.0-43.0-1.6","SS1612117478452","","40","700","1997.3749999982538","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","null","","html-keyboard-response","243","497053","0.0-43.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1581.6599999997998","trial","sequential-stimulus-presentation","244","499344","0.0-43.0-1.7","SS1612117478452","","40","700","2281.6599999997998","","","","12","simple_dissimilar","images/stimuli/spore_stims/simple_19_B_a.gif","right","","","","",""
"","7169.529999999213","pref_question","html-keyboard-response","245","506516","0.0-44.0","SS1612117478452","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","12","","","","","","","",""
"","5858.984999998938","pref_reveal","sequential-stimulus-presentation","246","513080","0.0-45.0","SS1612117478452","","40","700","6558.984999998938","","","","12","","","","background","","","",""
"","null","","html-keyboard-response","247","514144","0.0-46.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2873.4850000000442","trial","sequential-stimulus-presentation","248","517725","0.0-46.0-1.0","SS1612117478452","","40","700","3573.4850000000442","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","249","518647","0.0-46.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","530.7449999999953","trial","sequential-stimulus-presentation","250","519883","0.0-46.0-1.1","SS1612117478452","","40","700","1230.7449999999953","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","251","521002","0.0-46.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","369.184999999532","trial","sequential-stimulus-presentation","252","522080","0.0-46.0-1.2","SS1612117478452","","40","700","1069.184999999532","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","253","523066","0.0-46.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","812.9399999998277","trial","sequential-stimulus-presentation","254","524585","0.0-46.0-1.3","SS1612117478452","","40","700","1512.9399999998277","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","255","525523","0.0-46.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","591.4999999987194","trial","sequential-stimulus-presentation","256","526823","0.0-46.0-1.4","SS1612117478452","","40","700","1291.4999999987194","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","257","527744","0.0-46.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","504.9400000026217","trial","sequential-stimulus-presentation","258","528957","0.0-46.0-1.5","SS1612117478452","","40","700","1204.9400000026217","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","259","529904","0.0-46.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","290.21999999904074","trial","sequential-stimulus-presentation","260","530903","0.0-46.0-1.6","SS1612117478452","","40","700","990.2199999990407","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","null","","html-keyboard-response","261","531750","0.0-46.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","280.7649999995483","trial","sequential-stimulus-presentation","262","532740","0.0-46.0-1.7","SS1612117478452","","40","700","980.7649999995483","","","","13","simple_similar","images/stimuli/spore_stims/simple_13_A_a.gif","right","","","","",""
"","1275.184999998659","pref_question","html-keyboard-response","263","534020","0.0-47.0","SS1612117478452","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","13","","","","","","","",""
"","1012.474999999511","pref_reveal","sequential-stimulus-presentation","264","535756","0.0-48.0","SS1612117478452","","40","700","1712.474999999511","","","","13","","","","deviant","","","",""
"","null","","html-keyboard-response","265","536685","0.0-49.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1528.8149999978486","trial","sequential-stimulus-presentation","266","538921","0.0-49.0-1.0","SS1612117478452","","40","700","2228.8149999978486","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","267","540194","0.0-49.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","418.24000000266824","trial","sequential-stimulus-presentation","268","541319","0.0-49.0-1.1","SS1612117478452","","40","700","1118.2400000026682","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","269","542598","0.0-49.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","371.1399999993155","trial","sequential-stimulus-presentation","270","543676","0.0-49.0-1.2","SS1612117478452","","40","700","1071.1399999993155","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","271","544816","0.0-49.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","277.66499999770895","trial","sequential-stimulus-presentation","272","545803","0.0-49.0-1.3","SS1612117478452","","40","700","977.664999997709","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","273","546868","0.0-49.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","259.2449999975506","trial","sequential-stimulus-presentation","274","547836","0.0-49.0-1.4","SS1612117478452","","40","700","959.2449999975506","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","275","549089","0.0-49.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1067.0700000009965","trial","sequential-stimulus-presentation","276","550863","0.0-49.0-1.5","SS1612117478452","","40","700","1767.0700000009965","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_B_c.gif","middle","","","","",""
"","null","","html-keyboard-response","277","551861","0.0-49.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2342.585000002058","trial","sequential-stimulus-presentation","278","554911","0.0-49.0-1.6","SS1612117478452","","40","700","3042.585000002058","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","null","","html-keyboard-response","279","555797","0.0-49.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1657.7399999987101","trial","sequential-stimulus-presentation","280","558163","0.0-49.0-1.7","SS1612117478452","","40","700","2357.73999999871","","","","14","simple_similar","images/stimuli/spore_stims/simple_15_A_c.gif","right","","","","",""
"","3358.7899999984074","pref_question","html-keyboard-response","281","561526","0.0-50.0","SS1612117478452","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","14","","","","","","","",""
"","740.3400000003166","pref_reveal","sequential-stimulus-presentation","282","562971","0.0-51.0","SS1612117478452","","40","700","1440.3400000003166","","","","14","","","","deviant","","","",""
"","null","","html-keyboard-response","283","563826","0.0-52.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2787.0550000006333","trial","sequential-stimulus-presentation","284","567319","0.0-52.0-1.0","SS1612117478452","","40","700","3487.0550000006333","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","285","568127","0.0-52.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2104.865000001155","trial","sequential-stimulus-presentation","286","570939","0.0-52.0-1.1","SS1612117478452","","40","700","2804.865000001155","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","287","571940","0.0-52.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1096.2200000029989","trial","sequential-stimulus-presentation","288","573741","0.0-52.0-1.2","SS1612117478452","","40","700","1796.2200000029989","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","289","574552","0.0-52.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","323.60500000137836","trial","sequential-stimulus-presentation","290","575582","0.0-52.0-1.3","SS1612117478452","","40","700","1023.6050000013784","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","291","576406","0.0-52.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","399.97500000020955","trial","sequential-stimulus-presentation","292","577512","0.0-52.0-1.4","SS1612117478452","","40","700","1099.9750000002095","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","293","578544","0.0-52.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2746.3300000017043","trial","sequential-stimulus-presentation","294","582002","0.0-52.0-1.5","SS1612117478452","","40","700","3446.3300000017043","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","295","583101","0.0-52.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1407.780000001425","trial","sequential-stimulus-presentation","296","585220","0.0-52.0-1.6","SS1612117478452","","40","700","2107.780000001425","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","297","586478","0.0-52.0-0.7","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2700.110000001616","trial","sequential-stimulus-presentation","298","589894","0.0-52.0-1.7","SS1612117478452","","40","700","3400.110000001616","","","","15","complex_similar","images/stimuli/spore_stims/complex_06_B_b.gif","middle","","","","",""
"","1518.7100000001956","pref_question","html-keyboard-response","299","591418","0.0-53.0","SS1612117478452","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","15","","","","","","","",""
"","1096.3200000005309","pref_reveal","sequential-stimulus-presentation","300","593226","0.0-54.0","SS1612117478452","","40","700","1796.3200000005309","","","","15","","","","novel","","","",""
"","null","","html-keyboard-response","301","594160","0.0-55.0-0.0","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","101.04000000131782","trial","sequential-stimulus-presentation","302","594967","0.0-55.0-1.0","SS1612117478452","","40","700","801.0400000013178","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","303","595777","0.0-55.0-0.1","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","235.27499999909196","trial","sequential-stimulus-presentation","304","596719","0.0-55.0-1.1","SS1612117478452","","40","700","935.274999999092","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","305","597762","0.0-55.0-0.2","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","244.6700000000419","trial","sequential-stimulus-presentation","306","598715","0.0-55.0-1.2","SS1612117478452","","40","700","944.6700000000419","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","307","599927","0.0-55.0-0.3","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","29.605000003357418","trial","sequential-stimulus-presentation","308","600663","0.0-55.0-1.3","SS1612117478452","","40","700","729.6050000033574","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_A_a.gif","left","","","","",""
"","null","","html-keyboard-response","309","601685","0.0-55.0-0.4","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","822.8999999992084","trial","sequential-stimulus-presentation","310","603214","0.0-55.0-1.4","SS1612117478452","","40","700","1522.8999999992084","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","311","604125","0.0-55.0-0.5","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","574.850000000908","trial","sequential-stimulus-presentation","312","605407","0.0-55.0-1.5","SS1612117478452","","40","700","1274.850000000908","","","","16","simple_similar","images/stimuli/spore_stims/simple_20_B_a.gif","middle","","","","",""
"","null","","html-keyboard-response","313","606369","0.0-55.0-0.6","SS1612117478452","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
