"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected","responses","question_order","stimulus_left","stimulus_right"
"","null","","html-keyboard-response","25","257293","0.0-10.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","452.7799999996205","trial","sequential-stimulus-presentation","26","258454","0.0-10.0-1.0","SS1612117450475","","40","700","1152.7799999996205","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","27","259525","0.0-10.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","372.90500000381144","trial","sequential-stimulus-presentation","28","260605","0.0-10.0-1.1","SS1612117450475","","40","700","1072.9050000038114","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","29","261665","0.0-10.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","331.5100000036182","trial","sequential-stimulus-presentation","30","262704","0.0-10.0-1.2","SS1612117450475","","40","700","1031.5100000036182","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","31","263567","0.0-10.0-0.3","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","908.1799999985378","trial","sequential-stimulus-presentation","32","265183","0.0-10.0-1.3","SS1612117450475","","40","700","1608.1799999985378","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","33","266367","0.0-10.0-0.4","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","393.95499999955064","trial","sequential-stimulus-presentation","34","267468","0.0-10.0-1.4","SS1612117450475","","40","700","1093.9549999995506","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","35","268665","0.0-10.0-0.5","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","344.2750000031083","trial","sequential-stimulus-presentation","36","269719","0.0-10.0-1.5","SS1612117450475","","40","700","1044.2750000031083","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","null","","html-keyboard-response","37","270888","0.0-10.0-0.6","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","428.3599999980652","trial","sequential-stimulus-presentation","38","272026","0.0-10.0-1.6","SS1612117450475","","40","700","1128.3599999980652","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","39","273138","0.0-10.0-0.7","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","498.3650000067428","trial","sequential-stimulus-presentation","40","274344","0.0-10.0-1.7","SS1612117450475","","40","700","1198.3650000067428","","","","1","simple_similar","images/stimuli/spore_stims/simple_14_B_b.gif","right","","","","",""
"","1019.8999999993248","pref_question","html-keyboard-response","41","275367","0.0-11.0","SS1612117450475","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","1","","","","","","","",""
"","377.5499999974272","pref_reveal","sequential-stimulus-presentation","42","276455","0.0-12.0","SS1612117450475","","40","700","1077.5499999974272","","","","1","","","","deviant","","","",""
"","null","","html-keyboard-response","43","277312","0.0-13.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","322.56999999663094","trial","sequential-stimulus-presentation","44","278341","0.0-13.0-1.0","SS1612117450475","","40","700","1022.5699999966309","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","45","279313","0.0-13.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","200.7850000009057","trial","sequential-stimulus-presentation","46","280223","0.0-13.0-1.1","SS1612117450475","","40","700","900.7850000009057","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","47","281269","0.0-13.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","170.19500000606058","trial","sequential-stimulus-presentation","48","282148","0.0-13.0-1.2","SS1612117450475","","40","700","870.1950000060606","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","49","283011","0.0-13.0-0.3","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","678.9900000003399","trial","sequential-stimulus-presentation","50","284397","0.0-13.0-1.3","SS1612117450475","","40","700","1378.99000000034","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_B_c.gif","left","","","","",""
"","null","","html-keyboard-response","51","285606","0.0-13.0-0.4","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","257.4650000024121","trial","sequential-stimulus-presentation","52","286574","0.0-13.0-1.4","SS1612117450475","","40","700","957.4650000024121","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","53","287502","0.0-13.0-0.5","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","501.51500000356464","trial","sequential-stimulus-presentation","54","288712","0.0-13.0-1.5","SS1612117450475","","40","700","1201.5150000035646","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","55","289806","0.0-13.0-0.6","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","468.2600000014645","trial","sequential-stimulus-presentation","56","290983","0.0-13.0-1.6","SS1612117450475","","40","700","1168.2600000014645","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","null","","html-keyboard-response","57","292091","0.0-13.0-0.7","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","229.50999999738997","trial","sequential-stimulus-presentation","58","293028","0.0-13.0-1.7","SS1612117450475","","40","700","929.50999999739","","","","2","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","middle","","","","",""
"","719.969999998284","pref_question","html-keyboard-response","59","293750","0.0-14.0","SS1612117450475","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","2","","","","","","","",""
"","629.7349999949802","pref_reveal","sequential-stimulus-presentation","60","295088","0.0-15.0","SS1612117450475","","40","700","1329.7349999949802","","","","2","","","","deviant","","","",""
"","null","","html-keyboard-response","61","296122","0.0-16.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","301.2700000035693","trial","sequential-stimulus-presentation","62","297134","0.0-16.0-1.0","SS1612117450475","","40","700","1001.2700000035693","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","63","298245","0.0-16.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","330.6550000052084","trial","sequential-stimulus-presentation","64","299287","0.0-16.0-1.1","SS1612117450475","","40","700","1030.6550000052084","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","65","300243","0.0-16.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","857.5049999999464","trial","sequential-stimulus-presentation","66","301829","0.0-16.0-1.2","SS1612117450475","","40","700","1557.5049999999464","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","67","303100","0.0-16.0-0.3","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","429.50000000564614","trial","sequential-stimulus-presentation","68","304239","0.0-16.0-1.3","SS1612117450475","","40","700","1129.5000000056461","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","69","305375","0.0-16.0-0.4","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","372.0099999991362","trial","sequential-stimulus-presentation","70","306456","0.0-16.0-1.4","SS1612117450475","","40","700","1072.0099999991362","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_14_B_b.gif","middle","","","","",""
"","null","","html-keyboard-response","71","307341","0.0-16.0-0.5","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","421.3249999957043","trial","sequential-stimulus-presentation","72","308471","0.0-16.0-1.5","SS1612117450475","","40","700","1121.3249999957043","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","73","309437","0.0-16.0-0.6","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","6802.52499999915","trial","sequential-stimulus-presentation","74","316951","0.0-16.0-1.6","SS1612117450475","","40","700","7502.52499999915","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","null","","html-keyboard-response","75","318177","0.0-16.0-0.7","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","313.0200000014156","trial","sequential-stimulus-presentation","76","319197","0.0-16.0-1.7","SS1612117450475","","40","700","1013.0200000014156","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","right","","","","",""
"","1108.4700000064913","pref_question","html-keyboard-response","77","320309","0.0-17.0","SS1612117450475","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","3","","","","","","","",""
"","484.4100000045728","pref_reveal","sequential-stimulus-presentation","78","321502","0.0-18.0","SS1612117450475","","40","700","1184.4100000045728","","","","3","","","","deviant","","","",""
"","null","","html-keyboard-response","79","322505","0.0-19.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1033.9499999972759","trial","sequential-stimulus-presentation","80","324248","0.0-19.0-1.0","SS1612117450475","","40","700","1733.9499999972759","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","81","325091","0.0-19.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","508.8900000046124","trial","sequential-stimulus-presentation","82","326310","0.0-19.0-1.1","SS1612117450475","","40","700","1208.8900000046124","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","83","327543","0.0-19.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","205.44499999959953","trial","sequential-stimulus-presentation","84","328454","0.0-19.0-1.2","SS1612117450475","","40","700","905.4449999995995","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","85","329445","0.0-19.0-0.3","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","647.9499999986729","trial","sequential-stimulus-presentation","86","330802","0.0-19.0-1.3","SS1612117450475","","40","700","1347.9499999986729","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","87","331756","0.0-19.0-0.4","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","211.30499999708263","trial","sequential-stimulus-presentation","88","332678","0.0-19.0-1.4","SS1612117450475","","40","700","911.3049999970826","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","89","333906","0.0-19.0-0.5","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","482.6050000046962","trial","sequential-stimulus-presentation","90","335095","0.0-19.0-1.5","SS1612117450475","","40","700","1182.6050000046962","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","91","336305","0.0-19.0-0.6","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","374.4399999995949","trial","sequential-stimulus-presentation","92","337388","0.0-19.0-1.6","SS1612117450475","","40","700","1074.4399999995949","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","93","338687","0.0-19.0-0.7","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","372.83000000024913","trial","sequential-stimulus-presentation","94","339769","0.0-19.0-1.7","SS1612117450475","","40","700","1072.8300000002491","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_B_c.gif","right","","","","",""
"","null","","html-keyboard-response","95","340643","0.0-19.0-0.8","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","325.9849999958533","trial","sequential-stimulus-presentation","96","341678","0.0-19.0-1.8","SS1612117450475","","40","700","1025.9849999958533","","","","4","simple_similar","images/stimuli/spore_stims/simple_04_A_c.gif","middle","","","","",""
"","1173.6850000015693","pref_question","html-keyboard-response","97","342855","0.0-20.0","SS1612117450475","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","4","","","","","","","",""
"","417.54499999660766","pref_reveal","sequential-stimulus-presentation","98","343983","0.0-21.0","SS1612117450475","","40","700","1117.5449999966077","","","","4","","","","background","","","",""
"","null","","html-keyboard-response","99","345154","0.0-22.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1378.5600000046543","trial","sequential-stimulus-presentation","100","347239","0.0-22.0-1.0","SS1612117450475","","40","700","2078.5600000046543","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","101","348227","0.0-22.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","623.0999999970663","trial","sequential-stimulus-presentation","102","349557","0.0-22.0-1.1","SS1612117450475","","40","700","1323.0999999970663","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","103","350598","0.0-22.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","263.729999998759","trial","sequential-stimulus-presentation","104","351568","0.0-22.0-1.2","SS1612117450475","","40","700","963.729999998759","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","105","352834","0.0-22.0-0.3","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1126.8500000005588","trial","sequential-stimulus-presentation","106","354670","0.0-22.0-1.3","SS1612117450475","","40","700","1826.8500000005588","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","107","355837","0.0-22.0-0.4","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","272.55999999761116","trial","sequential-stimulus-presentation","108","356820","0.0-22.0-1.4","SS1612117450475","","40","700","972.5599999976112","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_B_b.gif","middle","","","","",""
"","null","","html-keyboard-response","109","357960","0.0-22.0-0.5","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","403.2450000013341","trial","sequential-stimulus-presentation","110","359072","0.0-22.0-1.5","SS1612117450475","","40","700","1103.2450000013341","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","111","360174","0.0-22.0-0.6","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","681.4200000007986","trial","sequential-stimulus-presentation","112","361564","0.0-22.0-1.6","SS1612117450475","","40","700","1381.4200000007986","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","null","","html-keyboard-response","113","362793","0.0-22.0-0.7","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","74.05999999900814","trial","sequential-stimulus-presentation","114","363575","0.0-22.0-1.7","SS1612117450475","","40","700","774.0599999990081","","","","5","complex_similar","images/stimuli/spore_stims/complex_19_A_b.gif","left","","","","",""
"","1026.4750000060303","pref_question","html-keyboard-response","115","364606","0.0-23.0","SS1612117450475","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","5","","","","","","","",""
"","363.70500000339234","pref_reveal","sequential-stimulus-presentation","116","365695","0.0-24.0","SS1612117450475","","40","700","1063.7050000033923","","","","5","","","","background","","","",""
"","null","","html-keyboard-response","117","366668","0.0-25.0-0.0","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","344.83999999793014","trial","sequential-stimulus-presentation","118","367724","0.0-25.0-1.0","SS1612117450475","","40","700","1044.8399999979301","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_c.gif","left","","","","",""
"","null","","html-keyboard-response","119","368734","0.0-25.0-0.1","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","182.184999997844","trial","sequential-stimulus-presentation","120","369626","0.0-25.0-1.1","SS1612117450475","","40","700","882.184999997844","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_08_A_c.gif","left","","","","",""
"","null","","html-keyboard-response","121","370781","0.0-25.0-0.2","SS1612117450475","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
