"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected"
"","4124.139999970794","trial","sequential-stimulus-presentation","10","102191","0.0-7.0-1.1","SS1611976652908","","40","900","5024.139999970794","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","null","","html-keyboard-response","11","103259","0.0-7.0-0.2","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1250.040000071749","trial","sequential-stimulus-presentation","12","105417","0.0-7.0-1.2","SS1611976652908","","40","900","2150.040000071749","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","null","","html-keyboard-response","13","106659","0.0-7.0-0.3","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1133.2350000739098","trial","sequential-stimulus-presentation","14","108700","0.0-7.0-1.3","SS1611976652908","","40","900","2033.2350000739098","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","null","","html-keyboard-response","15","109583","0.0-7.0-0.4","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1263.8300000689924","trial","sequential-stimulus-presentation","16","111757","0.0-7.0-1.4","SS1611976652908","","40","900","2163.8300000689924","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","null","","html-keyboard-response","17","112577","0.0-7.0-0.5","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1018.065000185743","trial","sequential-stimulus-presentation","18","114502","0.0-7.0-1.5","SS1611976652908","","40","900","1918.065000185743","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","null","","html-keyboard-response","19","115519","0.0-7.0-0.6","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2502.8049999382347","trial","sequential-stimulus-presentation","20","118928","0.0-7.0-1.6","SS1611976652908","","40","900","3402.8049999382347","","","","0","images/stimuli/spore_stims/complex_04_B_c.gif","right",""
"","null","","html-keyboard-response","21","119797","0.0-7.0-0.7","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1422.1550000365824","trial","sequential-stimulus-presentation","22","122129","0.0-7.0-1.7","SS1611976652908","","40","900","2322.1550000365824","","","","0","images/stimuli/spore_stims/complex_04_A_c.gif","middle",""
"","4594.740000087768","pref_question","html-keyboard-response","23","126729","0.0-8.0","SS1611976652908","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","0","","",""
"","3405.5399999488145","pref_reveal","sequential-stimulus-presentation","24","131043","0.0-9.0","SS1611976652908","","40","900","4305.5399999488145","","","","0","","","novel"
"","null","","html-keyboard-response","25","131996","0.0-10.0-0.0","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1244.0599999390543","trial","sequential-stimulus-presentation","26","134149","0.0-10.0-1.0","SS1611976652908","","40","900","2144.0599999390543","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","27","135004","0.0-10.0-0.1","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","927.6100001297891","trial","sequential-stimulus-presentation","28","136841","0.0-10.0-1.1","SS1611976652908","","40","900","1827.6100001297891","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","29","138011","0.0-10.0-0.2","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1317.1500000171363","trial","sequential-stimulus-presentation","30","140238","0.0-10.0-1.2","SS1611976652908","","40","900","2217.1500000171363","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","31","141499","0.0-10.0-0.3","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1287.6550001092255","trial","sequential-stimulus-presentation","32","143695","0.0-10.0-1.3","SS1611976652908","","40","900","2187.6550001092255","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","33","144799","0.0-10.0-0.4","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","800.9899999015033","trial","sequential-stimulus-presentation","34","146511","0.0-10.0-1.4","SS1611976652908","","40","900","1700.9899999015033","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","35","147348","0.0-10.0-0.5","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","626.189999980852","trial","sequential-stimulus-presentation","36","148889","0.0-10.0-1.5","SS1611976652908","","40","900","1526.189999980852","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","37","150065","0.0-10.0-0.6","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2312.9750001244247","trial","sequential-stimulus-presentation","38","153291","0.0-10.0-1.6","SS1611976652908","","40","900","3212.9750001244247","","","","1","images/stimuli/spore_stims/simple_03_B_c.gif","middle",""
"","null","","html-keyboard-response","39","154128","0.0-10.0-0.7","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","4403.679999988526","trial","sequential-stimulus-presentation","40","159444","0.0-10.0-1.7","SS1611976652908","","40","900","5303.679999988526","","","","1","images/stimuli/spore_stims/simple_07_B_b.gif","left",""
"","3709.759999997914","pref_question","html-keyboard-response","41","163162","0.0-11.0","SS1611976652908","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","1","","",""
"","4485.240000067279","pref_reveal","sequential-stimulus-presentation","42","168559","0.0-12.0","SS1611976652908","","40","900","5385.240000067279","","","","1","","","novel"
"","null","","html-keyboard-response","43","169549","0.0-13.0-0.0","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1640.174999833107","trial","sequential-stimulus-presentation","44","172102","0.0-13.0-1.0","SS1611976652908","","40","900","2540.174999833107","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","45","173218","0.0-13.0-0.1","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2440.0249999016523","trial","sequential-stimulus-presentation","46","176573","0.0-13.0-1.1","SS1611976652908","","40","900","3340.0249999016523","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","47","177677","0.0-13.0-0.2","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","950.8899999782443","trial","sequential-stimulus-presentation","48","179542","0.0-13.0-1.2","SS1611976652908","","40","900","1850.8899999782443","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","49","180661","0.0-13.0-0.3","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","3536.060000071302","trial","sequential-stimulus-presentation","50","185110","0.0-13.0-1.3","SS1611976652908","","40","900","4436.060000071302","","","","2","images/stimuli/spore_stims/complex_19_A_b.gif","middle",""
"","null","","html-keyboard-response","51","186142","0.0-13.0-0.4","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2483.765000011772","trial","sequential-stimulus-presentation","52","189539","0.0-13.0-1.4","SS1611976652908","","40","900","3383.765000011772","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","53","190425","0.0-13.0-0.5","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","602.225000038743","trial","sequential-stimulus-presentation","54","191941","0.0-13.0-1.5","SS1611976652908","","40","900","1502.225000038743","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","55","192774","0.0-13.0-0.6","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","630.9950000140816","trial","sequential-stimulus-presentation","56","194319","0.0-13.0-1.6","SS1611976652908","","40","900","1530.9950000140816","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","null","","html-keyboard-response","57","195559","0.0-13.0-0.7","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1169.0850001759827","trial","sequential-stimulus-presentation","58","197643","0.0-13.0-1.7","SS1611976652908","","40","900","2069.0850001759827","","","","2","images/stimuli/spore_stims/complex_18_A_b.gif","left",""
"","1370.4250000882894","pref_question","html-keyboard-response","59","199026","0.0-14.0","SS1611976652908","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","2","","",""
"","2028.3549998421222","pref_reveal","sequential-stimulus-presentation","60","201970","0.0-15.0","SS1611976652908","","40","900","2928.354999842122","","","","2","","","novel"
"","null","","html-keyboard-response","61","203200","0.0-16.0-0.0","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","658.8749999646097","trial","sequential-stimulus-presentation","62","204775","0.0-16.0-1.0","SS1611976652908","","40","900","1558.8749999646097","","","","3","images/stimuli/spore_stims/complex_16_B_d.gif","middle",""
"","null","","html-keyboard-response","63","205867","0.0-16.0-0.1","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1146.259999834001","trial","sequential-stimulus-presentation","64","207929","0.0-16.0-1.1","SS1611976652908","","40","900","2046.259999834001","","","","3","images/stimuli/spore_stims/complex_16_B_d.gif","middle",""
"","null","","html-keyboard-response","65","209242","0.0-16.0-0.2","SS1611976652908","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
