"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected","slider_start","response","stimulus_left","stimulus_right","responses"
"","null","","html-keyboard-response","15","39684","0.0-7.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","374.61999990046024","trial","sequential-stimulus-presentation","16","40966","0.0-7.0-1.4","SS1611846881753","","40","900","1274.6199999004602","","","","0","images/stimuli/spore_stims/complex_10_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","17","42111","0.0-7.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","902.6550000999123","trial","sequential-stimulus-presentation","18","43922","0.0-7.0-1.5","SS1611846881753","","40","900","1802.6550000999123","","","","0","images/stimuli/spore_stims/complex_10_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","19","45100","0.0-7.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","103.82999991998076","trial","sequential-stimulus-presentation","20","46113","0.0-7.0-1.6","SS1611846881753","","40","900","1003.8299999199808","","","","0","images/stimuli/spore_stims/complex_10_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","21","47374","0.0-7.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","586.0850000753999","trial","sequential-stimulus-presentation","22","48867","0.0-7.0-1.7","SS1611846881753","","40","900","1486.0850000753999","","","","0","images/stimuli/spore_stims/complex_10_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","23","49815","0.0-7.0-0.8","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","311.4750001113862","trial","sequential-stimulus-presentation","24","51034","0.0-7.0-1.8","SS1611846881753","","40","900","1211.4750001113862","","","","0","images/stimuli/spore_stims/complex_10_A_c.gif","middle","","","","","",""
"","798.814999870956","pref_question","html-keyboard-response","25","51839","0.0-8.0","SS1611846881753","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","0","","","","","","","",""
"","373.54999990202487","pref_reveal","sequential-stimulus-presentation","26","53120","0.0-9.0","SS1611846881753","","40","900","1273.5499999020249","","","","0","","","deviant","","","","",""
"","null","","html-keyboard-response","27","53997","0.0-10.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","327.92000006884336","trial","sequential-stimulus-presentation","28","55234","0.0-10.0-1.0","SS1611846881753","","40","900","1227.9200000688434","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","29","56521","0.0-10.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","662.0799999218434","trial","sequential-stimulus-presentation","30","58096","0.0-10.0-1.1","SS1611846881753","","40","900","1562.0799999218434","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","31","59161","0.0-10.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","252.27000005543232","trial","sequential-stimulus-presentation","32","60325","0.0-10.0-1.2","SS1611846881753","","40","900","1152.2700000554323","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","33","61212","0.0-10.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","347.10000013001263","trial","sequential-stimulus-presentation","34","62470","0.0-10.0-1.3","SS1611846881753","","40","900","1247.1000001300126","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","35","63479","0.0-10.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","639.4400000572205","trial","sequential-stimulus-presentation","36","65026","0.0-10.0-1.4","SS1611846881753","","40","900","1539.4400000572205","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","37","66102","0.0-10.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1317.615000065416","trial","sequential-stimulus-presentation","38","68329","0.0-10.0-1.5","SS1611846881753","","40","900","2217.615000065416","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","null","","html-keyboard-response","39","69409","0.0-10.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","500.41499990038574","trial","sequential-stimulus-presentation","40","70824","0.0-10.0-1.6","SS1611846881753","","40","900","1400.4149999003857","","","","1","images/stimuli/spore_stims/complex_17_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","41","72043","0.0-10.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","663.9799999538809","trial","sequential-stimulus-presentation","42","73620","0.0-10.0-1.7","SS1611846881753","","40","900","1563.979999953881","","","","1","images/stimuli/spore_stims/complex_17_A_b.gif","right","","","","","",""
"","1137.4250000808388","pref_question","html-keyboard-response","43","74767","0.0-11.0","SS1611846881753","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","1","","","","","","","",""
"","953.3999999985099","pref_reveal","sequential-stimulus-presentation","44","76630","0.0-12.0","SS1611846881753","","40","900","1853.3999999985099","","","","1","","","novel","","","","",""
"","null","","html-keyboard-response","45","77831","0.0-13.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","613.8400000054389","trial","sequential-stimulus-presentation","46","79358","0.0-13.0-1.0","SS1611846881753","","40","900","1513.840000005439","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","47","80196","0.0-13.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","899.8200001660734","trial","sequential-stimulus-presentation","48","82007","0.0-13.0-1.1","SS1611846881753","","40","900","1799.8200001660734","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","49","83129","0.0-13.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","286.42000001855195","trial","sequential-stimulus-presentation","50","84327","0.0-13.0-1.2","SS1611846881753","","40","900","1186.420000018552","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","51","85172","0.0-13.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","470.8649998065084","trial","sequential-stimulus-presentation","52","86559","0.0-13.0-1.3","SS1611846881753","","40","900","1370.8649998065084","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","53","87747","0.0-13.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","626.8899999558926","trial","sequential-stimulus-presentation","54","89287","0.0-13.0-1.4","SS1611846881753","","40","900","1526.8899999558926","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","55","90445","0.0-13.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","279.68999999575317","trial","sequential-stimulus-presentation","56","91642","0.0-13.0-1.5","SS1611846881753","","40","900","1179.6899999957532","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","57","92554","0.0-13.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","315.6650001183152","trial","sequential-stimulus-presentation","58","93783","0.0-13.0-1.6","SS1611846881753","","40","900","1215.6650001183152","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","59","94977","0.0-13.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","267.13500008918345","trial","sequential-stimulus-presentation","60","96156","0.0-13.0-1.7","SS1611846881753","","40","900","1167.1350000891834","","","","2","images/stimuli/spore_stims/complex_12_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","61","97417","0.0-13.0-0.8","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","347.7600000333041","trial","sequential-stimulus-presentation","62","98679","0.0-13.0-1.8","SS1611846881753","","40","900","1247.760000033304","","","","2","images/stimuli/spore_stims/complex_16_B_a.gif","right","","","","","",""
"","946.4399998541921","pref_question","html-keyboard-response","63","99639","0.0-14.0","SS1611846881753","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","2","","","","","","","",""
"","7984.029999934137","pref_reveal","sequential-stimulus-presentation","64","108536","0.0-15.0","SS1611846881753","","40","900","8884.029999934137","","","","2","","","novel","","","","",""
"","null","","html-keyboard-response","65","109388","0.0-16.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3816.8300001416355","trial","sequential-stimulus-presentation","66","114122","0.0-16.0-1.0","SS1611846881753","","40","900","4716.8300001416355","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","67","115296","0.0-16.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2.839999971911311","trial","sequential-stimulus-presentation","68","116214","0.0-16.0-1.1","SS1611846881753","","40","900","902.8399999719113","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","69","117520","0.0-16.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1322.15499994345","trial","sequential-stimulus-presentation","70","119758","0.0-16.0-1.2","SS1611846881753","","40","900","2222.15499994345","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","71","120838","0.0-16.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","549.3350001052022","trial","sequential-stimulus-presentation","72","122305","0.0-16.0-1.3","SS1611846881753","","40","900","1449.3350001052022","","","","3","images/stimuli/spore_stims/simple_18_A_c.gif","right","","","","","",""
"","null","","html-keyboard-response","73","123271","0.0-16.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2132.715000072494","trial","sequential-stimulus-presentation","74","126319","0.0-16.0-1.4","SS1611846881753","","40","900","3032.715000072494","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","75","127428","0.0-16.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2627.1750000305474","trial","sequential-stimulus-presentation","76","130979","0.0-16.0-1.5","SS1611846881753","","40","900","3527.1750000305474","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","77","132285","0.0-16.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","276.9100000150502","trial","sequential-stimulus-presentation","78","133479","0.0-16.0-1.6","SS1611846881753","","40","900","1176.9100000150502","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","null","","html-keyboard-response","79","134776","0.0-16.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","416.44500009715557","trial","sequential-stimulus-presentation","80","136108","0.0-16.0-1.7","SS1611846881753","","40","900","1316.4450000971556","","","","3","images/stimuli/spore_stims/simple_19_B_b.gif","left","","","","","",""
"","1277.2150000091642","pref_question","html-keyboard-response","81","137401","0.0-17.0","SS1611846881753","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","3","","","","","","","",""
"","465.14500002376735","pref_reveal","sequential-stimulus-presentation","82","138783","0.0-18.0","SS1611846881753","","40","900","1365.1450000237674","","","","3","","","background","","","","",""
"","null","","html-keyboard-response","83","140075","0.0-19.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","549.03499991633","trial","sequential-stimulus-presentation","84","141546","0.0-19.0-1.0","SS1611846881753","","40","900","1449.03499991633","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","85","142405","0.0-19.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","317.1550000552088","trial","sequential-stimulus-presentation","86","143640","0.0-19.0-1.1","SS1611846881753","","40","900","1217.1550000552088","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","87","144515","0.0-19.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","529.8899998888373","trial","sequential-stimulus-presentation","88","145963","0.0-19.0-1.2","SS1611846881753","","40","900","1429.8899998888373","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","89","147065","0.0-19.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","367.73500009439886","trial","sequential-stimulus-presentation","90","148354","0.0-19.0-1.3","SS1611846881753","","40","900","1267.7350000943989","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","91","149178","0.0-19.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","787.430000025779","trial","sequential-stimulus-presentation","92","150884","0.0-19.0-1.4","SS1611846881753","","40","900","1687.430000025779","","","","4","images/stimuli/spore_stims/simple_11_B_a.gif","left","","","","","",""
"","null","","html-keyboard-response","93","152072","0.0-19.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2709.359999978915","trial","sequential-stimulus-presentation","94","155701","0.0-19.0-1.5","SS1611846881753","","40","900","3609.359999978915","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","95","156633","0.0-19.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","922.4199999589473","trial","sequential-stimulus-presentation","96","158475","0.0-19.0-1.6","SS1611846881753","","40","900","1822.4199999589473","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","97","159383","0.0-19.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3352.4500001221895","trial","sequential-stimulus-presentation","98","163659","0.0-19.0-1.7","SS1611846881753","","40","900","4252.4500001221895","","","","4","images/stimuli/spore_stims/simple_11_A_a.gif","middle","","","","","",""
"","1720.3950001858175","pref_question","html-keyboard-response","99","165399","0.0-20.0","SS1611846881753","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","4","","","","","","","",""
"","993.88000019826","pref_reveal","sequential-stimulus-presentation","100","167313","0.0-21.0","SS1611846881753","","40","900","1893.88000019826","","","","4","","","novel","","","","",""
"","null","","html-keyboard-response","101","168218","0.0-22.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2623.0599998962134","trial","sequential-stimulus-presentation","102","171764","0.0-22.0-1.0","SS1611846881753","","40","900","3523.0599998962134","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","103","172675","0.0-22.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2723.2800000347197","trial","sequential-stimulus-presentation","104","176321","0.0-22.0-1.1","SS1611846881753","","40","900","3623.2800000347197","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","105","177368","0.0-22.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","329.80499998666346","trial","sequential-stimulus-presentation","106","178622","0.0-22.0-1.2","SS1611846881753","","40","900","1229.8049999866635","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","107","179670","0.0-22.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","878.010000102222","trial","sequential-stimulus-presentation","108","181474","0.0-22.0-1.3","SS1611846881753","","40","900","1778.010000102222","","","","5","images/stimuli/spore_stims/simple_15_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","109","182767","0.0-22.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1331.175000173971","trial","sequential-stimulus-presentation","110","185023","0.0-22.0-1.4","SS1611846881753","","40","900","2231.175000173971","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","111","185977","0.0-22.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2419.3949999753386","trial","sequential-stimulus-presentation","112","189321","0.0-22.0-1.5","SS1611846881753","","40","900","3319.3949999753386","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","113","190591","0.0-22.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","398.0449999216944","trial","sequential-stimulus-presentation","114","191913","0.0-22.0-1.6","SS1611846881753","","40","900","1298.0449999216944","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","null","","html-keyboard-response","115","192996","0.0-22.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","252.74000014178455","trial","sequential-stimulus-presentation","116","194176","0.0-22.0-1.7","SS1611846881753","","40","900","1152.7400001417845","","","","5","images/stimuli/spore_stims/simple_20_A_c.gif","middle","","","","","",""
"","1266.3399998564273","pref_question","html-keyboard-response","117","195465","0.0-23.0","SS1611846881753","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","5","","","","","","","",""
"","768.9600000157952","pref_reveal","sequential-stimulus-presentation","118","197160","0.0-24.0","SS1611846881753","","40","900","1668.9600000157952","","","","5","","","novel","","","","",""
"","null","","html-keyboard-response","119","198048","0.0-25.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","570.8350001368672","trial","sequential-stimulus-presentation","120","199543","0.0-25.0-1.0","SS1611846881753","","40","900","1470.8350001368672","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","121","200804","0.0-25.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","862.3949999455363","trial","sequential-stimulus-presentation","122","202594","0.0-25.0-1.1","SS1611846881753","","40","900","1762.3949999455363","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","123","203816","0.0-25.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","628.1950001139194","trial","sequential-stimulus-presentation","124","205369","0.0-25.0-1.2","SS1611846881753","","40","900","1528.1950001139194","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
