"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected","slider_start","response","stimulus_left","stimulus_right","responses"
"","null","","html-keyboard-response","125","206508","0.0-25.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","345.1450001448393","trial","sequential-stimulus-presentation","126","207780","0.0-25.0-1.3","SS1611846881753","","40","900","1245.1450001448393","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","127","208675","0.0-25.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","453.18999979645014","trial","sequential-stimulus-presentation","128","210057","0.0-25.0-1.4","SS1611846881753","","40","900","1353.1899997964501","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","129","210998","0.0-25.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","340.7600000500679","trial","sequential-stimulus-presentation","130","212269","0.0-25.0-1.5","SS1611846881753","","40","900","1240.760000050068","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","null","","html-keyboard-response","131","213140","0.0-25.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","5223.129999823868","trial","sequential-stimulus-presentation","132","219289","0.0-25.0-1.6","SS1611846881753","","40","900","6123.129999823868","","","","6","images/stimuli/spore_stims/complex_19_B_a.gif","middle","","","","","",""
"","null","","html-keyboard-response","133","220337","0.0-25.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2377.155000111088","trial","sequential-stimulus-presentation","134","223641","0.0-25.0-1.7","SS1611846881753","","40","900","3277.155000111088","","","","6","images/stimuli/spore_stims/complex_18_A_a.gif","right","","","","","",""
"","2966.3750000763685","pref_question","html-keyboard-response","135","226634","0.0-26.0","SS1611846881753","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","6","","","","","","","",""
"","727.7999999932945","pref_reveal","sequential-stimulus-presentation","136","228289","0.0-27.0","SS1611846881753","","40","900","1627.7999999932945","","","","6","","","novel","","","","",""
"","null","","html-keyboard-response","137","229452","0.0-28.0-0.0","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1023.8850000314415","trial","sequential-stimulus-presentation","138","231406","0.0-28.0-1.0","SS1611846881753","","40","900","1923.8850000314415","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","139","232251","0.0-28.0-0.1","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","1256.0599998105317","trial","sequential-stimulus-presentation","140","234440","0.0-28.0-1.1","SS1611846881753","","40","900","2156.0599998105317","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","141","235540","0.0-28.0-0.2","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3029.805000172928","trial","sequential-stimulus-presentation","142","239500","0.0-28.0-1.2","SS1611846881753","","40","900","3929.805000172928","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","143","240810","0.0-28.0-0.3","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2686.849999940023","trial","sequential-stimulus-presentation","144","244427","0.0-28.0-1.3","SS1611846881753","","40","900","3586.849999940023","","","","7","images/stimuli/spore_stims/simple_18_A_c.gif","right","","","","","",""
"","null","","html-keyboard-response","145","245752","0.0-28.0-0.4","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","3920.4250001348555","trial","sequential-stimulus-presentation","146","250604","0.0-28.0-1.4","SS1611846881753","","40","900","4820.4250001348555","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","147","251454","0.0-28.0-0.5","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","2999.36500005424","trial","sequential-stimulus-presentation","148","255385","0.0-28.0-1.5","SS1611846881753","","40","900","3899.36500005424","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","149","256322","0.0-28.0-0.6","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","603.815000038594","trial","sequential-stimulus-presentation","150","257857","0.0-28.0-1.6","SS1611846881753","","40","900","1503.815000038594","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","null","","html-keyboard-response","151","258776","0.0-28.0-0.7","SS1611846881753","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","","","","","",""
"","354.835000121966","trial","sequential-stimulus-presentation","152","260065","0.0-28.0-1.7","SS1611846881753","","40","900","1254.835000121966","","","","7","images/stimuli/spore_stims/simple_18_B_c.gif","left","","","","","",""
"","906.0449998360127","pref_question","html-keyboard-response","153","261001","0.0-29.0","SS1611846881753","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","7","","","","","","","",""
"","533.7499999441206","pref_reveal","sequential-stimulus-presentation","154","262464","0.0-30.0","SS1611846881753","","40","900","1433.7499999441206","","","","7","","","background","","","","",""
"[{""page_index"":0,""viewing_time"":2097.7100001182407}]","2097.910000011325","instructions","instructions","155","264591","0.0-31.0","SS1611846881753","","","","","","","","","","","","","","","",""
"","3364.0999998897314","similarity_question","html-slider-response","156","267986","0.0-32.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/simple_18_A_c.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/simple_19_B_b.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","67","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_19_B_b.gif",""
"","2230.8100000955164","similarity_question","html-slider-response","157","270247","0.0-33.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/simple_18_A_c.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/simple_18_B_c.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","37","images/stimuli/spore_stims/simple_18_A_c.gif","images/stimuli/spore_stims/simple_18_B_c.gif",""
"","2486.6649999748915","similarity_question","html-slider-response","158","272761","0.0-34.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/complex_17_B_b.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/complex_17_A_b.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","33","images/stimuli/spore_stims/complex_17_B_b.gif","images/stimuli/spore_stims/complex_17_A_b.gif",""
"","2003.8150001782924","similarity_question","html-slider-response","159","274793","0.0-35.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/complex_19_B_a.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/complex_18_A_a.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","25","images/stimuli/spore_stims/complex_19_B_a.gif","images/stimuli/spore_stims/complex_18_A_a.gif",""
"","2681.970000034198","similarity_question","html-slider-response","160","277503","0.0-36.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/simple_15_A_a.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/simple_20_A_c.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","32","images/stimuli/spore_stims/simple_15_A_a.gif","images/stimuli/spore_stims/simple_20_A_c.gif",""
"","2163.4150000754744","similarity_question","html-slider-response","161","279697","0.0-37.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/complex_12_B_c.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/complex_16_B_a.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","27","images/stimuli/spore_stims/complex_12_B_c.gif","images/stimuli/spore_stims/complex_16_B_a.gif",""
"","2101.564999902621","similarity_question","html-slider-response","162","281834","0.0-38.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/simple_11_A_a.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/simple_11_B_a.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","62","images/stimuli/spore_stims/simple_11_A_a.gif","images/stimuli/spore_stims/simple_11_B_a.gif",""
"","1969.9049999471754","similarity_question","html-slider-response","163","283836","0.0-39.0","SS1611846881753","","","","","<p><img src=images/stimuli/spore_stims/complex_10_A_c.gif width =""200"" height = ""200"" style = ""float:left margin-right: 10px;""></p><p><img src=images/stimuli/spore_stims/complex_10_B_c.gif width =""200"" height = ""200"" style = ""float:right margin-right: 10px;"" ></p> ","","","","","","","50","72","images/stimuli/spore_stims/complex_10_A_c.gif","images/stimuli/spore_stims/complex_10_B_c.gif",""
"[{""page_index"":0,""viewing_time"":2974.350000033155}]","2974.595000036061","instructions","instructions","164","286841","0.0-40.0","SS1611846881753","","","","","","","","","","","","","","","",""
"","4125.049999915063","complexity_question","html-slider-response","165","291001","0.0-41.0","SS1611846881753","","","","","images/stimuli/spore_stims/simple_11_A_a.gif","","","","","","","50","72","","",""
"","4003.8450001738966","complexity_question","html-slider-response","166","295042","0.0-42.0","SS1611846881753","","","","","images/stimuli/spore_stims/simple_18_B_c.gif","","","","","","","50","41","","",""
"","4336.184999905527","complexity_question","html-slider-response","167","299417","0.0-43.0","SS1611846881753","","","","","images/stimuli/spore_stims/complex_10_A_c.gif","","","","","","","50","75","","",""
"","1452.7000000234693","complexity_question","html-slider-response","168","300905","0.0-44.0","SS1611846881753","","","","","images/stimuli/spore_stims/complex_17_B_b.gif","","","","","","","50","66","","",""
"","2371.985000092536","complexity_question","html-slider-response","169","303313","0.0-45.0","SS1611846881753","","","","","images/stimuli/spore_stims/simple_20_A_c.gif","","","","","","","50","25","","",""
"","1548.1800001580268","complexity_question","html-slider-response","170","304897","0.0-46.0","SS1611846881753","","","","","images/stimuli/spore_stims/complex_19_B_a.gif","","","","","","","50","65","","",""
"","1849.3650001473725","complexity_question","html-slider-response","171","306784","0.0-47.0","SS1611846881753","","","","","images/stimuli/spore_stims/complex_12_B_c.gif","","","","","","","50","75","","",""
"","2701.9100000616163","complexity_question","html-slider-response","172","309520","0.0-48.0","SS1611846881753","","","","","images/stimuli/spore_stims/simple_18_A_c.gif","","","","","","","50","35","","",""
"","7021.15000016056","feedback","survey-text","173","316585","0.0-49.0","SS1611846881753","","","","","","","","","","","","","","","","{""Q0"":""lol""}"
"[{""page_index"":0,""viewing_time"":977.4250001646578}]","977.8300002217293","instructions","instructions","174","317596","0.0-50.0","SS1611846881753","","","","","","","","","","","","","","","",""
