"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"","null","","html-keyboard-response","17","78199","0.0-7.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","1415.9699999727309","trial","sequential-stimulus-presentation","18","80323","0.0-7.0-1.5","SS1612117481059","","40","700","2115.969999972731","","","","0","simple_similar","images/stimuli/spore_stims/simple_02_B_d.gif","left",""
"","null","","html-keyboard-response","19","81569","0.0-7.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","671.2750000006054","trial","sequential-stimulus-presentation","20","82947","0.0-7.0-1.6","SS1612117481059","","40","700","1371.2750000006054","","","","0","simple_similar","images/stimuli/spore_stims/simple_02_A_d.gif","right",""
"","null","","html-keyboard-response","21","83910","0.0-7.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","885.9899999806657","trial","sequential-stimulus-presentation","22","85507","0.0-7.0-1.7","SS1612117481059","","40","700","1585.9899999806657","","","","0","simple_similar","images/stimuli/spore_stims/simple_02_A_d.gif","right",""
"","2586.429999995744","pref_question","html-keyboard-response","23","88097","0.0-8.0","SS1612117481059","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","0","","","",""
"","3551.305000000866","pref_reveal","sequential-stimulus-presentation","24","92356","0.0-9.0","SS1612117481059","","40","700","4251.305000000866","","","","0","","","","novel"
"","null","","html-keyboard-response","25","93167","0.0-10.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","2043.999999994412","trial","sequential-stimulus-presentation","26","95918","0.0-10.0-1.0","SS1612117481059","","40","700","2743.999999994412","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","27","96758","0.0-10.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","2142.330000002403","trial","sequential-stimulus-presentation","28","99610","0.0-10.0-1.1","SS1612117481059","","40","700","2842.330000002403","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","29","100782","0.0-10.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","1738.2899999793153","trial","sequential-stimulus-presentation","30","103227","0.0-10.0-1.2","SS1612117481059","","40","700","2438.2899999793153","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","31","104073","0.0-10.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","650.1999999745749","trial","sequential-stimulus-presentation","32","105429","0.0-10.0-1.3","SS1612117481059","","40","700","1350.199999974575","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","33","106387","0.0-10.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","328.06499997968785","trial","sequential-stimulus-presentation","34","107422","0.0-10.0-1.4","SS1612117481059","","40","700","1028.0649999796879","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","35","108484","0.0-10.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","753.549999993993","trial","sequential-stimulus-presentation","36","109946","0.0-10.0-1.5","SS1612117481059","","40","700","1453.549999993993","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_B_c.gif","middle",""
"","null","","html-keyboard-response","37","111049","0.0-10.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","748.4500000136904","trial","sequential-stimulus-presentation","38","112507","0.0-10.0-1.6","SS1612117481059","","40","700","1448.4500000136904","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","null","","html-keyboard-response","39","113420","0.0-10.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","660.2100000018254","trial","sequential-stimulus-presentation","40","114786","0.0-10.0-1.7","SS1612117481059","","40","700","1360.2100000018254","","","","1","complex_similar","images/stimuli/spore_stims/complex_16_A_c.gif","left",""
"","1468.8500000047497","pref_question","html-keyboard-response","41","116257","0.0-11.0","SS1612117481059","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","1","","","",""
"","5986.949999991339","pref_reveal","sequential-stimulus-presentation","42","122951","0.0-12.0","SS1612117481059","","40","700","6686.949999991339","","","","1","","","","novel"
"","null","","html-keyboard-response","43","123843","0.0-13.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","2011.415000015404","trial","sequential-stimulus-presentation","44","126564","0.0-13.0-1.0","SS1612117481059","","40","700","2711.415000015404","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","45","127623","0.0-13.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","750.8099999977276","trial","sequential-stimulus-presentation","46","129081","0.0-13.0-1.1","SS1612117481059","","40","700","1450.8099999977276","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","47","129899","0.0-13.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","310.0400000112131","trial","sequential-stimulus-presentation","48","130915","0.0-13.0-1.2","SS1612117481059","","40","700","1010.0400000112131","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","49","132099","0.0-13.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","1061.2249999830965","trial","sequential-stimulus-presentation","50","133867","0.0-13.0-1.3","SS1612117481059","","40","700","1761.2249999830965","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_A_d.gif","left",""
"","null","","html-keyboard-response","51","134827","0.0-13.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","774.4149999925867","trial","sequential-stimulus-presentation","52","136309","0.0-13.0-1.4","SS1612117481059","","40","700","1474.4149999925867","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","53","137117","0.0-13.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","434.495000023162","trial","sequential-stimulus-presentation","54","138257","0.0-13.0-1.5","SS1612117481059","","40","700","1134.495000023162","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","55","139435","0.0-13.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","882.9149999946821","trial","sequential-stimulus-presentation","56","141025","0.0-13.0-1.6","SS1612117481059","","40","700","1582.9149999946821","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","null","","html-keyboard-response","57","142227","0.0-13.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","333.45500001451","trial","sequential-stimulus-presentation","58","143268","0.0-13.0-1.7","SS1612117481059","","40","700","1033.45500001451","","","","2","complex_similar","images/stimuli/spore_stims/complex_14_B_d.gif","middle",""
"","2325.4799999995157","pref_question","html-keyboard-response","59","145597","0.0-14.0","SS1612117481059","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","2","","","",""
"","1066.595000011148","pref_reveal","sequential-stimulus-presentation","60","147372","0.0-15.0","SS1612117481059","","40","700","1766.595000011148","","","","2","","","","novel"
"","null","","html-keyboard-response","61","148304","0.0-16.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","907.4899999832269","trial","sequential-stimulus-presentation","62","149922","0.0-16.0-1.0","SS1612117481059","","40","700","1607.4899999832269","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","63","150820","0.0-16.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","326.00999998976476","trial","sequential-stimulus-presentation","64","151858","0.0-16.0-1.1","SS1612117481059","","40","700","1026.0099999897648","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","65","152818","0.0-16.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","352.710000006482","trial","sequential-stimulus-presentation","66","153877","0.0-16.0-1.2","SS1612117481059","","40","700","1052.710000006482","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","67","154844","0.0-16.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","670.7649999880232","trial","sequential-stimulus-presentation","68","156223","0.0-16.0-1.3","SS1612117481059","","40","700","1370.7649999880232","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","69","157507","0.0-16.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","491.99000000953674","trial","sequential-stimulus-presentation","70","158708","0.0-16.0-1.4","SS1612117481059","","40","700","1191.9900000095367","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","71","159881","0.0-16.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","459.6000000019558","trial","sequential-stimulus-presentation","72","161053","0.0-16.0-1.5","SS1612117481059","","40","700","1159.6000000019558","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","73","162087","0.0-16.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","819.7099999815691","trial","sequential-stimulus-presentation","74","163619","0.0-16.0-1.6","SS1612117481059","","40","700","1519.7099999815691","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","75","164799","0.0-16.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","655.5600000137929","trial","sequential-stimulus-presentation","76","166164","0.0-16.0-1.7","SS1612117481059","","40","700","1355.560000013793","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_07_B_b.gif","right",""
"","null","","html-keyboard-response","77","167087","0.0-16.0-0.8","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","889.3199999874923","trial","sequential-stimulus-presentation","78","168684","0.0-16.0-1.8","SS1612117481059","","40","700","1589.3199999874923","","","","3","complex_dissimilar","images/stimuli/spore_stims/complex_08_B_d.gif","middle",""
"","1107.7249999798369","pref_question","html-keyboard-response","79","169796","0.0-17.0","SS1612117481059","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","3","","","",""
"","1033.3749999990687","pref_reveal","sequential-stimulus-presentation","80","171539","0.0-18.0","SS1612117481059","","40","700","1733.3749999990687","","","","3","","","","novel"
"","null","","html-keyboard-response","81","172723","0.0-19.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","1046.3700000254903","trial","sequential-stimulus-presentation","82","174478","0.0-19.0-1.0","SS1612117481059","","40","700","1746.3700000254903","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","83","175362","0.0-19.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","257.8499999945052","trial","sequential-stimulus-presentation","84","176331","0.0-19.0-1.1","SS1612117481059","","40","700","957.8499999945052","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","85","177432","0.0-19.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","59.490000014193356","trial","sequential-stimulus-presentation","86","178200","0.0-19.0-1.2","SS1612117481059","","40","700","759.4900000141934","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","87","179332","0.0-19.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","503.58499999856576","trial","sequential-stimulus-presentation","88","180544","0.0-19.0-1.3","SS1612117481059","","40","700","1203.5849999985658","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","89","181487","0.0-19.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","970.0050000101328","trial","sequential-stimulus-presentation","90","183186","0.0-19.0-1.4","SS1612117481059","","40","700","1670.0050000101328","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_10_A_d.gif","right",""
"","null","","html-keyboard-response","91","184055","0.0-19.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","488.9950000215322","trial","sequential-stimulus-presentation","92","185252","0.0-19.0-1.5","SS1612117481059","","40","700","1188.9950000215322","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","93","186089","0.0-19.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","300.12499997974373","trial","sequential-stimulus-presentation","94","187098","0.0-19.0-1.6","SS1612117481059","","40","700","1000.1249999797437","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","null","","html-keyboard-response","95","188172","0.0-19.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","14.674999983981252","trial","sequential-stimulus-presentation","96","188896","0.0-19.0-1.7","SS1612117481059","","40","700","714.6749999839813","","","","4","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_a.gif","left",""
"","1020.2799999970011","pref_question","html-keyboard-response","97","189919","0.0-20.0","SS1612117481059","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","4","","","",""
"","827.7450000168756","pref_reveal","sequential-stimulus-presentation","98","191457","0.0-21.0","SS1612117481059","","40","700","1527.7450000168756","","","","4","","","","novel"
"","null","","html-keyboard-response","99","192657","0.0-22.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","597.234999993816","trial","sequential-stimulus-presentation","100","193965","0.0-22.0-1.0","SS1612117481059","","40","700","1297.234999993816","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","101","195203","0.0-22.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","387.63499999186024","trial","sequential-stimulus-presentation","102","196301","0.0-22.0-1.1","SS1612117481059","","40","700","1087.6349999918602","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","103","197287","0.0-22.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","352.03500001807697","trial","sequential-stimulus-presentation","104","198347","0.0-22.0-1.2","SS1612117481059","","40","700","1052.035000018077","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","105","199328","0.0-22.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","309.5700000121724","trial","sequential-stimulus-presentation","106","200346","0.0-22.0-1.3","SS1612117481059","","40","700","1009.5700000121724","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","107","201372","0.0-22.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","599.450000008801","trial","sequential-stimulus-presentation","108","202683","0.0-22.0-1.4","SS1612117481059","","40","700","1299.450000008801","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","109","203539","0.0-22.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","596.3499999779742","trial","sequential-stimulus-presentation","110","204844","0.0-22.0-1.5","SS1612117481059","","40","700","1296.3499999779742","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_08_B_d.gif","left",""
"","null","","html-keyboard-response","111","205848","0.0-22.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","242.12000000989065","trial","sequential-stimulus-presentation","112","206802","0.0-22.0-1.6","SS1612117481059","","40","700","942.1200000098906","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","null","","html-keyboard-response","113","207720","0.0-22.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","323.31999999587424","trial","sequential-stimulus-presentation","114","208750","0.0-22.0-1.7","SS1612117481059","","40","700","1023.3199999958742","","","","5","simple_dissimilar","images/stimuli/spore_stims/simple_06_B_d.gif","right",""
"","775.614999991376","pref_question","html-keyboard-response","115","209530","0.0-23.0","SS1612117481059","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","5","","","",""
"","2077.864999999292","pref_reveal","sequential-stimulus-presentation","116","212316","0.0-24.0","SS1612117481059","","40","700","2777.864999999292","","","","5","","","","novel"
"","null","","html-keyboard-response","117","213321","0.0-25.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","596.6349999944214","trial","sequential-stimulus-presentation","118","214626","0.0-25.0-1.0","SS1612117481059","","40","700","1296.6349999944214","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","null","","html-keyboard-response","119","215896","0.0-25.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","88.81500002462417","trial","sequential-stimulus-presentation","120","216695","0.0-25.0-1.1","SS1612117481059","","40","700","788.8150000246242","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","null","","html-keyboard-response","121","217859","0.0-25.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","299.1650000039954","trial","sequential-stimulus-presentation","122","218864","0.0-25.0-1.2","SS1612117481059","","40","700","999.1650000039954","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","null","","html-keyboard-response","123","219757","0.0-25.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","289.23999998369254","trial","sequential-stimulus-presentation","124","220758","0.0-25.0-1.3","SS1612117481059","","40","700","989.2399999836925","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","null","","html-keyboard-response","125","221578","0.0-25.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","250.15999999595806","trial","sequential-stimulus-presentation","126","222539","0.0-25.0-1.4","SS1612117481059","","40","700","950.1599999959581","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
