"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","block_type","stimulus_displayed","position_displayed","stim_type_selected"
"","null","","html-keyboard-response","127","223483","0.0-25.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","236.80499999318272","trial","sequential-stimulus-presentation","128","224428","0.0-25.0-1.5","SS1612117481059","","40","700","936.8049999931827","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","null","","html-keyboard-response","129","225546","0.0-25.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","397.17499999096617","trial","sequential-stimulus-presentation","130","226652","0.0-25.0-1.6","SS1612117481059","","40","700","1097.1749999909662","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_13_B_b.gif","middle",""
"","null","","html-keyboard-response","131","227522","0.0-25.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","245.80000000423752","trial","sequential-stimulus-presentation","132","228475","0.0-25.0-1.7","SS1612117481059","","40","700","945.8000000042375","","","","6","simple_dissimilar","images/stimuli/spore_stims/simple_06_A_c.gif","left",""
"","1049.0800000261515","pref_question","html-keyboard-response","133","229530","0.0-26.0","SS1612117481059","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","6","","","",""
"","363.17500000586733","pref_reveal","sequential-stimulus-presentation","134","230602","0.0-27.0","SS1612117481059","","40","700","1063.1750000058673","","","","6","","","","novel"
"","null","","html-keyboard-response","135","231776","0.0-28.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","228.26999999233522","trial","sequential-stimulus-presentation","136","232716","0.0-28.0-1.0","SS1612117481059","","40","700","928.2699999923352","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","137","233934","0.0-28.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","402.83499998622574","trial","sequential-stimulus-presentation","138","235045","0.0-28.0-1.1","SS1612117481059","","40","700","1102.8349999862257","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","139","236031","0.0-28.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","249.8749999795109","trial","sequential-stimulus-presentation","140","236990","0.0-28.0-1.2","SS1612117481059","","40","700","949.8749999795109","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","141","237835","0.0-28.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","794.4750000024214","trial","sequential-stimulus-presentation","142","239339","0.0-28.0-1.3","SS1612117481059","","40","700","1494.4750000024214","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_B_c.gif","right",""
"","null","","html-keyboard-response","143","240260","0.0-28.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","355.42000000714324","trial","sequential-stimulus-presentation","144","241321","0.0-28.0-1.4","SS1612117481059","","40","700","1055.4200000071432","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","145","242387","0.0-28.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","239.194999972824","trial","sequential-stimulus-presentation","146","243337","0.0-28.0-1.5","SS1612117481059","","40","700","939.194999972824","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","147","244331","0.0-28.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","327.30499998433515","trial","sequential-stimulus-presentation","148","245368","0.0-28.0-1.6","SS1612117481059","","40","700","1027.3049999843352","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","null","","html-keyboard-response","149","246209","0.0-28.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","214.91499998955987","trial","sequential-stimulus-presentation","150","247135","0.0-28.0-1.7","SS1612117481059","","40","700","914.9149999895599","","","","7","simple_similar","images/stimuli/spore_stims/simple_11_A_c.gif","middle",""
"","823.4499999962281","pref_question","html-keyboard-response","151","247963","0.0-29.0","SS1612117481059","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","7","","","",""
"","645.764999993844","pref_reveal","sequential-stimulus-presentation","152","249318","0.0-30.0","SS1612117481059","","40","700","1345.764999993844","","","","7","","","","novel"
"","null","","html-keyboard-response","153","250508","0.0-31.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","306.5999999816995","trial","sequential-stimulus-presentation","154","251523","0.0-31.0-1.0","SS1612117481059","","40","700","1006.5999999816995","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","155","252775","0.0-31.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","247.15499999001622","trial","sequential-stimulus-presentation","156","253733","0.0-31.0-1.1","SS1612117481059","","40","700","947.1549999900162","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","157","254594","0.0-31.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","269.7299999999814","trial","sequential-stimulus-presentation","158","255576","0.0-31.0-1.2","SS1612117481059","","40","700","969.7299999999814","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","159","256622","0.0-31.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","368.58499998925254","trial","sequential-stimulus-presentation","160","257699","0.0-31.0-1.3","SS1612117481059","","40","700","1068.5849999892525","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","161","258883","0.0-31.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","264.5949999860022","trial","sequential-stimulus-presentation","162","259860","0.0-31.0-1.4","SS1612117481059","","40","700","964.5949999860022","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","163","261066","0.0-31.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","254.6299999812618","trial","sequential-stimulus-presentation","164","262030","0.0-31.0-1.5","SS1612117481059","","40","700","954.6299999812618","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","null","","html-keyboard-response","165","263143","0.0-31.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","720.6249999871943","trial","sequential-stimulus-presentation","166","264574","0.0-31.0-1.6","SS1612117481059","","40","700","1420.6249999871943","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_d.gif","middle",""
"","null","","html-keyboard-response","167","265859","0.0-31.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","340.939999994589","trial","sequential-stimulus-presentation","168","266908","0.0-31.0-1.7","SS1612117481059","","40","700","1040.939999994589","","","","8","complex_dissimilar","images/stimuli/spore_stims/complex_10_B_a.gif","left",""
"","1062.019999983022","pref_question","html-keyboard-response","169","267974","0.0-32.0","SS1612117481059","","51","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","3","right","8","","","",""
"","420.2999999979511","pref_reveal","sequential-stimulus-presentation","170","269103","0.0-33.0","SS1612117481059","","40","700","1120.299999997951","","","","8","","","","novel"
"","null","","html-keyboard-response","171","270278","0.0-34.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","499.6099999989383","trial","sequential-stimulus-presentation","172","271492","0.0-34.0-1.0","SS1612117481059","","40","700","1199.6099999989383","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","173","272776","0.0-34.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","270.1799999922514","trial","sequential-stimulus-presentation","174","273754","0.0-34.0-1.1","SS1612117481059","","40","700","970.1799999922514","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","175","274562","0.0-34.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","253.8899999926798","trial","sequential-stimulus-presentation","176","275542","0.0-34.0-1.2","SS1612117481059","","40","700","953.8899999926798","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","177","276454","0.0-34.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","260.7999999891035","trial","sequential-stimulus-presentation","178","277425","0.0-34.0-1.3","SS1612117481059","","40","700","960.7999999891035","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","179","278544","0.0-34.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","236.21499998262152","trial","sequential-stimulus-presentation","180","279493","0.0-34.0-1.4","SS1612117481059","","40","700","936.2149999826215","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","181","280373","0.0-34.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","234.58499999833293","trial","sequential-stimulus-presentation","182","281320","0.0-34.0-1.5","SS1612117481059","","40","700","934.5849999983329","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","183","282516","0.0-34.0-0.6","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","127.7950000076089","trial","sequential-stimulus-presentation","184","283355","0.0-34.0-1.6","SS1612117481059","","40","700","827.7950000076089","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","185","284645","0.0-34.0-0.7","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","243.71999999857508","trial","sequential-stimulus-presentation","186","285600","0.0-34.0-1.7","SS1612117481059","","40","700","943.7199999985751","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_A_d.gif","right",""
"","null","","html-keyboard-response","187","286443","0.0-34.0-0.8","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","463.38500001002103","trial","sequential-stimulus-presentation","188","287616","0.0-34.0-1.8","SS1612117481059","","40","700","1163.385000010021","","","","9","complex_similar","images/stimuli/spore_stims/complex_09_B_d.gif","left",""
"","1169.644999987213","pref_question","html-keyboard-response","189","288792","0.0-35.0","SS1612117481059","","50","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","2","middle","9","","","",""
"","546.5799999947194","pref_reveal","sequential-stimulus-presentation","190","290047","0.0-36.0","SS1612117481059","","40","700","1246.5799999947194","","","","9","","","","novel"
"","null","","html-keyboard-response","191","291336","0.0-37.0-0.0","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","1214.879999984987","trial","sequential-stimulus-presentation","192","293260","0.0-37.0-1.0","SS1612117481059","","40","700","1914.879999984987","","","","10","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","","html-keyboard-response","193","294077","0.0-37.0-0.1","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","248.8749999902211","trial","sequential-stimulus-presentation","194","295036","0.0-37.0-1.1","SS1612117481059","","40","700","948.8749999902211","","","","10","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","","html-keyboard-response","195","296200","0.0-37.0-0.2","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","352.630000008503","trial","sequential-stimulus-presentation","196","297263","0.0-37.0-1.2","SS1612117481059","","40","700","1052.630000008503","","","","10","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","","html-keyboard-response","197","298074","0.0-37.0-0.3","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","263.98999997763894","trial","sequential-stimulus-presentation","198","299049","0.0-37.0-1.3","SS1612117481059","","40","700","963.989999977639","","","","10","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","","html-keyboard-response","199","300231","0.0-37.0-0.4","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
"","422624.76000000606","trial","sequential-stimulus-presentation","200","723567","0.0-37.0-1.4","SS1612117481059","","40","700","423324.76000000606","","","","10","simple_similar","images/stimuli/spore_stims/simple_17_B_d.gif","middle",""
"","null","","html-keyboard-response","201","724503","0.0-37.0-0.5","SS1612117481059","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","","",""
