"view_history","rt","stimulus_type","trial_type","trial_index","time_elapsed","internal_node_id","subject","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","stimulus","ball_pref","location","block_number","stimulus_displayed","position_displayed","stim_type_selected"
"","1449.9099999666214","trial","sequential-stimulus-presentation","10","67619","0.0-7.0-1.1","SS1611969439469","","40","900","2349.9099999666214","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","null","","html-keyboard-response","11","68571","0.0-7.0-0.2","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","1359.0149995870888","trial","sequential-stimulus-presentation","12","70839","0.0-7.0-1.2","SS1611969439469","","40","900","2259.014999587089","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","null","","html-keyboard-response","13","71880","0.0-7.0-0.3","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2665.779999922961","trial","sequential-stimulus-presentation","14","75454","0.0-7.0-1.3","SS1611969439469","","40","900","3565.779999922961","","","","0","images/stimuli/spore_stims/complex_12_A_b.gif","right",""
"","null","","html-keyboard-response","15","76713","0.0-7.0-0.4","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2573.2399998232722","trial","sequential-stimulus-presentation","16","80195","0.0-7.0-1.4","SS1611969439469","","40","900","3473.2399998232722","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","null","","html-keyboard-response","17","81027","0.0-7.0-0.5","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","759.8550003021955","trial","sequential-stimulus-presentation","18","82696","0.0-7.0-1.5","SS1611969439469","","40","900","1659.8550003021955","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","null","","html-keyboard-response","19","83521","0.0-7.0-0.6","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","518.7399997375906","trial","sequential-stimulus-presentation","20","84948","0.0-7.0-1.6","SS1611969439469","","40","900","1418.7399997375906","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","null","","html-keyboard-response","21","85787","0.0-7.0-0.7","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","514.3050001934171","trial","sequential-stimulus-presentation","22","87210","0.0-7.0-1.7","SS1611969439469","","40","900","1414.305000193417","","","","0","images/stimuli/spore_stims/complex_11_A_b.gif","middle",""
"","2361.039999872446","pref_question","html-keyboard-response","23","89579","0.0-8.0","SS1611969439469","","49","","","<img src=images/stimuli/pokeballs_pref.jpg width =""800"" height = ""200"" style=""padding-top: 33%"">","1","left","0","","",""
"","2598.8099998794496","pref_reveal","sequential-stimulus-presentation","24","93088","0.0-9.0","SS1611969439469","","40","900","3498.8099998794496","","","","0","","","novel"
"","null","","html-keyboard-response","25","93953","0.0-10.0-0.0","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
"","2108.035000041127","trial","sequential-stimulus-presentation","26","96969","0.0-10.0-1.0","SS1611969439469","","40","900","3008.035000041127","","","","1","images/stimuli/spore_stims/complex_03_B_c.gif","middle",""
"","null","","html-keyboard-response","27","97987","0.0-10.0-0.1","SS1611969439469","","null","","","<p><img src= images/blank.png width =""200"" height = ""200"" style = ""float:right""></p><p><img src=images/blank.png width =""800"" height = ""200""></p>","","","","","",""
