"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","trial_stimulus","minimum_viewing_duration","trial_looking_time","condition_num","block_number","block_type","stimulus_displayed","position_displayed"
"true","fullscreen","0","2610","0.0-0.0","SS1619651186428","","","","","","","","","","","","","",""
"","survey-text","1","10031","0.0-1.0","SS1619651186428","7416.809999849647","{""Age"":""269"",""Gender"":""F""}","","","","","","","","","","","",""
"","audio-keyboard-response","2","11183","0.0-2.0","SS1619651186428","1151.3949998188764","","stimuli/audio/music_intro.wav","40","","","","","","","","","",""
"","html-keyboard-response","3","11534","0.0-3.0","SS1619651186428","349.75999989546835","","<p><img src=stimuli/intro/intro2.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","4","11860","0.0-4.0","SS1619651186428","323.8899998832494","","<p><img src=stimuli/intro/intro3.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","5","12259","0.0-5.0","SS1619651186428","398.04999995976686","","<p><img src=stimuli/intro/intro4.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","6","12615","0.0-6.0","SS1619651186428","355.3899999242276","","<p><img src=stimuli/intro/intro5.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","7","12932","0.0-7.0","SS1619651186428","315.2999999001622","","<p><img src=stimuli/intro/intro6.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","8","13298","0.0-8.0","SS1619651186428","365.5600000638515","","<p><img src=stimuli/intro/intro7.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","9","14394","0.0-9.0","SS1619651186428","1094.0600000321865","","<p><img src=stimuli/intro/intro8.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","html-keyboard-response","10","15065","0.0-10.0","SS1619651186428","670.9449999034405","","<p><img src=stimuli/intro/intro9.jpeg width ='900' height = '500'></p>","40","","","","","","","","","",""
"","instructions","11","142787","0.0-11.0","SS1619651186428","127720.63999995589","","","","[{""page_index"":0,""viewing_time"":127720.38999991491}]","","","","","","","","",""
"","video-keyboard-response","12","147508","0.0-12.0","SS1619651186428","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","13","148172","0.0-13.0-0.0","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","14","154180","0.0-13.0-1.0","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","15","156170","0.0-13.0-0.1","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","16","162176","0.0-13.0-1.1","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","17","163914","0.0-13.0-0.2","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","18","169921","0.0-13.0-1.2","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","19","171539","0.0-13.0-0.3","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","20","177546","0.0-13.0-1.3","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","21","179936","0.0-13.0-0.4","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","22","185939","0.0-13.0-1.4","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","23","188445","0.0-13.0-0.5","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","24","194452","0.0-13.0-1.5","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","25","196370","0.0-13.0-0.6","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","26","202376","0.0-13.0-1.6","SS1619651186428","null","","","null","","trial","","1000","1000","1","0","Dev","stimuli/images/spore_stims/simple_12_A.gif","right"
"","html-keyboard-response","27","204430","0.0-13.0-0.7","SS1619651186428","null","","<p><img src=stimuli/images/blank_test.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","28","231625","0.0-13.0-1.7","SS1619651186428","82437.33499990776","","","40","","trial","","1000","83437.33499990776","1","0","Dev","stimuli/images/spore_stims/simple_11_A.gif","left"
"","html-keyboard-response","29","232312","0.0-14.0","SS1619651186428","685.994999948889","","<p><img src=""stimuli/images/attngetter_blank.png"" width =""640"" height = ""490"" ></p>","40","","between_block","","","","","","","",""
"","video-keyboard-response","30","237017","0.0-15.0","SS1619651186428","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","","","",""
"","html-keyboard-response","31","238319","0.0-16.0-0.0","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","32","244326","0.0-16.0-1.0","SS1619651186428","null","","","null","","trial","","1000","1000","1","1","Dev","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","33","245443","0.0-16.0-0.1","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
"","sequential-stimulus-presentation","34","251447","0.0-16.0-1.1","SS1619651186428","null","","","null","","trial","","1000","1000","1","1","Dev","stimuli/images/spore_stims/simple_01_A.gif","right"
"","html-keyboard-response","35","252591","0.0-16.0-0.2","SS1619651186428","null","","<p><img src=stimuli/images/blank_fam.png width =""200"" height = ""200"" style=""position:absolute;left:85%""></p><p><img src= stimuli/images/blank.png width =""650"" height = ""650"" style=""border:5px solid black""></p>","null","","","","","","","","","",""
