"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":1666}]","1666","instructions","0","1670","0.0-0.0","SS1619114701279","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":10361},{""page_index"":1,""viewing_time"":4453}]","14814","instructions","1","18487","0.0-1.0","SS1619114701279","instructions","","","","","","","","","","","","","","","",""
"","4976","sequential-stimulus-presentation-old","2","23966","0.0-2.0","SS1619114701279","","","40","500","5476","null","null","self_paced","","","","","","","","",""
"","6259","sequential-stimulus-presentation-old","3","30728","0.0-3.0","SS1619114701279","","","40","500","6759","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":21099}]","21099","instructions","4","51828","0.0-4.0","SS1619114701279","instructions","","","","","","","","","","","","","","","",""
"","803","sequential-stimulus-presentation-old","5","62634","0.0-5.0","SS1619114701279","","","40","500","1303","null","null","forced_long","","","","","","","","",""
"","3462","sequential-stimulus-presentation-old","6","66199","0.0-6.0","SS1619114701279","","","40","500","3962","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3066}]","3066","instructions","7","69266","0.0-7.0","SS1619114701279","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5643},{""page_index"":1,""viewing_time"":6305},{""page_index"":2,""viewing_time"":1850},{""page_index"":1,""viewing_time"":3055},{""page_index"":2,""viewing_time"":4672},{""page_index"":3,""viewing_time"":1212},{""page_index"":4,""viewing_time"":1426}]","24163","instructions","8","93434","0.0-8.0","SS1619114701279","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","94628","0.0-9.0-0.0","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1685","sequential-stimulus-presentation-old","10","96415","0.0-9.0-1.0","SS1619114701279","trial","","40","500","2185","images/stimuli/spore_stims/complex_04_A_a.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","null","html-keyboard-response","11","97310","0.0-9.0-0.1","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3280","sequential-stimulus-presentation-old","12","101092","0.0-9.0-1.1","SS1619114701279","trial","","40","500","3780","images/stimuli/spore_stims/complex_04_A_a.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","null","html-keyboard-response","13","101964","0.0-9.0-0.2","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2806","sequential-stimulus-presentation-old","14","105274","0.0-9.0-1.2","SS1619114701279","trial","","40","500","3306","images/stimuli/spore_stims/complex_04_A_a.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_04_A_a.gif","","","","",""
"","null","html-keyboard-response","15","106484","0.0-9.0-0.3","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3882","sequential-stimulus-presentation-old","16","110870","0.0-9.0-1.3","SS1619114701279","trial","","40","500","4382","images/stimuli/spore_stims/complex_04_A_a.gif","images/stimuli/spore_stims/complex_16_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_16_A_b.gif","","","","",""
"","5086","survey-multi-choice","17","115957","0.0-10.0","SS1619114701279","math_question","","","","","","","","","","","","{""Q0"":""9""}","[0]","9","",""
"","null","html-keyboard-response","18","116995","0.0-11.0-0.0","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3988","sequential-stimulus-presentation-old","19","121485","0.0-11.0-1.0","SS1619114701279","trial","","40","500","4488","images/stimuli/spore_stims/complex_11_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","20","122496","0.0-11.0-0.1","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","5138","sequential-stimulus-presentation-old","21","128135","0.0-11.0-1.1","SS1619114701279","trial","","40","500","5638","images/stimuli/spore_stims/complex_11_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_a.gif","","","","",""
"","null","html-keyboard-response","22","129315","0.0-11.0-0.2","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","2060","sequential-stimulus-presentation-old","23","131879","0.0-11.0-1.2","SS1619114701279","trial","","40","500","2560","images/stimuli/spore_stims/complex_11_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_06_A_b.gif","","","","",""
"","null","html-keyboard-response","24","132716","0.0-11.0-0.3","SS1619114701279","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","3544","sequential-stimulus-presentation-old","25","136762","0.0-11.0-1.3","SS1619114701279","trial","","40","500","4044","images/stimuli/spore_stims/complex_11_A_a.gif","images/stimuli/spore_stims/complex_06_A_b.gif","self_paced","","1","complex_dissimilar","images/stimuli/spore_stims/complex_11_A_a.gif","","","","",""
