"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":3261.5099996328354}]","3262.4899987131357","instructions","0","3265","0.0-0.0","SS1619113915776","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2166.330000385642},{""page_index"":1,""viewing_time"":5669.6799993515015}]","7836.479999125004","instructions","1","13104","0.0-1.0","SS1619113915776","instructions","","","","","","","","","","","","","","","",""
"","7750.855000689626","sequential-stimulus-presentation-old","2","21362","0.0-2.0","SS1619113915776","","","40","500","8250.855000689626","null","null","self_paced","","","","","","","","",""
"","5637.925000861287","sequential-stimulus-presentation-old","3","27504","0.0-3.0","SS1619113915776","","","40","500","6137.925000861287","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3788.509998470545}]","3789.009999483824","instructions","4","31295","0.0-4.0","SS1619113915776","instructions","","","","","","","","","","","","","","","",""
"","183.01500007510185","sequential-stimulus-presentation-old","5","41481","0.0-5.0","SS1619113915776","","","40","500","683.0150000751019","null","null","forced_long","","","","","","","","",""
"","236.64999939501286","sequential-stimulus-presentation-old","6","41823","0.0-6.0","SS1619113915776","","","40","500","736.6499993950129","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2668.6599999666214}]","2669.0849997103214","instructions","7","44494","0.0-7.0","SS1619113915776","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":1209.6100002527237},{""page_index"":1,""viewing_time"":2588.424999266863},{""page_index"":2,""viewing_time"":1432.1400001645088},{""page_index"":3,""viewing_time"":1988.8550005853176},{""page_index"":4,""viewing_time"":1791.1399994045496}]","9010.545000433922","instructions","8","53506","0.0-8.0","SS1619113915776","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","54392","0.0-9.0-0.0","SS1619113915776","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","8608.06000046432","sequential-stimulus-presentation-old","10","63107","0.0-9.0-1.0","SS1619113915776","trial","","40","500","9108.06000046432","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","11","64215","0.0-9.0-0.1","SS1619113915776","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","1143.3300003409386","sequential-stimulus-presentation-old","12","65864","0.0-9.0-1.1","SS1619113915776","trial","","40","500","1643.3300003409386","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_05_A_b.gif","","","","",""
"","null","html-keyboard-response","13","66858","0.0-9.0-0.2","SS1619113915776","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","826.2400012463331","sequential-stimulus-presentation-old","14","68190","0.0-9.0-1.2","SS1619113915776","trial","","40","500","1326.2400012463331","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","null","html-keyboard-response","15","69078","0.0-9.0-0.3","SS1619113915776","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","868.2850003242493","sequential-stimulus-presentation-old","16","70453","0.0-9.0-1.3","SS1619113915776","trial","","40","500","1368.2850003242493","images/stimuli/spore_stims/complex_05_A_b.gif","images/stimuli/spore_stims/complex_07_A_a.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_a.gif","","","","",""
"","5719.295000657439","survey-multi-choice","17","76177","0.0-10.0","SS1619113915776","math_question","","","","","","","","","","","","{""Q0"":""12""}","[0]","12","",""
"","null","html-keyboard-response","18","77065","0.0-11.0-0.0","SS1619113915776","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
