"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":10526.10999999888}]","10528.809999999794","instructions","0","10532","0.0-0.0","SS1619114108976","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":18870.969999999943},{""page_index"":1,""viewing_time"":9207.229999999981}]","28078.494999999748","instructions","1","40616","0.0-1.0","SS1619114108976","instructions","","","","","","","","","","","","","","","",""
"","8756.17500000044","sequential-stimulus-presentation-old","2","49878","0.0-2.0","SS1619114108976","","","40","500","9256.17500000044","null","null","self_paced","","","","","","","","",""
"","10915.01000000062","sequential-stimulus-presentation-old","3","61297","0.0-3.0","SS1619114108976","","","40","500","11415.01000000062","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":30532.594999998764}]","30533.134999999675","instructions","4","91833","0.0-4.0","SS1619114108976","instructions","","","","","","","","","","","","","","","",""
"","2065.9799999993993","sequential-stimulus-presentation-old","5","103905","0.0-5.0","SS1619114108976","","","40","500","2565.9799999993993","null","null","forced_long","","","","","","","","",""
"","7686.145000001474","sequential-stimulus-presentation-old","6","111697","0.0-6.0","SS1619114108976","","","40","500","8186.145000001474","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":8756.649999999354}]","8757.134999999835","instructions","7","120457","0.0-7.0","SS1619114108976","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":14285.620000000577},{""page_index"":1,""viewing_time"":15174.729999998817},{""page_index"":2,""viewing_time"":6791.880000000645},{""page_index"":3,""viewing_time"":3704.31999999893},{""page_index"":4,""viewing_time"":1911.6050000011455}]","41868.66000000009","instructions","8","162328","0.0-8.0","SS1619114108976","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","163145","0.0-9.0-0.0","SS1619114108976","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","14551.740000000806","sequential-stimulus-presentation-old","10","178209","0.0-9.0-1.0","SS1619114108976","trial","","40","500","15051.740000000806","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_18_A_b.gif","self_paced","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_b.gif","","","","",""
"","null","html-keyboard-response","11","179358","0.0-9.0-0.1","SS1619114108976","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","15575.360000000743","sequential-stimulus-presentation-old","12","195441","0.0-9.0-1.1","SS1619114108976","trial","","40","500","16075.360000000743","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_18_A_b.gif","self_paced","","0","complex_dissimilar","images/stimuli/spore_stims/complex_18_A_b.gif","","","","",""
"","null","html-keyboard-response","13","196322","0.0-9.0-0.2","SS1619114108976","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
"","13133.850000000151","sequential-stimulus-presentation-old","14","209970","0.0-9.0-1.2","SS1619114108976","trial","","40","500","13633.850000000151","images/stimuli/spore_stims/complex_08_A_a.gif","images/stimuli/spore_stims/complex_18_A_b.gif","self_paced","","0","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","","","",""
"","null","html-keyboard-response","15","210786","0.0-9.0-0.3","SS1619114108976","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
