"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer"
"","162","sequential-stimulus-presentation-old","16","122364","0.0-9.0-1.3","SS1619115137440","trial","","40","500","662","images/stimuli/spore_stims/complex_20_A_a.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_20_A_a.gif","","",""
"","null","html-keyboard-response","17","123616","0.0-9.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","534","sequential-stimulus-presentation-old","18","124655","0.0-9.0-1.4","SS1619115137440","trial","","40","500","1034","images/stimuli/spore_stims/complex_20_A_a.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","",""
"","null","html-keyboard-response","19","125831","0.0-9.0-0.5","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1","sequential-stimulus-presentation-old","20","126340","0.0-9.0-1.5","SS1619115137440","trial","","40","500","501","images/stimuli/spore_stims/complex_20_A_a.gif","images/stimuli/spore_stims/complex_14_A_b.gif","forced_short","","0","complex_dissimilar","images/stimuli/spore_stims/complex_14_A_b.gif","","",""
"","7895","survey-multi-choice","21","134246","0.0-10.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""4""}","[0]","4"
"","null","html-keyboard-response","22","135057","0.0-11.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","596","sequential-stimulus-presentation-old","23","135757","0.0-11.0-1.0","SS1619115137440","trial","","40","500","1096","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","","",""
"","null","html-keyboard-response","24","136716","0.0-11.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","154","sequential-stimulus-presentation-old","25","137376","0.0-11.0-1.1","SS1619115137440","trial","","40","500","654","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","",""
"","null","html-keyboard-response","26","138327","0.0-11.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","161","sequential-stimulus-presentation-old","27","138992","0.0-11.0-1.2","SS1619115137440","trial","","40","500","661","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","","",""
"","null","html-keyboard-response","28","140126","0.0-11.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","265","sequential-stimulus-presentation-old","29","140907","0.0-11.0-1.3","SS1619115137440","trial","","40","500","765","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","","",""
"","null","html-keyboard-response","30","141993","0.0-11.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","198","sequential-stimulus-presentation-old","31","142694","0.0-11.0-1.4","SS1619115137440","trial","","40","500","698","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_09_A_a.gif","","",""
"","null","html-keyboard-response","32","143535","0.0-11.0-0.5","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","114","sequential-stimulus-presentation-old","33","144163","0.0-11.0-1.5","SS1619115137440","trial","","40","500","614","images/stimuli/spore_stims/complex_07_A_b.gif","images/stimuli/spore_stims/complex_09_A_a.gif","forced_short","","1","complex_dissimilar","images/stimuli/spore_stims/complex_07_A_b.gif","","",""
"","3978","survey-multi-choice","34","148150","0.0-12.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""11""}","[0]","11"
"","null","html-keyboard-response","35","149012","0.0-13.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3884","sequential-stimulus-presentation-old","36","162900","0.0-13.0-1.0","SS1619115137440","trial","","40","500","4384","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_long","","2","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","",""
"","null","html-keyboard-response","37","164071","0.0-13.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","437","sequential-stimulus-presentation-old","38","165029","0.0-13.0-1.1","SS1619115137440","trial","","40","500","937","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_long","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","",""
"","null","html-keyboard-response","39","166297","0.0-13.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","311","sequential-stimulus-presentation-old","40","167113","0.0-13.0-1.2","SS1619115137440","trial","","40","500","811","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_long","","2","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","",""
"","null","html-keyboard-response","41","167934","0.0-13.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","860","sequential-stimulus-presentation-old","42","169303","0.0-13.0-1.3","SS1619115137440","trial","","40","500","1360","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_long","","2","complex_dissimilar","images/stimuli/spore_stims/complex_08_A_a.gif","","",""
"","null","html-keyboard-response","43","170429","0.0-13.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","467","sequential-stimulus-presentation-old","44","171402","0.0-13.0-1.4","SS1619115137440","trial","","40","500","967","images/stimuli/spore_stims/complex_19_A_b.gif","images/stimuli/spore_stims/complex_08_A_a.gif","forced_long","","2","complex_dissimilar","images/stimuli/spore_stims/complex_19_A_b.gif","","",""
"","5451","survey-multi-choice","45","176857","0.0-14.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""12""}","[0]","12"
"","null","html-keyboard-response","46","177823","0.0-15.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2880","sequential-stimulus-presentation-old","47","181210","0.0-15.0-1.0","SS1619115137440","trial","","40","500","3380","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","null","html-keyboard-response","48","182341","0.0-15.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","44","sequential-stimulus-presentation-old","49","182888","0.0-15.0-1.1","SS1619115137440","trial","","40","500","544","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","null","html-keyboard-response","50","183785","0.0-15.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","389","sequential-stimulus-presentation-old","51","184685","0.0-15.0-1.2","SS1619115137440","trial","","40","500","889","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","null","html-keyboard-response","52","185557","0.0-15.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","35","sequential-stimulus-presentation-old","53","186108","0.0-15.0-1.3","SS1619115137440","trial","","40","500","535","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","null","html-keyboard-response","54","187128","0.0-15.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","59","sequential-stimulus-presentation-old","55","187696","0.0-15.0-1.4","SS1619115137440","trial","","40","500","559","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","null","html-keyboard-response","56","188582","0.0-15.0-0.5","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","138","sequential-stimulus-presentation-old","57","189231","0.0-15.0-1.5","SS1619115137440","trial","","40","500","638","images/stimuli/spore_stims/complex_01_A_a.gif","images/stimuli/spore_stims/complex_13_A_b.gif","self_paced","","3","complex_dissimilar","images/stimuli/spore_stims/complex_13_A_b.gif","","",""
"","6553","survey-multi-choice","58","195790","0.0-16.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""16""}","[0]","16"
"","null","html-keyboard-response","59","196864","0.0-17.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","742","sequential-stimulus-presentation-old","60","197728","0.0-17.0-1.0","SS1619115137440","trial","","40","500","1242","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","",""
"","null","html-keyboard-response","61","198692","0.0-17.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1214","sequential-stimulus-presentation-old","62","200417","0.0-17.0-1.1","SS1619115137440","trial","","40","500","1714","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_20_A_a.gif","","",""
"","null","html-keyboard-response","63","201351","0.0-17.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","107","sequential-stimulus-presentation-old","64","201965","0.0-17.0-1.2","SS1619115137440","trial","","40","500","607","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","",""
"","null","html-keyboard-response","65","202915","0.0-17.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","4442","sequential-stimulus-presentation-old","66","207865","0.0-17.0-1.3","SS1619115137440","trial","","40","500","4942","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","",""
"","null","html-keyboard-response","67","208740","0.0-17.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","1649","sequential-stimulus-presentation-old","68","210913","0.0-17.0-1.4","SS1619115137440","trial","","40","500","2149","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","",""
"","null","html-keyboard-response","69","211857","0.0-17.0-0.5","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","284","sequential-stimulus-presentation-old","70","212650","0.0-17.0-1.5","SS1619115137440","trial","","40","500","784","images/stimuli/spore_stims/simple_20_A_a.gif","images/stimuli/spore_stims/simple_10_A_b.gif","forced_short","","4","simple_dissimilar","images/stimuli/spore_stims/simple_10_A_b.gif","","",""
"","9631","survey-multi-choice","71","222288","0.0-18.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""6""}","[0]","6"
"","null","html-keyboard-response","72","223429","0.0-19.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","2028","sequential-stimulus-presentation-old","73","225978","0.0-19.0-1.0","SS1619115137440","trial","","40","500","2528","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","",""
"","null","html-keyboard-response","74","226842","0.0-19.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","748","sequential-stimulus-presentation-old","75","228102","0.0-19.0-1.1","SS1619115137440","trial","","40","500","1248","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","",""
"","null","html-keyboard-response","76","229259","0.0-19.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","900","sequential-stimulus-presentation-old","77","230664","0.0-19.0-1.2","SS1619115137440","trial","","40","500","1400","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","",""
"","null","html-keyboard-response","78","231546","0.0-19.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","699","sequential-stimulus-presentation-old","79","232752","0.0-19.0-1.3","SS1619115137440","trial","","40","500","1199","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","",""
"","null","html-keyboard-response","80","233947","0.0-19.0-0.4","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","623","sequential-stimulus-presentation-old","81","235083","0.0-19.0-1.4","SS1619115137440","trial","","40","500","1123","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_19_A_a.gif","","",""
"","null","html-keyboard-response","82","236322","0.0-19.0-0.5","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","284","sequential-stimulus-presentation-old","83","237116","0.0-19.0-1.5","SS1619115137440","trial","","40","500","784","images/stimuli/spore_stims/simple_14_A_b.gif","images/stimuli/spore_stims/simple_19_A_a.gif","self_paced","","5","simple_dissimilar","images/stimuli/spore_stims/simple_14_A_b.gif","","",""
"","4840","survey-multi-choice","84","241965","0.0-20.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""14""}","[0]","14"
"","null","html-keyboard-response","85","243197","0.0-21.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","3421","sequential-stimulus-presentation-old","86","246736","0.0-21.0-1.0","SS1619115137440","trial","","40","500","3921","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_05_A_b.gif","forced_short","","6","simple_dissimilar","images/stimuli/spore_stims/simple_05_A_b.gif","","",""
"","null","html-keyboard-response","87","247574","0.0-21.0-0.1","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","221","sequential-stimulus-presentation-old","88","248302","0.0-21.0-1.1","SS1619115137440","trial","","40","500","721","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_05_A_b.gif","forced_short","","6","simple_dissimilar","images/stimuli/spore_stims/simple_05_A_b.gif","","",""
"","null","html-keyboard-response","89","249321","0.0-21.0-0.2","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","144","sequential-stimulus-presentation-old","90","249980","0.0-21.0-1.2","SS1619115137440","trial","","40","500","644","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_05_A_b.gif","forced_short","","6","simple_dissimilar","images/stimuli/spore_stims/simple_05_A_b.gif","","",""
"","null","html-keyboard-response","91","251120","0.0-21.0-0.3","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
"","274","sequential-stimulus-presentation-old","92","251898","0.0-21.0-1.3","SS1619115137440","trial","","40","500","774","images/stimuli/spore_stims/simple_06_A_a.gif","images/stimuli/spore_stims/simple_05_A_b.gif","forced_short","","6","simple_dissimilar","images/stimuli/spore_stims/simple_05_A_b.gif","","",""
"","10699","survey-multi-choice","93","262607","0.0-22.0","SS1619115137440","math_question","","","","","","","","","","","","{""Q0"":""16""}","[0]","14"
"","null","html-keyboard-response","94","263875","0.0-23.0-0.0","SS1619115137440","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","",""
