"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus_type","trial_stimulus","key_press","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","stimulus","block_number","block_type","stimulus_displayed","responses","question_order","math_correct_answer","stimulus_left","stimulus_right"
"[{""page_index"":0,""viewing_time"":7058.924999997544}]","7059.714999999414","instructions","0","7061","0.0-0.0","SS1619115296274","","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":5638.569999999163},{""page_index"":1,""viewing_time"":4594.380000002275}]","10233.54499999914","instructions","1","19298","0.0-1.0","SS1619115296274","instructions","","","","","","","","","","","","","","","",""
"","3622.830000000249","sequential-stimulus-presentation-old","2","23425","0.0-2.0","SS1619115296274","","","40","500","4122.830000000249","null","null","self_paced","","","","","","","","",""
"","1233.4199999968405","sequential-stimulus-presentation-old","3","25161","0.0-3.0","SS1619115296274","","","40","500","1733.4199999968405","null","null","self_paced","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":12766.609999998764}]","12767.03500000076","instructions","4","37929","0.0-4.0","SS1619115296274","instructions","","","","","","","","","","","","","","","",""
"","598.1150000006892","sequential-stimulus-presentation-old","5","48535","0.0-5.0","SS1619115296274","","","40","500","1098.1150000006892","null","null","forced_long","","","","","","","","",""
"","3813.029999997525","sequential-stimulus-presentation-old","6","52451","0.0-6.0","SS1619115296274","","","40","500","4313.029999997525","null","null","forced_long","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2874.0450000004785}]","2874.6050000008836","instructions","7","55326","0.0-7.0","SS1619115296274","instructions","","","","","","","","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":7020.949999998265},{""page_index"":1,""viewing_time"":4113.68500000026},{""page_index"":2,""viewing_time"":4256.765000001906},{""page_index"":3,""viewing_time"":1751.0350000011385},{""page_index"":4,""viewing_time"":1159.9949999981618}]","18302.694999998494","instructions","8","73631","0.0-8.0","SS1619115296274","instructions","","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","9","74642","0.0-9.0-0.0","SS1619115296274","","","null","","","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","","","","","","","",""
