subject,block_number,block_type,forced_exposure_time,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
SS1646502451659,2,simple,500,memory,4,1,background,500,images/stimuli/simple_01_A_a.gif,memory_novel,FALSE
SS1646502451659,2,simple,500,memory,4,2,background,11878.100000023842,images/stimuli/simple_01_A_a.gif,memory_background,TRUE
SS1646502451659,2,simple,500,memory,4,3,background,5317.799999952316,images/stimuli/simple_01_A_a.gif,memory_background,TRUE
SS1646502451659,2,simple,500,memory,4,4,deviant,10937,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502451659,2,simple,500,memory,4,5,background,5785.5,images/stimuli/simple_01_A_a.gif,memory_background,TRUE
SS1646502451659,2,simple,500,memory,4,6,background,5363.899999976158,images/stimuli/simple_01_A_a.gif,memory_background,TRUE
SS1646502451659,3,complex,500,memory,NA,1,background,500,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,3,complex,500,memory,NA,2,background,13123.399999976158,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,3,complex,500,memory,NA,3,background,6777.299999952316,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,3,complex,500,memory,NA,4,background,6737,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,3,complex,500,memory,NA,5,background,6110.700000047684,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,3,complex,500,memory,NA,6,background,5726.799999952316,images/stimuli/complex_03_A_a.gif,memory_novel,TRUE
SS1646502451659,4,complex,10000,memory,2,1,background,10000,images/stimuli/complex_04_A_a.gif,memory_novel,FALSE
SS1646502451659,4,complex,10000,memory,2,2,deviant,77850,images/stimuli/complex_07_A_a.gif,memory_background,TRUE
SS1646502451659,4,complex,10000,memory,2,3,background,8723.5,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502451659,4,complex,10000,memory,2,4,background,4266.399999976158,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502451659,4,complex,10000,memory,2,5,background,3799.2000000476837,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502451659,4,complex,10000,memory,2,6,background,4518.200000047684,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502451659,5,complex,10000,memory,NA,1,background,10000,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,5,complex,10000,memory,NA,2,background,8759.099999904633,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,5,complex,10000,memory,NA,3,background,5305.5,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,5,complex,10000,memory,NA,4,background,6727.400000095367,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,5,complex,10000,memory,NA,5,background,3504.2000000476837,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,5,complex,10000,memory,NA,6,background,3475.5,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502451659,6,complex,500,memory,2,1,background,500,images/stimuli/complex_20_A_a.gif,memory_novel,FALSE
SS1646502451659,6,complex,500,memory,2,2,deviant,11143.299999952316,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502451659,6,complex,500,memory,2,3,background,7324.100000023842,images/stimuli/complex_20_A_a.gif,memory_background,TRUE
SS1646502451659,6,complex,500,memory,2,4,background,4445.200000047684,images/stimuli/complex_20_A_a.gif,memory_background,TRUE
SS1646502451659,6,complex,500,memory,2,5,background,3682.2000000476837,images/stimuli/complex_20_A_a.gif,memory_background,TRUE
SS1646502451659,6,complex,500,memory,2,6,background,2954.7000000476837,images/stimuli/complex_20_A_a.gif,memory_background,TRUE
SS1646502451659,7,simple,10000,memory,4,1,background,10000,images/stimuli/simple_09_A_a.gif,memory_novel,FALSE
SS1646502451659,7,simple,10000,memory,4,2,background,4514.199999928474,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502451659,7,simple,10000,memory,4,3,background,1439.3999999761581,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502451659,7,simple,10000,memory,4,4,deviant,8475.899999976158,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502451659,7,simple,10000,memory,4,5,background,1935.6999999284744,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502451659,7,simple,10000,memory,4,6,background,1424.6000000238419,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502451659,8,complex,10000,memory,6,1,background,10000,images/stimuli/complex_09_A_a.gif,memory_novel,FALSE
SS1646502451659,8,complex,10000,memory,6,2,background,6640.5,images/stimuli/complex_09_A_a.gif,memory_background,TRUE
SS1646502451659,8,complex,10000,memory,6,3,background,2453.100000023842,images/stimuli/complex_09_A_a.gif,memory_background,TRUE
SS1646502451659,8,complex,10000,memory,6,4,background,2844.6999999284744,images/stimuli/complex_09_A_a.gif,memory_background,TRUE
SS1646502451659,8,complex,10000,memory,6,5,background,2506.399999976158,images/stimuli/complex_09_A_a.gif,memory_background,TRUE
SS1646502451659,8,complex,10000,memory,6,6,deviant,9863.100000023842,images/stimuli/complex_05_A_a.gif,memory_background,TRUE
SS1646502454837,1,simple,500,memory,NA,1,background,500,images/stimuli/simple_17_A_a.gif,memory_novel,FALSE
SS1646502454837,1,simple,500,memory,NA,2,background,9142.699999988079,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502454837,1,simple,500,memory,NA,3,background,3279.9000000059605,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502454837,1,simple,500,memory,NA,4,background,3708.699999988079,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502454837,1,simple,500,memory,NA,5,background,1440.199999988079,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502454837,1,simple,500,memory,NA,6,background,3559.5999999940395,images/stimuli/simple_17_A_a.gif,memory_background,TRUE
SS1646502454837,2,simple,10000,memory,NA,1,background,10000,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,2,simple,10000,memory,NA,2,background,10996.600000023842,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,2,simple,10000,memory,NA,3,background,9255.899999976158,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,2,simple,10000,memory,NA,4,background,6227.5,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,2,simple,10000,memory,NA,5,background,4275.4000000059605,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,2,simple,10000,memory,NA,6,background,4328.5,images/stimuli/simple_18_A_a.gif,memory_novel,TRUE
SS1646502454837,3,simple,10000,memory,6,1,background,10000,images/stimuli/simple_08_A_a.gif,memory_novel,FALSE
SS1646502454837,3,simple,10000,memory,6,2,background,4178.300000011921,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502454837,3,simple,10000,memory,6,3,background,1975.9000000059605,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502454837,3,simple,10000,memory,6,4,background,2480.2999999821186,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502454837,3,simple,10000,memory,6,5,background,1657.4000000059605,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502454837,3,simple,10000,memory,6,6,deviant,3519.300000011921,images/stimuli/simple_16_A_a.gif,memory_background,TRUE
SS1646502454837,4,simple,10000,memory,4,1,background,10000,images/stimuli/simple_14_A_a.gif,memory_novel,FALSE
SS1646502454837,4,simple,10000,memory,4,2,background,5577.5,images/stimuli/simple_14_A_a.gif,memory_background,TRUE
SS1646502454837,4,simple,10000,memory,4,3,background,2627.5,images/stimuli/simple_14_A_a.gif,memory_background,TRUE
SS1646502454837,4,simple,10000,memory,4,4,deviant,5845.9000000059605,images/stimuli/simple_06_A_a.gif,memory_background,TRUE
SS1646502454837,4,simple,10000,memory,4,5,background,1874.5999999940395,images/stimuli/simple_14_A_a.gif,memory_background,TRUE
SS1646502454837,4,simple,10000,memory,4,6,background,1318.9000000059605,images/stimuli/simple_14_A_a.gif,memory_background,TRUE
SS1646502454837,5,complex,10000,memory,2,1,background,10000,images/stimuli/complex_03_A_a.gif,memory_novel,FALSE
SS1646502454837,5,complex,10000,memory,2,2,deviant,9602.799999982119,images/stimuli/complex_16_A_a.gif,memory_background,TRUE
SS1646502454837,5,complex,10000,memory,2,3,background,3349.699999988079,images/stimuli/complex_03_A_a.gif,memory_background,TRUE
SS1646502454837,5,complex,10000,memory,2,4,background,1533.1000000238419,images/stimuli/complex_03_A_a.gif,memory_background,TRUE
SS1646502454837,5,complex,10000,memory,2,5,background,1516.4000000059605,images/stimuli/complex_03_A_a.gif,memory_background,TRUE
SS1646502454837,5,complex,10000,memory,2,6,background,616.6999999880791,images/stimuli/complex_03_A_a.gif,memory_background,TRUE
SS1646502454837,6,simple,500,memory,4,1,background,500,images/stimuli/simple_04_A_a.gif,memory_novel,FALSE
SS1646502454837,6,simple,500,memory,4,2,background,4876.200000017881,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502454837,6,simple,500,memory,4,3,background,2038.800000011921,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502454837,6,simple,500,memory,4,4,deviant,5565.9000000059605,images/stimuli/simple_07_A_a.gif,memory_background,TRUE
SS1646502454837,6,simple,500,memory,4,5,background,2742.800000011921,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502454837,6,simple,500,memory,4,6,background,4443.399999976158,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502454837,7,simple,500,memory,6,1,background,500,images/stimuli/simple_05_A_a.gif,memory_novel,FALSE
SS1646502454837,7,simple,500,memory,6,2,background,3456.7999999821186,images/stimuli/simple_05_A_a.gif,memory_background,TRUE
SS1646502454837,7,simple,500,memory,6,3,background,1738.7000000178814,images/stimuli/simple_05_A_a.gif,memory_background,TRUE
SS1646502454837,7,simple,500,memory,6,4,background,3769.699999988079,images/stimuli/simple_05_A_a.gif,memory_background,TRUE
SS1646502454837,7,simple,500,memory,6,5,background,4198.4000000059605,images/stimuli/simple_05_A_a.gif,memory_background,TRUE
SS1646502454837,7,simple,500,memory,6,6,deviant,5154.300000011921,images/stimuli/simple_11_A_a.gif,memory_background,TRUE
SS1646502454837,8,complex,500,memory,2,1,background,500,images/stimuli/complex_02_A_a.gif,memory_novel,FALSE
SS1646502454837,8,complex,500,memory,2,2,deviant,6131,images/stimuli/complex_15_A_a.gif,memory_background,TRUE
SS1646502454837,8,complex,500,memory,2,3,background,3571.5,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502454837,8,complex,500,memory,2,4,background,729.5,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502454837,8,complex,500,memory,2,5,background,1589,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502454837,8,complex,500,memory,2,6,background,1399.9000000059605,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502456321,1,simple,10000,memory,NA,1,background,10000,images/stimuli/simple_20_A_a.gif,memory_novel,FALSE
SS1646502456321,1,simple,10000,memory,NA,2,background,5483.89999999851,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502456321,1,simple,10000,memory,NA,3,background,1562.1000000014901,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502456321,1,simple,10000,memory,NA,4,background,1571.6000000014901,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502456321,1,simple,10000,memory,NA,5,background,1261.2000000029802,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502456321,1,simple,10000,memory,NA,6,background,1352.199999999255,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502456321,2,complex,10000,memory,2,1,background,10000,images/stimuli/complex_04_A_a.gif,memory_novel,FALSE
SS1646502456321,2,complex,10000,memory,2,2,deviant,6311,images/stimuli/complex_19_A_a.gif,memory_background,TRUE
SS1646502456321,2,complex,10000,memory,2,3,background,3505.60000000149,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502456321,2,complex,10000,memory,2,4,background,1611.3999999985099,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502456321,2,complex,10000,memory,2,5,background,707.3000000007451,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502456321,2,complex,10000,memory,2,6,background,3076.199999999255,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502456321,3,complex,500,memory,6,1,background,500,images/stimuli/complex_15_A_a.gif,memory_novel,TRUE
SS1646502456321,3,complex,500,memory,6,2,background,4538.099999997765,images/stimuli/complex_15_A_a.gif,memory_novel,TRUE
SS1646502456321,3,complex,500,memory,6,3,background,1125.5,images/stimuli/complex_15_A_a.gif,memory_novel,TRUE
SS1646502456321,3,complex,500,memory,6,4,background,1593.9000000022352,images/stimuli/complex_15_A_a.gif,memory_novel,TRUE
SS1646502456321,3,complex,500,memory,6,5,background,3007.300000000745,images/stimuli/complex_15_A_a.gif,memory_novel,TRUE
SS1646502456321,3,complex,500,memory,6,6,deviant,4558,images/stimuli/complex_06_A_a.gif,memory_novel,TRUE
SS1646502456321,4,complex,10000,memory,6,1,background,10000,images/stimuli/complex_02_A_a.gif,memory_novel,FALSE
SS1646502456321,4,complex,10000,memory,6,2,background,4306.89999999851,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502456321,4,complex,10000,memory,6,3,background,1127.300000000745,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502456321,4,complex,10000,memory,6,4,background,1460.1000000014901,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502456321,4,complex,10000,memory,6,5,background,1004.1999999992549,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502456321,4,complex,10000,memory,6,6,deviant,3460.5,images/stimuli/complex_14_A_a.gif,memory_background,TRUE
SS1646502456321,5,simple,500,memory,NA,1,background,500,images/stimuli/simple_04_A_a.gif,memory_novel,FALSE
SS1646502456321,5,simple,500,memory,NA,2,background,5819,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502456321,5,simple,500,memory,NA,3,background,659.5,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502456321,5,simple,500,memory,NA,4,background,659.3000000007451,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502456321,5,simple,500,memory,NA,5,background,719.1999999992549,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502456321,5,simple,500,memory,NA,6,background,674.5,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502456321,6,simple,10000,memory,4,1,background,10000,images/stimuli/simple_12_A_a.gif,memory_novel,FALSE
SS1646502456321,6,simple,10000,memory,4,2,background,2988.39999999851,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502456321,6,simple,10000,memory,4,3,background,503.19999999925494,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502456321,6,simple,10000,memory,4,4,deviant,2540.699999999255,images/stimuli/simple_02_A_a.gif,memory_background,TRUE
SS1646502456321,6,simple,10000,memory,4,5,background,928,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502456321,6,simple,10000,memory,4,6,background,595.6000000014901,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502456321,7,complex,500,memory,2,1,background,500,images/stimuli/complex_01_A_a.gif,memory_novel,TRUE
SS1646502456321,7,complex,500,memory,2,2,deviant,4561.39999999851,images/stimuli/complex_12_A_a.gif,memory_novel,TRUE
SS1646502456321,7,complex,500,memory,2,3,background,1883.6000000014901,images/stimuli/complex_01_A_a.gif,memory_novel,TRUE
SS1646502456321,7,complex,500,memory,2,4,background,1639.199999999255,images/stimuli/complex_01_A_a.gif,memory_novel,TRUE
SS1646502456321,7,complex,500,memory,2,5,background,2104.099999997765,images/stimuli/complex_01_A_a.gif,memory_novel,TRUE
SS1646502456321,7,complex,500,memory,2,6,background,806.3000000007451,images/stimuli/complex_01_A_a.gif,memory_novel,TRUE
SS1646502456321,8,simple,500,memory,4,1,background,500,images/stimuli/simple_11_A_a.gif,memory_novel,FALSE
SS1646502456321,8,simple,500,memory,4,2,background,4422.199999999255,images/stimuli/simple_11_A_a.gif,memory_background,TRUE
SS1646502456321,8,simple,500,memory,4,3,background,697.5,images/stimuli/simple_11_A_a.gif,memory_background,TRUE
SS1646502456321,8,simple,500,memory,4,4,deviant,1805.4000000022352,images/stimuli/simple_06_A_a.gif,memory_background,TRUE
SS1646502456321,8,simple,500,memory,4,5,background,664.0999999977648,images/stimuli/simple_11_A_a.gif,memory_background,TRUE
SS1646502456321,8,simple,500,memory,4,6,background,1617.3999999985099,images/stimuli/simple_11_A_a.gif,memory_background,TRUE
SS1646502463066,1,complex,500,memory,6,1,background,500,images/stimuli/complex_20_A_a.gif,memory_novel,TRUE
SS1646502463066,1,complex,500,memory,6,2,background,12767,images/stimuli/complex_20_A_a.gif,memory_novel,TRUE
SS1646502463066,1,complex,500,memory,6,3,background,3899,images/stimuli/complex_20_A_a.gif,memory_novel,TRUE
SS1646502463066,1,complex,500,memory,6,4,background,6809,images/stimuli/complex_20_A_a.gif,memory_novel,TRUE
SS1646502463066,1,complex,500,memory,6,5,background,8416,images/stimuli/complex_20_A_a.gif,memory_novel,TRUE
SS1646502463066,1,complex,500,memory,6,6,deviant,20371,images/stimuli/complex_05_A_a.gif,memory_novel,TRUE
SS1646502463066,2,complex,500,memory,4,1,background,500,images/stimuli/complex_13_A_a.gif,memory_novel,FALSE
SS1646502463066,2,complex,500,memory,4,2,background,8736,images/stimuli/complex_13_A_a.gif,memory_background,TRUE
SS1646502463066,2,complex,500,memory,4,3,background,5310,images/stimuli/complex_13_A_a.gif,memory_background,TRUE
SS1646502463066,2,complex,500,memory,4,4,deviant,7047,images/stimuli/complex_16_A_a.gif,memory_background,TRUE
SS1646502463066,2,complex,500,memory,4,5,background,25773,images/stimuli/complex_13_A_a.gif,memory_background,TRUE
SS1646502463066,2,complex,500,memory,4,6,background,601,images/stimuli/complex_13_A_a.gif,memory_background,TRUE
SS1646502463066,3,simple,10000,memory,NA,1,background,10000,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,3,simple,10000,memory,NA,2,background,7134,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,3,simple,10000,memory,NA,3,background,1607,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,3,simple,10000,memory,NA,4,background,1549,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,3,simple,10000,memory,NA,5,background,23147,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,3,simple,10000,memory,NA,6,background,730,images/stimuli/simple_14_A_a.gif,memory_novel,TRUE
SS1646502463066,4,complex,500,memory,2,1,background,500,images/stimuli/complex_10_A_a.gif,memory_novel,FALSE
SS1646502463066,4,complex,500,memory,2,2,deviant,12540,images/stimuli/complex_02_A_a.gif,memory_background,TRUE
SS1646502463066,4,complex,500,memory,2,3,background,20763,images/stimuli/complex_10_A_a.gif,memory_background,TRUE
SS1646502463066,4,complex,500,memory,2,4,background,1023,images/stimuli/complex_10_A_a.gif,memory_background,TRUE
SS1646502463066,4,complex,500,memory,2,5,background,1372,images/stimuli/complex_10_A_a.gif,memory_background,TRUE
SS1646502463066,4,complex,500,memory,2,6,background,869,images/stimuli/complex_10_A_a.gif,memory_background,TRUE
SS1646502463066,5,simple,500,memory,NA,1,background,500,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,5,simple,500,memory,NA,2,background,5685,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,5,simple,500,memory,NA,3,background,1550,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,5,simple,500,memory,NA,4,background,1303,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,5,simple,500,memory,NA,5,background,1036,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,5,simple,500,memory,NA,6,background,1140,images/stimuli/simple_08_A_a.gif,memory_novel,TRUE
SS1646502463066,6,complex,10000,memory,2,1,background,10000,images/stimuli/complex_15_A_a.gif,memory_novel,FALSE
SS1646502463066,6,complex,10000,memory,2,2,deviant,8497,images/stimuli/complex_14_A_a.gif,memory_background,TRUE
SS1646502463066,6,complex,10000,memory,2,3,background,5004,images/stimuli/complex_15_A_a.gif,memory_background,TRUE
SS1646502463066,6,complex,10000,memory,2,4,background,3308,images/stimuli/complex_15_A_a.gif,memory_background,TRUE
SS1646502463066,6,complex,10000,memory,2,5,background,851,images/stimuli/complex_15_A_a.gif,memory_background,TRUE
SS1646502463066,6,complex,10000,memory,2,6,background,620,images/stimuli/complex_15_A_a.gif,memory_background,TRUE
SS1646502463066,7,complex,10000,memory,4,1,background,10000,images/stimuli/complex_17_A_a.gif,memory_novel,FALSE
SS1646502463066,7,complex,10000,memory,4,2,background,8367,images/stimuli/complex_17_A_a.gif,memory_background,TRUE
SS1646502463066,7,complex,10000,memory,4,3,background,2008,images/stimuli/complex_17_A_a.gif,memory_background,TRUE
SS1646502463066,7,complex,10000,memory,4,4,deviant,3019,images/stimuli/complex_12_A_a.gif,memory_background,TRUE
SS1646502463066,7,complex,10000,memory,4,5,background,2111,images/stimuli/complex_17_A_a.gif,memory_background,TRUE
SS1646502463066,7,complex,10000,memory,4,6,background,1444,images/stimuli/complex_17_A_a.gif,memory_background,TRUE
SS1646502463066,8,complex,10000,memory,6,1,background,10000,images/stimuli/complex_04_A_a.gif,memory_novel,FALSE
SS1646502463066,8,complex,10000,memory,6,2,background,8993,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502463066,8,complex,10000,memory,6,3,background,2008,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502463066,8,complex,10000,memory,6,4,background,4037,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502463066,8,complex,10000,memory,6,5,background,4538,images/stimuli/complex_04_A_a.gif,memory_background,TRUE
SS1646502463066,8,complex,10000,memory,6,6,deviant,6428,images/stimuli/complex_06_A_a.gif,memory_background,TRUE
SS1646502463151,1,complex,500,memory,6,1,background,500,images/stimuli/complex_10_A_a.gif,memory_novel,TRUE
SS1646502463151,1,complex,500,memory,6,2,background,20162.200000047684,images/stimuli/complex_10_A_a.gif,memory_novel,TRUE
SS1646502463151,1,complex,500,memory,6,3,background,9974.199999988079,images/stimuli/complex_10_A_a.gif,memory_novel,TRUE
SS1646502463151,1,complex,500,memory,6,4,background,5586.5,images/stimuli/complex_10_A_a.gif,memory_novel,TRUE
SS1646502463151,1,complex,500,memory,6,5,background,4482.800000011921,images/stimuli/complex_10_A_a.gif,memory_novel,TRUE
SS1646502463151,1,complex,500,memory,6,6,deviant,13181.700000047684,images/stimuli/complex_12_A_a.gif,memory_novel,TRUE
SS1646502463151,2,simple,500,memory,2,1,background,500,images/stimuli/simple_04_A_a.gif,memory_novel,FALSE
SS1646502463151,2,simple,500,memory,2,2,deviant,8743.099999964237,images/stimuli/simple_08_A_a.gif,memory_background,TRUE
SS1646502463151,2,simple,500,memory,2,3,background,5189.199999988079,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502463151,2,simple,500,memory,2,4,background,2535.599999964237,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502463151,2,simple,500,memory,2,5,background,3721.800000011921,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502463151,2,simple,500,memory,2,6,background,2570.5,images/stimuli/simple_04_A_a.gif,memory_background,TRUE
SS1646502463151,3,simple,10000,memory,4,1,background,10000,images/stimuli/simple_13_A_a.gif,memory_novel,FALSE
SS1646502463151,3,simple,10000,memory,4,2,background,11996.299999952316,images/stimuli/simple_13_A_a.gif,memory_background,TRUE
SS1646502463151,3,simple,10000,memory,4,3,background,4005.2999999523163,images/stimuli/simple_13_A_a.gif,memory_background,TRUE
SS1646502463151,3,simple,10000,memory,4,4,deviant,6141.699999988079,images/stimuli/simple_15_A_a.gif,memory_background,TRUE
SS1646502463151,3,simple,10000,memory,4,5,background,7318.100000023842,images/stimuli/simple_13_A_a.gif,memory_background,TRUE
SS1646502463151,3,simple,10000,memory,4,6,background,4017.800000011921,images/stimuli/simple_13_A_a.gif,memory_background,TRUE
SS1646502463151,4,complex,10000,memory,6,1,background,10000,images/stimuli/complex_18_A_a.gif,memory_novel,TRUE
SS1646502463151,4,complex,10000,memory,6,2,background,11111.399999976158,images/stimuli/complex_18_A_a.gif,memory_novel,TRUE
SS1646502463151,4,complex,10000,memory,6,3,background,4892.300000011921,images/stimuli/complex_18_A_a.gif,memory_novel,TRUE
SS1646502463151,4,complex,10000,memory,6,4,background,4407.899999976158,images/stimuli/complex_18_A_a.gif,memory_novel,TRUE
SS1646502463151,4,complex,10000,memory,6,5,background,3858.900000035763,images/stimuli/complex_18_A_a.gif,memory_novel,TRUE
SS1646502463151,4,complex,10000,memory,6,6,deviant,6155.599999964237,images/stimuli/complex_19_A_a.gif,memory_novel,TRUE
SS1646502463151,5,simple,500,memory,4,1,background,500,images/stimuli/simple_12_A_a.gif,memory_novel,FALSE
SS1646502463151,5,simple,500,memory,4,2,background,9459.800000011921,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502463151,5,simple,500,memory,4,3,background,3947.800000011921,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502463151,5,simple,500,memory,4,4,deviant,8370.599999964237,images/stimuli/simple_07_A_a.gif,memory_background,TRUE
SS1646502463151,5,simple,500,memory,4,5,background,7016.199999988079,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502463151,5,simple,500,memory,4,6,background,3339.7000000476837,images/stimuli/simple_12_A_a.gif,memory_background,TRUE
SS1646502463151,6,simple,10000,memory,NA,1,background,10000,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,6,simple,10000,memory,NA,2,background,27388.30000001192,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,6,simple,10000,memory,NA,3,background,2114,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,6,simple,10000,memory,NA,4,background,5258.100000023842,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,6,simple,10000,memory,NA,5,background,11065.199999988079,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,6,simple,10000,memory,NA,6,background,2616.699999988079,images/stimuli/simple_10_A_a.gif,memory_novel,TRUE
SS1646502463151,7,simple,10000,memory,2,1,background,10000,images/stimuli/simple_09_A_a.gif,memory_novel,FALSE
SS1646502463151,7,simple,10000,memory,2,2,deviant,3458.800000011921,images/stimuli/simple_01_A_a.gif,memory_background,TRUE
SS1646502463151,7,simple,10000,memory,2,3,background,5531.800000011921,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502463151,7,simple,10000,memory,2,4,background,4072.800000011921,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502463151,7,simple,10000,memory,2,5,background,3927.7999999523163,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502463151,7,simple,10000,memory,2,6,background,4168.600000023842,images/stimuli/simple_09_A_a.gif,memory_background,TRUE
SS1646502463151,8,simple,500,memory,NA,1,background,500,images/stimuli/simple_20_A_a.gif,memory_novel,FALSE
SS1646502463151,8,simple,500,memory,NA,2,background,7059.700000047684,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
SS1646502463151,8,simple,500,memory,NA,3,background,12857.800000011921,images/stimuli/simple_20_A_a.gif,memory_background,TRUE
