"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"2518","{""p_id"":""6053c980f7612d61ed799ce9""}","survey-text","0","2588","0.0-0.0","SS1646459733270","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","6839","0.0-1.0","SS1646459733270","true","","","","","","","","","","","","","","","","","",""
"32550.199999928474","","instructions","2","39392","0.0-2.0","SS1646459733270","","[{""page_index"":0,""viewing_time"":32549.299999952316}]","","","","","","","","","","","","","","","","",""
"53072.39999997616","","instructions","3","94473","0.0-3.0","SS1646459733270","","[{""page_index"":0,""viewing_time"":23046.100000023842},{""page_index"":1,""viewing_time"":11102.099999904633},{""page_index"":2,""viewing_time"":18923.900000095367}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","95479","0.0-4.0","SS1646459733270","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","95569","0.0-5.0","SS1646459733270","","","","","null","","500","500","null","null","forced","70","","","","","","",""
"null","","html-keyboard-response","6","96579","0.0-6.0","SS1646459733270","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"8814.299999952316","","stimuli-presentation","7","104384","0.0-7.0","SS1646459733270","","","","","40","","500","9314.299999952316","null","null","forced","70","","","","","","",""
"6912.900000095367","","stimuli-presentation","8","111807","0.0-8.0","SS1646459733270","","","","","40","","500","7412.900000095367","null","null","self_paced","0","","","","","","",""
"4252.799999952316","","stimuli-presentation","9","116574","0.0-9.0","SS1646459733270","","","","","40","","500","4752.799999952316","null","null","self_paced","0","","","","","","",""
"4922.600000023842","","instructions","10","121499","0.0-10.0","SS1646459733270","","[{""page_index"":0,""viewing_time"":4922.100000023842}]","instructions","","","","","","","","","","","","","","","",""
"26921.899999976158","","instructions","11","148423","0.0-11.0","SS1646459733270","","[{""page_index"":0,""viewing_time"":15793.700000047684},{""page_index"":1,""viewing_time"":5330.299999952316},{""page_index"":2,""viewing_time"":3685.8000000715256},{""page_index"":3,""viewing_time"":2111.5999999046326}]","instructions","","","","","","","","","","","","","","","",""
