"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"8860.600000023842","{""p_id"":""61267978e96853d3b974ca53""}","survey-text","0","8875","0.0-0.0","SS1646459877399","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","856854","0.0-1.0","SS1646459877399","true","","","","","","","","","","","","","","","","","",""
"120064.69999998808","","instructions","2","976919","0.0-2.0","SS1646459877399","","[{""page_index"":0,""viewing_time"":120064.19999998808}]","","","","","","","","","","","","","","","","",""
"312769.90000003576","","instructions","3","1291690","0.0-3.0","SS1646459877399","","[{""page_index"":0,""viewing_time"":193516.40000003576},{""page_index"":1,""viewing_time"":8721.299999952316},{""page_index"":2,""viewing_time"":110532}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","1292692","0.0-4.0","SS1646459877399","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","1293484","0.0-5.0","SS1646459877399","","","","","null","","500","500","null","null","forced","770","","","","","","",""
"null","","html-keyboard-response","6","1294488","0.0-6.0","SS1646459877399","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"4013.699999988079","","stimuli-presentation","7","1297498","0.0-7.0","SS1646459877399","","","","","40","","500","4513.699999988079","null","null","forced","770","","","","","","",""
"7391.399999976158","","stimuli-presentation","8","1305405","0.0-8.0","SS1646459877399","","","","","40","","500","7891.399999976158","null","null","self_paced","0","","","","","","",""
"876.8999999761581","","stimuli-presentation","9","1306793","0.0-9.0","SS1646459877399","","","","","40","","500","1376.8999999761581","null","null","self_paced","0","","","","","","",""
"2737.399999976158","","instructions","10","1309532","0.0-10.0","SS1646459877399","","[{""page_index"":0,""viewing_time"":2737.199999988079}]","instructions","","","","","","","","","","","","","","","",""
"13548","","instructions","11","1323080","0.0-11.0","SS1646459877399","","[{""page_index"":0,""viewing_time"":8813.899999976158},{""page_index"":1,""viewing_time"":2342.899999976158},{""page_index"":2,""viewing_time"":1462},{""page_index"":3,""viewing_time"":929}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","1324082","0.0-12.0","SS1646459877399","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","1334095","0.0-13.0","SS1646459877399","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","1335111","0.0-14.0","SS1646459877399","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","1335955","0.0-15.0-0.0","SS1646459877399","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5312.899999976158","","stimuli-presentation","16","1339408","0.0-15.0-1.0","SS1646459877399","","","trial","","40","","500","5812.899999976158","null","null","forced","10000","0","complex","10000","images/stimuli/complex_13_A_a.gif","","",""
"null","","html-keyboard-response","17","1340551","0.0-15.0-0.1","SS1646459877399","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
