"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"8496","{""p_id"":""6170c5f324920093389dd767""}","survey-text","0","8503","0.0-0.0","SS1646459697109","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","12550","0.0-1.0","SS1646459697109","true","","","","","","","","","","","","","","","","","",""
"4655","","instructions","2","17206","0.0-2.0","SS1646459697109","","[{""page_index"":0,""viewing_time"":4654.5}]","","","","","","","","","","","","","","","","",""
"47486.199999999255","","instructions","3","66694","0.0-3.0","SS1646459697109","","[{""page_index"":0,""viewing_time"":34589.800000000745},{""page_index"":1,""viewing_time"":3392.10000000149},{""page_index"":2,""viewing_time"":9503.79999999702}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","67706","0.0-4.0","SS1646459697109","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","68245","0.0-5.0","SS1646459697109","","","","","null","","500","500","null","null","forced","530","","","","","","",""
"null","","html-keyboard-response","6","69248","0.0-6.0","SS1646459697109","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"4417.099999997765","","stimuli-presentation","7","72662","0.0-7.0","SS1646459697109","","","","","40","","500","4917.099999997765","null","null","forced","530","","","","","","",""
"10692.89999999851","","stimuli-presentation","8","83870","0.0-8.0","SS1646459697109","","","","","40","","500","11192.89999999851","null","null","self_paced","0","","","","","","",""
"801.6000000014901","","stimuli-presentation","9","85174","0.0-9.0","SS1646459697109","","","","","40","","500","1301.6000000014901","null","null","self_paced","0","","","","","","",""
"2207.39999999851","","instructions","10","87383","0.0-10.0","SS1646459697109","","[{""page_index"":0,""viewing_time"":2207.099999997765}]","instructions","","","","","","","","","","","","","","","",""
"10918.60000000149","","instructions","11","98302","0.0-11.0","SS1646459697109","","[{""page_index"":0,""viewing_time"":5846.300000000745},{""page_index"":1,""viewing_time"":1463.8999999985099},{""page_index"":2,""viewing_time"":1976.1000000014901},{""page_index"":3,""viewing_time"":1631.8999999985099}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","99307","0.0-12.0","SS1646459697109","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","109318","0.0-13.0","SS1646459697109","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","110334","0.0-14.0","SS1646459697109","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","111352","0.0-15.0-0.0","SS1646459697109","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"10584.400000002235","","stimuli-presentation","16","119902","0.0-15.0-1.0","SS1646459697109","","","trial","","40","","500","11084.400000002235","null","null","forced","10000","0","complex","10000","images/stimuli/complex_10_A_a.gif","","",""
"null","","html-keyboard-response","17","120848","0.0-15.0-0.1","SS1646459697109","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"9007.300000000745","","stimuli-presentation","18","130358","0.0-15.0-1.1","SS1646459697109","","","trial","","40","","500","9507.300000000745","images/stimuli/complex_20_A_a.gif","images/stimuli/complex_10_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_10_A_a.gif","","",""
"null","","html-keyboard-response","19","131507","0.0-15.0-0.2","SS1646459697109","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"8165","","stimuli-presentation","20","140174","0.0-15.0-1.2","SS1646459697109","","","trial","","40","","500","8665","images/stimuli/complex_20_A_a.gif","images/stimuli/complex_10_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_10_A_a.gif","","",""
"null","","html-keyboard-response","21","141309","0.0-15.0-0.3","SS1646459697109","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7032.79999999702","","stimuli-presentation","22","148846","0.0-15.0-1.3","SS1646459697109","","","trial","","40","","500","7532.79999999702","images/stimuli/complex_20_A_a.gif","images/stimuli/complex_10_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_10_A_a.gif","","",""
"null","","html-keyboard-response","23","149732","0.0-15.0-0.4","SS1646459697109","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
