"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"8608.699999928474","{""p_id"":""5bb511c6689fc5000149c703""}","survey-text","0","8710","0.0-0.0","SS1646459768072","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","29850","0.0-1.0","SS1646459768072","true","","","","","","","","","","","","","","","","","",""
"32026.899999976158","","instructions","2","61880","0.0-2.0","SS1646459768072","","[{""page_index"":0,""viewing_time"":32024.399999976158}]","","","","","","","","","","","","","","","","",""
"121431.29999995232","","instructions","3","185315","0.0-3.0","SS1646459768072","","[{""page_index"":0,""viewing_time"":45812.799999952316},{""page_index"":1,""viewing_time"":9413},{""page_index"":2,""viewing_time"":66204.70000004768}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","186328","0.0-4.0","SS1646459768072","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","187175","0.0-5.0","SS1646459768072","","","","","null","","500","500","null","null","forced","840","","","","","","",""
"null","","html-keyboard-response","6","188185","0.0-6.0","SS1646459768072","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"5061.199999928474","","stimuli-presentation","7","192236","0.0-7.0","SS1646459768072","","","","","40","","500","5561.199999928474","null","null","forced","840","","","","","","",""
"13477.800000071526","","stimuli-presentation","8","206219","0.0-8.0","SS1646459768072","","","","","40","","500","13977.800000071526","null","null","self_paced","0","","","","","","",""
"1555.7000000476837","","stimuli-presentation","9","208285","0.0-9.0","SS1646459768072","","","","","40","","500","2055.7000000476837","null","null","self_paced","0","","","","","","",""
"4358.700000047684","","instructions","10","212648","0.0-10.0","SS1646459768072","","[{""page_index"":0,""viewing_time"":4358}]","instructions","","","","","","","","","","","","","","","",""
"57379.40000009537","","instructions","11","270031","0.0-11.0","SS1646459768072","","[{""page_index"":0,""viewing_time"":51129},{""page_index"":1,""viewing_time"":3167.2000000476837},{""page_index"":2,""viewing_time"":1598.7000000476837},{""page_index"":3,""viewing_time"":1483.6999999284744}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","271043","0.0-12.0","SS1646459768072","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","281050","0.0-13.0","SS1646459768072","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","282057","0.0-14.0","SS1646459768072","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","283014","0.0-15.0-0.0","SS1646459768072","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"21579.200000047684","","stimuli-presentation","16","302629","0.0-15.0-1.0","SS1646459768072","","","trial","","40","","500","22079.200000047684","null","null","forced","10000","0","complex","10000","images/stimuli/complex_17_A_a.gif","","",""
"null","","html-keyboard-response","17","303608","0.0-15.0-0.1","SS1646459768072","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"12549.200000047684","","stimuli-presentation","18","316663","0.0-15.0-1.1","SS1646459768072","","","trial","","40","","500","13049.200000047684","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","19","317932","0.0-15.0-0.2","SS1646459768072","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7046.600000023842","","stimuli-presentation","20","325486","0.0-15.0-1.2","SS1646459768072","","","trial","","40","","500","7546.600000023842","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","21","326328","0.0-15.0-0.3","SS1646459768072","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"6173.300000071526","","stimuli-presentation","22","333008","0.0-15.0-1.3","SS1646459768072","","","trial","","40","","500","6673.300000071526","images/stimuli/complex_17_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","10000","0","complex","10000","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","23","334185","0.0-15.0-0.4","SS1646459768072","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
