"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"4093.800000011921","{""p_id"":""5f2e00fa9832d716737ae694 ""}","survey-text","0","4120","0.0-0.0","SS1646460148688","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","6669","0.0-1.0","SS1646460148688","true","","","","","","","","","","","","","","","","","",""
"6012.700000017881","","instructions","2","12683","0.0-2.0","SS1646460148688","","[{""page_index"":0,""viewing_time"":6011.9000000059605}]","","","","","","","","","","","","","","","","",""
"18733.09999999404","","instructions","3","33417","0.0-3.0","SS1646460148688","","[{""page_index"":0,""viewing_time"":7915},{""page_index"":1,""viewing_time"":4916},{""page_index"":2,""viewing_time"":5901.5}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","34423","0.0-4.0","SS1646460148688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","35152","0.0-5.0","SS1646460148688","","","","","null","","500","500","null","null","forced","720","","","","","","",""
"null","","html-keyboard-response","6","36155","0.0-6.0","SS1646460148688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"5638.300000011921","","stimuli-presentation","7","40790","0.0-7.0","SS1646460148688","","","","","40","","500","6138.300000011921","null","null","forced","720","","","","","","",""
"2472.0999999940395","","stimuli-presentation","8","43765","0.0-8.0","SS1646460148688","","","","","40","","500","2972.0999999940395","null","null","self_paced","0","","","","","","",""
"1160.3999999761581","","stimuli-presentation","9","45428","0.0-9.0","SS1646460148688","","","","","40","","500","1660.3999999761581","null","null","self_paced","0","","","","","","",""
"1969.199999988079","","instructions","10","47398","0.0-10.0","SS1646460148688","","[{""page_index"":0,""viewing_time"":1968.7999999821186}]","instructions","","","","","","","","","","","","","","","",""
"9351.100000023842","","instructions","11","56750","0.0-11.0","SS1646460148688","","[{""page_index"":0,""viewing_time"":5529.600000023842},{""page_index"":1,""viewing_time"":1512.5},{""page_index"":2,""viewing_time"":1233.5999999940395},{""page_index"":3,""viewing_time"":1075}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","57755","0.0-12.0","SS1646460148688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","58261","0.0-13.0","SS1646460148688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","14","59266","0.0-14.0","SS1646460148688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","60235","0.0-15.0-0.0","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7163","","stimuli-presentation","16","65421","0.0-15.0-1.0","SS1646460148688","","","trial","","40","","500","7663","null","null","forced","500","0","complex","500","images/stimuli/complex_03_A_a.gif","","",""
"null","","html-keyboard-response","17","66476","0.0-15.0-0.1","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5160.300000011921","","stimuli-presentation","18","72141","0.0-15.0-1.1","SS1646460148688","","","trial","","40","","500","5660.300000011921","images/stimuli/complex_03_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","19","72985","0.0-15.0-0.2","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1695.5999999940395","","stimuli-presentation","20","75189","0.0-15.0-1.2","SS1646460148688","","","trial","","40","","500","2195.5999999940395","images/stimuli/complex_03_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","21","76133","0.0-15.0-0.3","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2800","","stimuli-presentation","22","79435","0.0-15.0-1.3","SS1646460148688","","","trial","","40","","500","3300","images/stimuli/complex_03_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_16_A_a.gif","","",""
"null","","html-keyboard-response","23","80508","0.0-15.0-0.4","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1604.2999999821186","","stimuli-presentation","24","82619","0.0-15.0-1.4","SS1646460148688","","","trial","","40","","500","2104.2999999821186","images/stimuli/complex_03_A_a.gif","images/stimuli/complex_16_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_16_A_a.gif","","",""
"3410.699999988079","{""Q0"":""No""}","survey-multi-choice","25","86032","0.0-16.0","SS1646460148688","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_13_A_a.gif","0"
"null","","html-keyboard-response","26","87041","0.0-17.0","SS1646460148688","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","27","87550","0.0-18.0","SS1646460148688","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","28","88556","0.0-19.0","SS1646460148688","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","29","89783","0.0-20.0-0.0","SS1646460148688","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5337.200000017881","","stimuli-presentation","30","92884","0.0-20.0-1.0","SS1646460148688","","","trial","","40","","500","5837.200000017881","null","null","forced","500","1","complex","500","images/stimuli/complex_14_A_a.gif","","",""
