"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"6495.199999999255","{""p_id"":""613aa61e15f46c009b1de936""}","survey-text","0","6513","0.0-0.0","SS1646459697010","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","12940","0.0-1.0","SS1646459697010","true","","","","","","","","","","","","","","","","","",""
"19474.89999999851","","instructions","2","32417","0.0-2.0","SS1646459697010","","[{""page_index"":0,""viewing_time"":19474.300000000745}]","","","","","","","","","","","","","","","","",""
"140823","","instructions","3","175250","0.0-3.0","SS1646459697010","","[{""page_index"":0,""viewing_time"":120143.10000000149},{""page_index"":1,""viewing_time"":6676.39999999851},{""page_index"":2,""viewing_time"":14003.300000000745}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","176259","0.0-4.0","SS1646459697010","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","176772","0.0-5.0","SS1646459697010","","","","","null","","500","500","null","null","forced","510","","","","","","",""
"null","","html-keyboard-response","6","177785","0.0-6.0","SS1646459697010","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"12100.199999999255","","stimuli-presentation","7","188873","0.0-7.0","SS1646459697010","","","","","40","","500","12600.199999999255","null","null","forced","510","","","","","","",""
"7483.300000000745","","stimuli-presentation","8","196864","0.0-8.0","SS1646459697010","","","","","40","","500","7983.300000000745","null","null","self_paced","0","","","","","","",""
"2413.699999999255","","stimuli-presentation","9","199785","0.0-9.0","SS1646459697010","","","","","40","","500","2913.699999999255","null","null","self_paced","0","","","","","","",""
"3247.39999999851","","instructions","10","203032","0.0-10.0","SS1646459697010","","[{""page_index"":0,""viewing_time"":3247.300000000745}]","instructions","","","","","","","","","","","","","","","",""
"54396.699999999255","","instructions","11","257430","0.0-11.0","SS1646459697010","","[{""page_index"":0,""viewing_time"":48160.89999999851},{""page_index"":1,""viewing_time"":2505.5},{""page_index"":2,""viewing_time"":2177.89999999851},{""page_index"":3,""viewing_time"":1552.1000000014901}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","258432","0.0-12.0","SS1646459697010","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","268435","0.0-13.0","SS1646459697010","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","269446","0.0-14.0","SS1646459697010","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","270287","0.0-15.0-0.0","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"12173.400000002235","","stimuli-presentation","16","280608","0.0-15.0-1.0","SS1646459697010","","","trial","","40","","500","12673.400000002235","null","null","forced","10000","0","simple","10000","images/stimuli/simple_05_A_a.gif","","",""
"null","","html-keyboard-response","17","281480","0.0-15.0-0.1","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4810.300000000745","","stimuli-presentation","18","286793","0.0-15.0-1.1","SS1646459697010","","","trial","","40","","500","5310.300000000745","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","19","288081","0.0-15.0-0.2","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4123.5","","stimuli-presentation","20","292712","0.0-15.0-1.2","SS1646459697010","","","trial","","40","","500","4623.5","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","21","293616","0.0-15.0-0.3","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4177.599999997765","","stimuli-presentation","22","298297","0.0-15.0-1.3","SS1646459697010","","","trial","","40","","500","4677.599999997765","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","23","299153","0.0-15.0-0.4","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4289.5","","stimuli-presentation","24","303954","0.0-15.0-1.4","SS1646459697010","","","trial","","40","","500","4789.5","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_15_A_a.gif","","",""
"11024.5","{""Q0"":""No""}","survey-multi-choice","25","314980","0.0-16.0","SS1646459697010","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_10_A_a.gif","0"
"null","","html-keyboard-response","26","315992","0.0-17.0","SS1646459697010","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","27","316493","0.0-18.0","SS1646459697010","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","28","317511","0.0-19.0","SS1646459697010","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","29","318809","0.0-20.0-0.0","SS1646459697010","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"6322.599999997765","","stimuli-presentation","30","322816","0.0-20.0-1.0","SS1646459697010","","","trial","","40","","500","6822.599999997765","null","null","forced","500","1","simple","500","images/stimuli/simple_04_A_a.gif","","",""
