"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"19838.699999999255","{""p_id"":""614a2e4b736d911a275106d7""}","survey-text","0","19853","0.0-0.0","SS1646459710064","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","27762","0.0-1.0","SS1646459710064","true","","","","","","","","","","","","","","","","","",""
"32220.400000000373","","instructions","2","59983","0.0-2.0","SS1646459710064","","[{""page_index"":0,""viewing_time"":32220.200000001118}]","","","","","","","","","","","","","","","","",""
"23271.10000000149","","instructions","3","85263","0.0-3.0","SS1646459710064","","[{""page_index"":0,""viewing_time"":11286.900000000373},{""page_index"":1,""viewing_time"":3975.800000000745},{""page_index"":2,""viewing_time"":8008.299999998882}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","86277","0.0-4.0","SS1646459710064","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","86360","0.0-5.0","SS1646459710064","","","","","null","","500","500","null","null","forced","80","","","","","","",""
"null","","html-keyboard-response","6","87372","0.0-6.0","SS1646459710064","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"5895","","stimuli-presentation","7","92255","0.0-7.0","SS1646459710064","","","","","40","","500","6395","null","null","forced","80","","","","","","",""
"11305.800000000745","","stimuli-presentation","8","104071","0.0-8.0","SS1646459710064","","","","","40","","500","11805.800000000745","null","null","self_paced","0","","","","","","",""
"2033.5999999996275","","stimuli-presentation","9","106607","0.0-9.0","SS1646459710064","","","","","40","","500","2533.5999999996275","null","null","self_paced","0","","","","","","",""
"2191.4000000003725","","instructions","10","108799","0.0-10.0","SS1646459710064","","[{""page_index"":0,""viewing_time"":2191.2000000011176}]","instructions","","","","","","","","","","","","","","","",""
"22671.099999999627","","instructions","11","131471","0.0-11.0","SS1646459710064","","[{""page_index"":0,""viewing_time"":17087.099999999627},{""page_index"":1,""viewing_time"":1711.9000000003725},{""page_index"":2,""viewing_time"":1456},{""page_index"":1,""viewing_time"":1016},{""page_index"":2,""viewing_time"":712.0999999996275},{""page_index"":3,""viewing_time"":687.7999999988824}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","132476","0.0-12.0","SS1646459710064","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","142479","0.0-13.0","SS1646459710064","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
