"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"28794.5","{""p_id"":""6144cba7401d6c2ef03c7337""}","survey-text","0","28815","0.0-0.0","SS1646459938889","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","35094","0.0-1.0","SS1646459938889","true","","","","","","","","","","","","","","","","","",""
"15199.200000001118","","instructions","2","50295","0.0-2.0","SS1646459938889","","[{""page_index"":0,""viewing_time"":15198.5}]","","","","","","","","","","","","","","","","",""
"119135.89999999851","","instructions","3","171433","0.0-3.0","SS1646459938889","","[{""page_index"":0,""viewing_time"":39522.89999999851},{""page_index"":1,""viewing_time"":15037.60000000149},{""page_index"":2,""viewing_time"":64575.199999999255}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","172449","0.0-4.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","173064","0.0-5.0","SS1646459938889","","","","","null","","500","500","null","null","forced","610","","","","","","",""
"null","","html-keyboard-response","6","174068","0.0-6.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"15107.299999998882","","stimuli-presentation","7","188170","0.0-7.0","SS1646459938889","","","","","40","","500","15607.299999998882","null","null","forced","610","","","","","","",""
"20410.39999999851","","stimuli-presentation","8","209083","0.0-8.0","SS1646459938889","","","","","40","","500","20910.39999999851","null","null","self_paced","0","","","","","","",""
"2423.60000000149","","stimuli-presentation","9","212009","0.0-9.0","SS1646459938889","","","","","40","","500","2923.60000000149","null","null","self_paced","0","","","","","","",""
"5566.5999999996275","","instructions","10","217576","0.0-10.0","SS1646459938889","","[{""page_index"":0,""viewing_time"":5566.4000000003725}]","instructions","","","","","","","","","","","","","","","",""
"81613.70000000112","","instructions","11","299190","0.0-11.0","SS1646459938889","","[{""page_index"":0,""viewing_time"":65275.90000000037},{""page_index"":1,""viewing_time"":4443.9000000003725},{""page_index"":2,""viewing_time"":7922.4000000003725},{""page_index"":3,""viewing_time"":3971.0999999996275}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","300192","0.0-12.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","310210","0.0-13.0","SS1646459938889","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","311214","0.0-14.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","312280","0.0-15.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"8854","","stimuli-presentation","16","319064","0.0-15.0-1.0","SS1646459938889","","","trial","","40","","500","9354","null","null","forced","10000","0","simple","10000","images/stimuli/simple_08_A_a.gif","","",""
"null","","html-keyboard-response","17","319935","0.0-15.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4037.7999999988824","","stimuli-presentation","18","324476","0.0-15.0-1.1","SS1646459938889","","","trial","","40","","500","4537.799999998882","images/stimuli/simple_10_A_a.gif","images/stimuli/simple_08_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_08_A_a.gif","","",""
"null","","html-keyboard-response","19","325650","0.0-15.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4994.9000000003725","","stimuli-presentation","20","331161","0.0-15.0-1.2","SS1646459938889","","","trial","","40","","500","5494.9000000003725","images/stimuli/simple_10_A_a.gif","images/stimuli/simple_08_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_08_A_a.gif","","",""
"null","","html-keyboard-response","21","332270","0.0-15.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1149.5","","stimuli-presentation","22","333936","0.0-15.0-1.3","SS1646459938889","","","trial","","40","","500","1649.5","images/stimuli/simple_10_A_a.gif","images/stimuli/simple_08_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_08_A_a.gif","","",""
"null","","html-keyboard-response","23","335039","0.0-15.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5284.9000000003725","","stimuli-presentation","24","340827","0.0-15.0-1.4","SS1646459938889","","","trial","","40","","500","5784.9000000003725","images/stimuli/simple_10_A_a.gif","images/stimuli/simple_08_A_a.gif","self-paced","10000","0","simple","10000","images/stimuli/simple_10_A_a.gif","","",""
"3890.0999999996275","{""Q0"":""Yes""}","survey-multi-choice","25","344711","0.0-16.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_08_A_a.gif","0"
"null","","html-keyboard-response","26","345713","0.0-17.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","27","346216","0.0-18.0","SS1646459938889","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","28","347218","0.0-19.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","29","348254","0.0-20.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7562.299999998882","","stimuli-presentation","30","353778","0.0-20.0-1.0","SS1646459938889","","","trial","","40","","500","8062.299999998882","null","null","forced","500","1","complex","500","images/stimuli/complex_10_A_a.gif","","",""
"null","","html-keyboard-response","31","354970","0.0-20.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3581","","stimuli-presentation","32","359053","0.0-20.0-1.1","SS1646459938889","","","trial","","40","","500","4081","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_11_A_a.gif","self-paced","500","1","complex","500","images/stimuli/complex_11_A_a.gif","","",""
"null","","html-keyboard-response","33","360290","0.0-20.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"341.80000000074506","","stimuli-presentation","34","361139","0.0-20.0-1.2","SS1646459938889","","","trial","","40","","500","841.8000000007451","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_11_A_a.gif","self-paced","500","1","complex","500","images/stimuli/complex_11_A_a.gif","","",""
"null","","html-keyboard-response","35","362386","0.0-20.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"705.5999999996275","","stimuli-presentation","36","363594","0.0-20.0-1.3","SS1646459938889","","","trial","","40","","500","1205.5999999996275","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_11_A_a.gif","self-paced","500","1","complex","500","images/stimuli/complex_11_A_a.gif","","",""
"null","","html-keyboard-response","37","364417","0.0-20.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1800.5","","stimuli-presentation","38","366731","0.0-20.0-1.4","SS1646459938889","","","trial","","40","","500","2300.5","images/stimuli/complex_10_A_a.gif","images/stimuli/complex_11_A_a.gif","self-paced","500","1","complex","500","images/stimuli/complex_11_A_a.gif","","",""
"2700.199999999255","{""Q0"":""Yes""}","survey-multi-choice","39","369433","0.0-21.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_11_A_a.gif","1"
"null","","html-keyboard-response","40","370439","0.0-22.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","41","370942","0.0-23.0","SS1646459938889","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","42","371959","0.0-24.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","43","372816","0.0-25.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3968.800000000745","","stimuli-presentation","44","374911","0.0-25.0-1.0","SS1646459938889","","","trial","","40","","500","4468.800000000745","null","null","forced","500","2","simple","500","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","45","375806","0.0-25.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"322.59999999962747","","stimuli-presentation","46","376646","0.0-25.0-1.1","SS1646459938889","","","trial","","40","","500","822.5999999996275","images/stimuli/simple_01_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","500","2","simple","500","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","47","377813","0.0-25.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"531.2999999988824","","stimuli-presentation","48","378847","0.0-25.0-1.2","SS1646459938889","","","trial","","40","","500","1031.2999999988824","images/stimuli/simple_01_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","500","2","simple","500","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","49","380053","0.0-25.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2392.800000000745","","stimuli-presentation","50","382964","0.0-25.0-1.3","SS1646459938889","","","trial","","40","","500","2892.800000000745","images/stimuli/simple_01_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","500","2","simple","500","images/stimuli/simple_15_A_a.gif","","",""
"null","","html-keyboard-response","51","384190","0.0-25.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"438","","stimuli-presentation","52","385151","0.0-25.0-1.4","SS1646459938889","","","trial","","40","","500","938","images/stimuli/simple_01_A_a.gif","images/stimuli/simple_15_A_a.gif","self-paced","500","2","simple","500","images/stimuli/simple_15_A_a.gif","","",""
"2497.5999999996275","{""Q0"":""No""}","survey-multi-choice","53","387650","0.0-26.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_09_A_a.gif","2"
"null","","html-keyboard-response","54","388665","0.0-27.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","55","398676","0.0-28.0","SS1646459938889","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","56","399683","0.0-29.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","57","400926","0.0-30.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5453.699999999255","","stimuli-presentation","58","404139","0.0-30.0-1.0","SS1646459938889","","","trial","","40","","500","5953.699999999255","null","null","forced","10000","3","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","59","405260","0.0-30.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"212.19999999925494","","stimuli-presentation","60","405979","0.0-30.0-1.1","SS1646459938889","","","trial","","40","","500","712.1999999992549","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","3","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","61","406982","0.0-30.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1532","","stimuli-presentation","62","409018","0.0-30.0-1.2","SS1646459938889","","","trial","","40","","500","2032","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","3","simple","10000","images/stimuli/simple_19_A_a.gif","","",""
"null","","html-keyboard-response","63","410091","0.0-30.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1632.699999999255","","stimuli-presentation","64","412241","0.0-30.0-1.3","SS1646459938889","","","trial","","40","","500","2132.699999999255","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","3","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"null","","html-keyboard-response","65","413233","0.0-30.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"783.4000000003725","","stimuli-presentation","66","414523","0.0-30.0-1.4","SS1646459938889","","","trial","","40","","500","1283.4000000003725","images/stimuli/simple_19_A_a.gif","images/stimuli/simple_02_A_a.gif","self-paced","10000","3","simple","10000","images/stimuli/simple_02_A_a.gif","","",""
"2126.4000000003725","{""Q0"":""Yes""}","survey-multi-choice","67","416651","0.0-31.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_02_A_a.gif","3"
"null","","html-keyboard-response","68","417657","0.0-32.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","69","418176","0.0-33.0","SS1646459938889","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","70","419182","0.0-34.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","71","420217","0.0-35.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"6037.0999999996275","","stimuli-presentation","72","424213","0.0-35.0-1.0","SS1646459938889","","","trial","","40","","500","6537.0999999996275","null","null","forced","500","4","simple","500","images/stimuli/simple_18_A_a.gif","","",""
"null","","html-keyboard-response","73","425350","0.0-35.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"140.90000000037253","","stimuli-presentation","74","425994","0.0-35.0-1.1","SS1646459938889","","","trial","","40","","500","640.9000000003725","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_18_A_a.gif","self-paced","500","4","simple","500","images/stimuli/simple_18_A_a.gif","","",""
"null","","html-keyboard-response","75","427141","0.0-35.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"567","","stimuli-presentation","76","428216","0.0-35.0-1.2","SS1646459938889","","","trial","","40","","500","1067","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_18_A_a.gif","self-paced","500","4","simple","500","images/stimuli/simple_18_A_a.gif","","",""
"null","","html-keyboard-response","77","429384","0.0-35.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"791.2999999988824","","stimuli-presentation","78","430684","0.0-35.0-1.3","SS1646459938889","","","trial","","40","","500","1291.2999999988824","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_18_A_a.gif","self-paced","500","4","simple","500","images/stimuli/simple_18_A_a.gif","","",""
"null","","html-keyboard-response","79","431757","0.0-35.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1173.1000000014901","","stimuli-presentation","80","433444","0.0-35.0-1.4","SS1646459938889","","","trial","","40","","500","1673.1000000014901","images/stimuli/simple_05_A_a.gif","images/stimuli/simple_18_A_a.gif","self-paced","500","4","simple","500","images/stimuli/simple_05_A_a.gif","","",""
"2147.4000000003725","{""Q0"":""No""}","survey-multi-choice","81","435593","0.0-36.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_03_A_a.gif","4"
"null","","html-keyboard-response","82","436605","0.0-37.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","83","437109","0.0-38.0","SS1646459938889","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","84","438120","0.0-39.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","85","439001","0.0-40.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2891.5","","stimuli-presentation","86","440000","0.0-40.0-1.0","SS1646459938889","","","trial","","40","","500","3391.5","null","null","forced","500","5","simple","500","images/stimuli/simple_16_A_a.gif","","",""
"null","","html-keyboard-response","87","441038","0.0-40.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"709.3000000007451","","stimuli-presentation","88","442268","0.0-40.0-1.1","SS1646459938889","","","trial","","40","","500","1209.300000000745","images/stimuli/simple_04_A_a.gif","images/stimuli/simple_16_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_16_A_a.gif","","",""
"null","","html-keyboard-response","89","443231","0.0-40.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3494.7000000011176","","stimuli-presentation","90","447240","0.0-40.0-1.2","SS1646459938889","","","trial","","40","","500","3994.7000000011176","images/stimuli/simple_04_A_a.gif","images/stimuli/simple_16_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_04_A_a.gif","","",""
"null","","html-keyboard-response","91","448278","0.0-40.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"932.7999999988824","","stimuli-presentation","92","449714","0.0-40.0-1.3","SS1646459938889","","","trial","","40","","500","1432.7999999988824","images/stimuli/simple_04_A_a.gif","images/stimuli/simple_16_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_16_A_a.gif","","",""
"null","","html-keyboard-response","93","450732","0.0-40.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"161","","stimuli-presentation","94","451398","0.0-40.0-1.4","SS1646459938889","","","trial","","40","","500","661","images/stimuli/simple_04_A_a.gif","images/stimuli/simple_16_A_a.gif","self-paced","500","5","simple","500","images/stimuli/simple_16_A_a.gif","","",""
"2075.5999999996275","{""Q0"":""Yes""}","survey-multi-choice","95","453476","0.0-41.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_16_A_a.gif","5"
"null","","html-keyboard-response","96","454492","0.0-42.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","97","464497","0.0-43.0","SS1646459938889","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","98","465521","0.0-44.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","99","466484","0.0-45.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"11080.5","","stimuli-presentation","100","475577","0.0-45.0-1.0","SS1646459938889","","","trial","","40","","500","11580.5","null","null","forced","10000","6","simple","10000","images/stimuli/simple_13_A_a.gif","","",""
"null","","html-keyboard-response","101","476776","0.0-45.0-0.1","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1158","","stimuli-presentation","102","478438","0.0-45.0-1.1","SS1646459938889","","","trial","","40","","500","1658","images/stimuli/simple_20_A_a.gif","images/stimuli/simple_13_A_a.gif","self-paced","10000","6","simple","10000","images/stimuli/simple_13_A_a.gif","","",""
"null","","html-keyboard-response","103","479668","0.0-45.0-0.2","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2744.39999999851","","stimuli-presentation","104","482930","0.0-45.0-1.2","SS1646459938889","","","trial","","40","","500","3244.39999999851","images/stimuli/simple_20_A_a.gif","images/stimuli/simple_13_A_a.gif","self-paced","10000","6","simple","10000","images/stimuli/simple_13_A_a.gif","","",""
"null","","html-keyboard-response","105","484193","0.0-45.0-0.3","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"759.3999999985099","","stimuli-presentation","106","485471","0.0-45.0-1.3","SS1646459938889","","","trial","","40","","500","1259.3999999985099","images/stimuli/simple_20_A_a.gif","images/stimuli/simple_13_A_a.gif","self-paced","10000","6","simple","10000","images/stimuli/simple_13_A_a.gif","","",""
"null","","html-keyboard-response","107","486299","0.0-45.0-0.4","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"52.70000000111759","","stimuli-presentation","108","486870","0.0-45.0-1.4","SS1646459938889","","","trial","","40","","500","552.7000000011176","images/stimuli/simple_20_A_a.gif","images/stimuli/simple_13_A_a.gif","self-paced","10000","6","simple","10000","images/stimuli/simple_13_A_a.gif","","",""
"2546.2999999988824","{""Q0"":""Yes""}","survey-multi-choice","109","489419","0.0-46.0","SS1646459938889","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/simple_13_A_a.gif","6"
"null","","html-keyboard-response","110","490435","0.0-47.0","SS1646459938889","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","111","500453","0.0-48.0","SS1646459938889","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","112","501459","0.0-49.0","SS1646459938889","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","113","502416","0.0-50.0-0.0","SS1646459938889","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5607","","stimuli-presentation","114","506060","0.0-50.0-1.0","SS1646459938889","","","trial","","40","","500","6107","null","null","forced","10000","7","complex","10000","images/stimuli/complex_16_A_a.gif","","",""
