"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"8003.5","{""p_id"":""61497b0d734010e6d614b410""}","survey-text","0","8016","0.0-0.0","SS1646459719564","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","1315950","0.0-1.0","SS1646459719564","true","","","","","","","","","","","","","","","","","",""
"65350.5","","instructions","2","1381301","0.0-2.0","SS1646459719564","","[{""page_index"":0,""viewing_time"":65349.90000000596}]","","","","","","","","","","","","","","","","",""
"43662.10000000894","","instructions","3","1426971","0.0-3.0","SS1646459719564","","[{""page_index"":0,""viewing_time"":25393.60000000894},{""page_index"":1,""viewing_time"":5486.79999999702},{""page_index"":2,""viewing_time"":12781.59999999404}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","1427980","0.0-4.0","SS1646459719564","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","1428439","0.0-5.0","SS1646459719564","","","","","null","","500","500","null","null","forced","450","","","","","","",""
"null","","html-keyboard-response","6","1429452","0.0-6.0","SS1646459719564","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"6724.0999999940395","","stimuli-presentation","7","1435164","0.0-7.0","SS1646459719564","","","","","40","","500","7224.0999999940395","null","null","forced","450","","","","","","",""
"4661.5","","stimuli-presentation","8","1440328","0.0-8.0","SS1646459719564","","","","","40","","500","5161.5","null","null","self_paced","0","","","","","","",""
"1524","","stimuli-presentation","9","1442360","0.0-9.0","SS1646459719564","","","","","40","","500","2024","null","null","self_paced","0","","","","","","",""
"3988.0999999940395","","instructions","10","1446349","0.0-10.0","SS1646459719564","","[{""page_index"":0,""viewing_time"":3987.8999999910593}]","instructions","","","","","","","","","","","","","","","",""
"17613.89999999106","","instructions","11","1463964","0.0-11.0","SS1646459719564","","[{""page_index"":0,""viewing_time"":11139.5},{""page_index"":1,""viewing_time"":4083.699999988079},{""page_index"":2,""viewing_time"":1293.300000011921},{""page_index"":3,""viewing_time"":1097.199999988079}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","1464978","0.0-12.0","SS1646459719564","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","1465480","0.0-13.0","SS1646459719564","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","14","1466489","0.0-14.0","SS1646459719564","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","1467348","0.0-15.0-0.0","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"9354.5","","stimuli-presentation","16","1474834","0.0-15.0-1.0","SS1646459719564","","","trial","","40","","500","9854.5","null","null","forced","500","0","complex","500","images/stimuli/complex_18_A_a.gif","","",""
"null","","html-keyboard-response","17","1475850","0.0-15.0-0.1","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5496.9000000059605","","stimuli-presentation","18","1481858","0.0-15.0-1.1","SS1646459719564","","","trial","","40","","500","5996.9000000059605","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_20_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_20_A_a.gif","","",""
"null","","html-keyboard-response","19","1482907","0.0-15.0-0.2","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2699","","stimuli-presentation","20","1486109","0.0-15.0-1.2","SS1646459719564","","","trial","","40","","500","3199","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_20_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_20_A_a.gif","","",""
"null","","html-keyboard-response","21","1487068","0.0-15.0-0.3","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3064.3999999910593","","stimuli-presentation","22","1490635","0.0-15.0-1.3","SS1646459719564","","","trial","","40","","500","3564.3999999910593","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_20_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_20_A_a.gif","","",""
"null","","html-keyboard-response","23","1491497","0.0-15.0-0.4","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"4204","","stimuli-presentation","24","1496204","0.0-15.0-1.4","SS1646459719564","","","trial","","40","","500","4704","images/stimuli/complex_18_A_a.gif","images/stimuli/complex_20_A_a.gif","self-paced","500","0","complex","500","images/stimuli/complex_20_A_a.gif","","",""
"6244.5","{""Q0"":""No""}","survey-multi-choice","25","1502449","0.0-16.0","SS1646459719564","","","memory_test","","","","","","","","","","","","","","[0]","images/stimuli/complex_10_A_a.gif","0"
"null","","html-keyboard-response","26","1503452","0.0-17.0","SS1646459719564","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","27","1503954","0.0-18.0","SS1646459719564","","","","","null","","500","500","null","null","forced","500","","","","","","",""
"null","","html-keyboard-response","28","1504958","0.0-19.0","SS1646459719564","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","29","1505846","0.0-20.0-0.0","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"5874.9000000059605","","stimuli-presentation","30","1509829","0.0-20.0-1.0","SS1646459719564","","","trial","","40","","500","6374.9000000059605","null","null","forced","500","1","simple","500","images/stimuli/simple_19_A_a.gif","","",""
"null","","html-keyboard-response","31","1510669","0.0-20.0-0.1","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"2120","","stimuli-presentation","32","1513292","0.0-20.0-1.1","SS1646459719564","","","trial","","40","","500","2620","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_19_A_a.gif","self-paced","500","1","simple","500","images/stimuli/simple_19_A_a.gif","","",""
"null","","html-keyboard-response","33","1514290","0.0-20.0-0.2","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"3108.2000000029802","","stimuli-presentation","34","1517902","0.0-20.0-1.2","SS1646459719564","","","trial","","40","","500","3608.2000000029802","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_19_A_a.gif","self-paced","500","1","simple","500","images/stimuli/simple_06_A_a.gif","","",""
"null","","html-keyboard-response","35","1518973","0.0-20.0-0.3","SS1646459719564","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"1840.3999999910593","","stimuli-presentation","36","1521316","0.0-20.0-1.3","SS1646459719564","","","trial","","40","","500","2340.3999999910593","images/stimuli/simple_06_A_a.gif","images/stimuli/simple_19_A_a.gif","self-paced","500","1","simple","500","images/stimuli/simple_19_A_a.gif","","",""
