"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","view_history","stimulus_type","stimulus","key_press","trial_stimulus","minimum_viewing_duration","trial_looking_time","block_deviant","block_background","exposure_type","forced_exposure_time","block_number","block_type","block_exposure_length","stimulus_displayed","question_order","question_stimuli","block_index"
"2887.300000011921","{""p_id"":""60db9a1eb82917b04a2f99fa""}","survey-text","0","2908","0.0-0.0","SS1646459746217","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","1","5503","0.0-1.0","SS1646459746217","true","","","","","","","","","","","","","","","","","",""
"8231","","instructions","2","13735","0.0-2.0","SS1646459746217","","[{""page_index"":0,""viewing_time"":8230.5}]","","","","","","","","","","","","","","","","",""
"27234.100000023842","","instructions","3","42979","0.0-3.0","SS1646459746217","","[{""page_index"":0,""viewing_time"":13978.400000035763},{""page_index"":1,""viewing_time"":6208.699999988079},{""page_index"":2,""viewing_time"":7046.800000011921}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","4","43981","0.0-4.0","SS1646459746217","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","5","44044","0.0-5.0","SS1646459746217","","","","","null","","500","500","null","null","forced","60","","","","","","",""
"null","","html-keyboard-response","6","45049","0.0-6.0","SS1646459746217","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"9784.800000011921","","stimuli-presentation","7","53829","0.0-7.0","SS1646459746217","","","","","40","","500","10284.800000011921","null","null","forced","60","","","","","","",""
"20410.600000023842","","stimuli-presentation","8","74743","0.0-8.0","SS1646459746217","","","","","40","","500","20910.600000023842","null","null","self_paced","0","","","","","","",""
"1250.699999988079","","stimuli-presentation","9","76496","0.0-9.0","SS1646459746217","","","","","40","","500","1750.699999988079","null","null","self_paced","0","","","","","","",""
"2234.600000023842","","instructions","10","78732","0.0-10.0","SS1646459746217","","[{""page_index"":0,""viewing_time"":2234.300000011921}]","instructions","","","","","","","","","","","","","","","",""
"11967.5","","instructions","11","90700","0.0-11.0","SS1646459746217","","[{""page_index"":0,""viewing_time"":7448.5},{""page_index"":1,""viewing_time"":1904.6000000238419},{""page_index"":2,""viewing_time"":1023.1000000238419},{""page_index"":3,""viewing_time"":1591.0999999642372}]","instructions","","","","","","","","","","","","","","","",""
"null","","html-keyboard-response","12","91703","0.0-12.0","SS1646459746217","","","","Watch carefully!","null","","","","","","","","","","","","","",""
"null","","stimuli-presentation","13","101705","0.0-13.0","SS1646459746217","","","","","null","","500","500","null","null","forced","10000","","","","","","",""
"null","","html-keyboard-response","14","102719","0.0-14.0","SS1646459746217","","","","Now you can keep studying the creature.","null","","","","","","","","","","","","","",""
"null","","html-keyboard-response","15","103640","0.0-15.0-0.0","SS1646459746217","","","","<p><img src= images/blank.png width =""600"" height = ""600"" style=""position:fixed;top:50%; left:50%; transform: translate(-50%, -50%); border:5px solid black"">","null","","","","","","","","","","","","","",""
"7383","","stimuli-presentation","16","109088","0.0-15.0-1.0","SS1646459746217","","","trial","","40","","500","7883","null","null","forced","10000","0","complex","10000","images/stimuli/complex_09_A_a.gif","","",""
