"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1919","0.0-0.0","SS1689952693259","","","","","","","","","","","",""
"","survey-text","1","23617","0.0-1.0","SS1689952693259","21695.799999952316","{""Age"":""329"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","37471","0.0-2.0","SS1689952693259","13852.400000095367","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","40462","0.0-3.0","SS1689952693259","2989.2000000476837","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","105705","0.0-4.0","SS1689952693259","65242.89999985695","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","127714","0.0-5.0","SS1689952693259","22007.900000095367","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","133903","0.0-6.0","SS1689952693259","6188.299999952316","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","146646","0.0-7.0","SS1689952693259","12742.900000095367","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","185196","0.0-8.0","SS1689952693259","38549.09999990463","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","268108","0.0-9.0","SS1689952693259","82912.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","270413","0.0-10.0","SS1689952693259","2304.2000000476837","","","","[{""page_index"":0,""viewing_time"":2304}]","","","","","","",""
"","video-keyboard-response","11","288705","0.0-11.0","SS1689952693259","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","293361","0.0-12.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","331775","0.0-13.0","SS1689952693259","38411.5","","[""stimuli/images/unity_stims/animate_03_left_single_new.mp4""]","39","","trial","26","1","1","stimuli/images/unity_stims/animate_03_left_single_new.mp4","",""
"","html-keyboard-response","14","332693","0.0-14.0","SS1689952693259","917.7000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","337349","0.0-15.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","374025","0.0-16.0","SS1689952693259","36674.10000014305","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","39","","trial","26","1","2","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","17","375513","0.0-17.0","SS1689952693259","1486.9000000953674","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","380186","0.0-18.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","401295","0.0-19.0","SS1689952693259","21106","","[""stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4""]","39","","trial","26","1","3","stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4","",""
"","html-keyboard-response","20","408494","0.0-20.0","SS1689952693259","7198.299999952316","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","413171","0.0-21.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","436496","0.0-22.0","SS1689952693259","23323.5","","[""stimuli/images/unity_stims/animate_05_left_pair_new.mp4""]","39","","trial","26","1","4","stimuli/images/unity_stims/animate_05_left_pair_new.mp4","",""
"","html-keyboard-response","23","437775","0.0-23.0","SS1689952693259","1277.3999998569489","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","442436","0.0-24.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","494258","0.0-25.0","SS1689952693259","51820.200000047684","","[""stimuli/images/unity_stims/animate_06_right_pair_new.mp4""]","39","","trial","26","1","5","stimuli/images/unity_stims/animate_06_right_pair_new.mp4","",""
"","html-keyboard-response","26","499822","0.0-26.0","SS1689952693259","5563.299999952316","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","504499","0.0-27.0","SS1689952693259","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","530366","0.0-28.0","SS1689952693259","25865.5","","[""stimuli/images/unity_stims/animate_04_right_single_new.mp4""]","39","","trial","26","1","6","stimuli/images/unity_stims/animate_04_right_single_new.mp4","",""
"","video-keyboard-response","29","553502","0.0-29.0","SS1689952693259","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","574617","0.0-30.0","SS1689952693259","21114.099999904633","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","590242","0.0-31.0","SS1689952693259","15623.5","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
