"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","2064","0.0-0.0","SS1688237840866","","","","","","","","","","","",""
"","survey-text","1","10545","0.0-1.0","SS1688237840866","8472.900000095367","{""Age"":""217"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","19360","0.0-2.0","SS1688237840866","8813.200000047684","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","21079","0.0-3.0","SS1688237840866","1718.2000000476837","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","126892","0.0-4.0","SS1688237840866","105812.59999990463","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","142589","0.0-5.0","SS1688237840866","15696.299999952316","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","147583","0.0-6.0","SS1688237840866","4992.600000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","175883","0.0-7.0","SS1688237840866","28299.5","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","176620","0.0-8.0","SS1688237840866","737","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","190927","0.0-9.0","SS1688237840866","14306.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","292508","0.0-10.0","SS1688237840866","101580.29999995232","","","","[{""page_index"":0,""viewing_time"":101579.89999997616}]","","","","","","",""
"","video-keyboard-response","11","310772","0.0-11.0","SS1688237840866","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","315400","0.0-12.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","344807","0.0-13.0","SS1688237840866","29404.899999976158","","[""stimuli/images/unity_stims/animate_01_left_single_new.mp4""]","39","","trial","12","1","1","stimuli/images/unity_stims/animate_01_left_single_new.mp4","",""
"","html-keyboard-response","14","345467","0.0-14.0","SS1688237840866","657.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","350109","0.0-15.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","377726","0.0-16.0","SS1688237840866","27614","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","39","","trial","12","1","2","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","html-keyboard-response","17","378211","0.0-17.0","SS1688237840866","483.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","382852","0.0-18.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","412926","0.0-19.0","SS1688237840866","30072.300000071526","","[""stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4""]","39","","trial","12","1","3","stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4","",""
"","html-keyboard-response","20","413374","0.0-20.0","SS1688237840866","446","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","418011","0.0-21.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","439568","0.0-22.0","SS1688237840866","21555.200000047684","","[""stimuli/images/unity_stims/animate_06_left_pair_new.mp4""]","39","","trial","12","1","4","stimuli/images/unity_stims/animate_06_left_pair_new.mp4","",""
"","html-keyboard-response","23","440298","0.0-23.0","SS1688237840866","729.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","444939","0.0-24.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","465795","0.0-25.0","SS1688237840866","20853.200000047684","","[""stimuli/images/unity_stims/animate_02_right_pair_new.mp4""]","39","","trial","12","1","5","stimuli/images/unity_stims/animate_02_right_pair_new.mp4","",""
"","html-keyboard-response","26","466689","0.0-26.0","SS1688237840866","892.8999999761581","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","471317","0.0-27.0","SS1688237840866","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","486494","0.0-28.0","SS1688237840866","15176.100000023842","","[""stimuli/images/unity_stims/animate_05_right_single_new.mp4""]","39","","trial","12","1","6","stimuli/images/unity_stims/animate_05_right_single_new.mp4","",""
"","video-keyboard-response","29","509616","0.0-29.0","SS1688237840866","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","530536","0.0-30.0","SS1688237840866","20918.400000095367","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","174","","","","","","","",""
"","survey-multi-choice","31","600019","0.0-31.0","SS1688237840866","69480.20000004768","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
