"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","146270","0.0-0.0","SS1689523220554","","","","","","","","","","","",""
"","survey-text","1","162616","0.0-1.0","SS1689523220554","16341.699999928474","{""Age"":""292"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","173313","0.0-2.0","SS1689523220554","10695.399999976158","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","175563","0.0-3.0","SS1689523220554","2248.1999999284744","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","218080","0.0-4.0","SS1689523220554","42516.89999997616","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","248518","0.0-5.0","SS1689523220554","30438.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","268631","0.0-6.0","SS1689523220554","20111.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","275635","0.0-7.0","SS1689523220554","7003.599999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","276088","0.0-8.0","SS1689523220554","452.5","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","333512","0.0-9.0","SS1689523220554","57424.199999928474","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","335038","0.0-10.0","SS1689523220554","1525.3000000715256","","","","[{""page_index"":0,""viewing_time"":1524.8000000715256}]","","","","","","",""
"","video-keyboard-response","11","353333","0.0-11.0","SS1689523220554","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","357990","0.0-12.0","SS1689523220554","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","393703","0.0-13.0","SS1689523220554","35710.40000009537","","[""stimuli/images/unity_stims/animate_03_right_pair_new.mp4""]","39","","trial","22","5","1","stimuli/images/unity_stims/animate_03_right_pair_new.mp4","",""
"","html-keyboard-response","14","394192","0.0-14.0","SS1689523220554","488.1999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","398863","0.0-15.0","SS1689523220554","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","444927","0.0-16.0","SS1689523220554","46062.800000071526","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","16","","trial","22","5","2","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","17","445366","0.0-17.0","SS1689523220554","437.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","16","","between_block","","","","","",""
"","video-keyboard-response","18","450038","0.0-18.0","SS1689523220554","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","482648","0.0-19.0","SS1689523220554","32608.199999928474","","[""stimuli/images/unity_stims/animate_05_right_single_new.mp4""]","39","","trial","22","5","3","stimuli/images/unity_stims/animate_05_right_single_new.mp4","",""
"","html-keyboard-response","20","483179","0.0-20.0","SS1689523220554","530","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","487843","0.0-21.0","SS1689523220554","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","526714","0.0-22.0","SS1689523220554","38870","","[""stimuli/images/unity_stims/animate_06_left_single_new.mp4""]","39","","trial","22","5","4","stimuli/images/unity_stims/animate_06_left_single_new.mp4","",""
"","html-keyboard-response","23","527383","0.0-23.0","SS1689523220554","668.1000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
