"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","126680","0.0-0.0","SS1688061642910","","","","","","","","","","","",""
"","survey-text","1","131546","0.0-1.0","SS1688061642910","4859.899999976158","{""Age"":""255"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","147740","0.0-2.0","SS1688061642910","16192.600000023842","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","149102","0.0-3.0","SS1688061642910","1360.8000000715256","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","185852","0.0-4.0","SS1688061642910","36749.699999928474","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","240725","0.0-5.0","SS1688061642910","54872.60000002384","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","246723","0.0-6.0","SS1688061642910","5997.699999928474","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","261528","0.0-7.0","SS1688061642910","14804.5","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","264197","0.0-8.0","SS1688061642910","2668.5999999046326","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","354682","0.0-9.0","SS1688061642910","90483.60000002384","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","355148","0.0-10.0","SS1688061642910","465.7000000476837","","","","[{""page_index"":0,""viewing_time"":465.5}]","","","","","","",""
"","video-keyboard-response","11","373387","0.0-11.0","SS1688061642910","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","378054","0.0-12.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","431937","0.0-13.0","SS1688061642910","53879","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","39","","trial","8","6","1","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","14","432399","0.0-14.0","SS1688061642910","459.89999997615814","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","437052","0.0-15.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","481210","0.0-16.0","SS1688061642910","44156.40000009537","","[""stimuli/images/unity_stims/animate_05_left_single_new.mp4""]","39","","trial","8","6","2","stimuli/images/unity_stims/animate_05_left_single_new.mp4","",""
"","html-keyboard-response","17","481554","0.0-17.0","SS1688061642910","342.39999997615814","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","486228","0.0-18.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","511241","0.0-19.0","SS1688061642910","25010.100000023842","","[""stimuli/images/unity_stims/animate_02_right_pair_new.mp4""]","39","","trial","8","6","3","stimuli/images/unity_stims/animate_02_right_pair_new.mp4","",""
"","html-keyboard-response","20","511662","0.0-20.0","SS1688061642910","420.10000002384186","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","516302","0.0-21.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","561566","0.0-22.0","SS1688061642910","45262","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","39","","trial","8","6","4","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","html-keyboard-response","23","562046","0.0-23.0","SS1688061642910","478.89999997615814","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","566695","0.0-24.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","597630","0.0-25.0","SS1688061642910","30932.299999952316","","[""stimuli/images/unity_stims/animate_04_right_single_new.mp4""]","39","","trial","8","6","5","stimuli/images/unity_stims/animate_04_right_single_new.mp4","",""
"","html-keyboard-response","26","598369","0.0-26.0","SS1688061642910","738.1999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","603019","0.0-27.0","SS1688061642910","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","661514","0.0-28.0","SS1688061642910","58493","","[""stimuli/images/unity_stims/animate_01_left_pair_new.mp4""]","39","","trial","8","6","6","stimuli/images/unity_stims/animate_01_left_pair_new.mp4","",""
"","video-keyboard-response","29","684663","0.0-29.0","SS1688061642910","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","699343","0.0-30.0","SS1688061642910","14679.599999904633","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","714175","0.0-31.0","SS1688061642910","14830.899999976158","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
