"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","3022","0.0-0.0","SS1688148949261","","","","","","","","","","","",""
"","survey-text","1","62412","0.0-1.0","SS1688148949261","59349.00000000001","{""Age"":""274"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","70608","0.0-2.0","SS1688148949261","8194","","stimuli/audio/music_intro.wav","32","","","","","","","",""
"","html-keyboard-response","3","73127","0.0-3.0","SS1688148949261","2516","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","4","141302","0.0-4.0","SS1688148949261","68101","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","5","166577","0.0-5.0","SS1688148949261","25273.00000000003","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","6","177332","0.0-6.0","SS1688148949261","10753","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","7","235095","0.0-7.0","SS1688148949261","57760.99999999997","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","8","238153","0.0-8.0","SS1688148949261","3055.999999999971","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","html-keyboard-response","9","243936","0.0-9.0","SS1688148949261","5782.000000000029","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","32","","","","","","","",""
"","instructions","10","253878","0.0-10.0","SS1688148949261","9942","","","","[{""page_index"":0,""viewing_time"":9941}]","","","","","","",""
"","video-keyboard-response","11","272332","0.0-11.0","SS1688148949261","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","277142","0.0-12.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","317105","0.0-13.0","SS1688148949261","39957","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","32","","trial","10","2","1","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","html-keyboard-response","14","317645","0.0-14.0","SS1688148949261","538","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","15","322425","0.0-15.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","350140","0.0-16.0","SS1688148949261","27709","","[""stimuli/images/unity_stims/animate_02_left_pair_new.mp4""]","32","","trial","10","2","2","stimuli/images/unity_stims/animate_02_left_pair_new.mp4","",""
"","html-keyboard-response","17","350663","0.0-17.0","SS1688148949261","523","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","18","355427","0.0-18.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","374386","0.0-19.0","SS1688148949261","18953","","[""stimuli/images/unity_stims/animate_04_left_single_new.mp4""]","32","","trial","10","2","3","stimuli/images/unity_stims/animate_04_left_single_new.mp4","",""
"","html-keyboard-response","20","375440","0.0-20.0","SS1688148949261","1054","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","21","380257","0.0-21.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","414856","0.0-22.0","SS1688148949261","34592","","[""stimuli/images/unity_stims/animate_05_right_single_new.mp4""]","32","","trial","10","2","4","stimuli/images/unity_stims/animate_05_right_single_new.mp4","",""
"","html-keyboard-response","23","415397","0.0-23.0","SS1688148949261","540","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","24","420175","0.0-24.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","439840","0.0-25.0","SS1688148949261","19657.99999999994","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","32","","trial","10","2","5","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","26","440994","0.0-26.0","SS1688148949261","1153","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","32","","between_block","","","","","",""
"","video-keyboard-response","27","445807","0.0-27.0","SS1688148949261","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","471125","0.0-28.0","SS1688148949261","25311","","[""stimuli/images/unity_stims/animate_01_right_pair_new.mp4""]","32","","trial","10","2","6","stimuli/images/unity_stims/animate_01_right_pair_new.mp4","",""
"","video-keyboard-response","29","494438","0.0-29.0","SS1688148949261","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","528105","0.0-30.0","SS1688148949261","33664","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","32","","","","","","","",""
"","survey-multi-choice","31","553156","0.0-31.0","SS1688148949261","25045","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share childâ€™s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
