"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","2002","0.0-0.0","SS1690312937534","","","","","","","","","","","",""
"","survey-text","1","5723","0.0-1.0","SS1690312937534","3717.300000190735","{""Age"":""321"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","12639","0.0-2.0","SS1690312937534","6914.700000047684","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","18928","0.0-3.0","SS1690312937534","6286.899999856949","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","79219","0.0-4.0","SS1690312937534","60290","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","96826","0.0-5.0","SS1690312937534","17606.5","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","105758","0.0-6.0","SS1690312937534","8931.799999952316","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","138749","0.0-7.0","SS1690312937534","32990.5","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","139602","0.0-8.0","SS1690312937534","852.2999999523163","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","187604","0.0-9.0","SS1690312937534","48000.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","188706","0.0-10.0","SS1690312937534","1102.0999999046326","","","","[{""page_index"":0,""viewing_time"":1101.9000000953674}]","","","","","","",""
"","video-keyboard-response","11","206984","0.0-11.0","SS1690312937534","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","211660","0.0-12.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","231303","0.0-13.0","SS1690312937534","19640.89999985695","","[""stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4""]","39","","trial","30","2","1","stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4","",""
"","html-keyboard-response","14","232006","0.0-14.0","SS1690312937534","701.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","236685","0.0-15.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","264406","0.0-16.0","SS1690312937534","27718.700000047684","","[""stimuli/images/unity_stims/animate_02_left_pair_new.mp4""]","39","","trial","30","2","2","stimuli/images/unity_stims/animate_02_left_pair_new.mp4","",""
"","html-keyboard-response","17","265503","0.0-17.0","SS1690312937534","1095.8999998569489","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","270180","0.0-18.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","289911","0.0-19.0","SS1690312937534","19729","","[""stimuli/images/unity_stims/animate_04_left_single_new.mp4""]","39","","trial","30","2","3","stimuli/images/unity_stims/animate_04_left_single_new.mp4","",""
"","html-keyboard-response","20","290651","0.0-20.0","SS1690312937534","738.6000001430511","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","295310","0.0-21.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","321018","0.0-22.0","SS1690312937534","25706.400000095367","","[""stimuli/images/unity_stims/animate_03_right_single_new.mp4""]","39","","trial","30","2","4","stimuli/images/unity_stims/animate_03_right_single_new.mp4","",""
"","html-keyboard-response","23","321623","0.0-23.0","SS1690312937534","604","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","326287","0.0-24.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","344045","0.0-25.0","SS1690312937534","17756.39999985695","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","39","","trial","30","2","5","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","26","348751","0.0-26.0","SS1690312937534","4704.899999856949","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","353421","0.0-27.0","SS1690312937534","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","382547","0.0-28.0","SS1690312937534","29123.700000047684","","[""stimuli/images/unity_stims/animate_05_right_pair_new.mp4""]","39","","trial","30","2","6","stimuli/images/unity_stims/animate_05_right_pair_new.mp4","",""
"","video-keyboard-response","29","405673","0.0-29.0","SS1690312937534","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","424120","0.0-30.0","SS1690312937534","18446.699999809265","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","441136","0.0-31.0","SS1690312937534","17014.400000095367","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
