"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1758","0.0-0.0","SS1688487464349","","","","","","","","","","","",""
"","survey-text","1","17318","0.0-1.0","SS1688487464349","15555.899999976158","{""Age"":""260"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","25940","0.0-2.0","SS1688487464349","8618.199999928474","","stimuli/audio/music_intro.wav","32","","","","","","","",""
"","html-keyboard-response","3","29031","0.0-3.0","SS1688487464349","3090.100000023842","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","85157","0.0-4.0","SS1688487464349","56124.5","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","107353","0.0-5.0","SS1688487464349","22194.699999928474","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","121803","0.0-6.0","SS1688487464349","14449.600000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","128887","0.0-7.0","SS1688487464349","7083.199999928474","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","148216","0.0-8.0","SS1688487464349","19327.600000023842","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","217140","0.0-9.0","SS1688487464349","68923.29999995232","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","217598","0.0-10.0","SS1688487464349","456.59999990463257","","","","[{""page_index"":0,""viewing_time"":456.39999997615814}]","","","","","","",""
"","video-keyboard-response","11","235854","0.0-11.0","SS1688487464349","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","240538","0.0-12.0","SS1688487464349","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","267156","0.0-13.0","SS1688487464349","26616.200000047684","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","39","","trial","15","6","1","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","14","267855","0.0-14.0","SS1688487464349","697.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","272511","0.0-15.0","SS1688487464349","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","293766","0.0-16.0","SS1688487464349","21252.699999928474","","[""stimuli/images/unity_stims/animate_02_left_single_new.mp4""]","39","","trial","15","6","2","stimuli/images/unity_stims/animate_02_left_single_new.mp4","",""
"","html-keyboard-response","17","294323","0.0-17.0","SS1688487464349","553.7999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","298985","0.0-18.0","SS1688487464349","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
