"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1828","0.0-0.0","SS1688573887481","","","","","","","","","","","",""
"","survey-text","1","6023","0.0-1.0","SS1688573887481","4189.600000023842","{""Age"":""280"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","27286","0.0-2.0","SS1688573887481","21260.5","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","31865","0.0-3.0","SS1688573887481","4576.399999976158","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","94327","0.0-4.0","SS1688573887481","62460.5","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","135709","0.0-5.0","SS1688573887481","41379.09999990463","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","148097","0.0-6.0","SS1688573887481","12387.600000023842","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","161737","0.0-7.0","SS1688573887481","13638.899999976158","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","162169","0.0-8.0","SS1688573887481","431.10000002384186","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","333133","0.0-9.0","SS1688573887481","170960.5","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","333641","0.0-10.0","SS1688573887481","506.8000000715256","","","","[{""page_index"":0,""viewing_time"":506.39999997615814}]","","","","","","",""
"","video-keyboard-response","11","351897","0.0-11.0","SS1688573887481","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","356572","0.0-12.0","SS1688573887481","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","377618","0.0-13.0","SS1688573887481","21043.299999952316","","[""stimuli/images/unity_stims/animate_06_left_single_new.mp4""]","39","","trial","17","1","1","stimuli/images/unity_stims/animate_06_left_single_new.mp4","",""
"","html-keyboard-response","14","378957","0.0-14.0","SS1688573887481","1337.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","383647","0.0-15.0","SS1688573887481","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","403960","0.0-16.0","SS1688573887481","20311.100000023842","","[""stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4""]","39","","trial","17","1","2","stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4","",""
"","html-keyboard-response","17","406595","0.0-17.0","SS1688573887481","2634.3000000715256","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","411275","0.0-18.0","SS1688573887481","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","435729","0.0-19.0","SS1688573887481","24450.600000023842","","[""stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4""]","39","","trial","17","1","3","stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4","",""
"","html-keyboard-response","20","438186","0.0-20.0","SS1688573887481","2455","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","442851","0.0-21.0","SS1688573887481","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
