"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1116660","0.0-0.0","SS1688043451264","","","","","","","","","","","",""
"","survey-text","1","1154617","0.0-1.0","SS1688043451264","37948.700000047684","{""Age"":""315"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","1161220","0.0-2.0","SS1688043451264","6598","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","1162813","0.0-3.0","SS1688043451264","1592.2999999523163","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","1260881","0.0-4.0","SS1688043451264","98067.39999997616","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","1276633","0.0-5.0","SS1688043451264","15751.300000071526","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","1284747","0.0-6.0","SS1688043451264","8113.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","1296016","0.0-7.0","SS1688043451264","11268.200000047684","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","1297349","0.0-8.0","SS1688043451264","1332.6999999284744","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","1355691","0.0-9.0","SS1688043451264","58341.299999952316","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","1358844","0.0-10.0","SS1688043451264","3152.8000000715256","","","","[{""page_index"":0,""viewing_time"":3152.600000023842}]","","","","","","",""
"","video-keyboard-response","11","1377050","0.0-11.0","SS1688043451264","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","1381699","0.0-12.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","1441867","0.0-13.0","SS1688043451264","null","","[""stimuli/images/unity_stims/animate_01_left_pair_new.mp4""]","null","","trial","4","3","1","stimuli/images/unity_stims/animate_01_left_pair_new.mp4","",""
"","html-keyboard-response","14","1443220","0.0-14.0","SS1688043451264","1352.6999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","1447833","0.0-15.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","1506613","0.0-16.0","SS1688043451264","58778.89999997616","","[""stimuli/images/unity_stims/animate_05_right_single_new.mp4""]","39","","trial","4","3","2","stimuli/images/unity_stims/animate_05_right_single_new.mp4","",""
"","html-keyboard-response","17","1507270","0.0-17.0","SS1688043451264","657.3000000715256","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","1511870","0.0-18.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","1572077","0.0-19.0","SS1688043451264","null","","[""stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4""]","null","","trial","4","3","3","stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4","",""
"","html-keyboard-response","20","1573350","0.0-20.0","SS1688043451264","1271.6000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","1577954","0.0-21.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","1631821","0.0-22.0","SS1688043451264","53865.700000047684","","[""stimuli/images/unity_stims/animate_02_right_pair_new.mp4""]","39","","trial","4","3","4","stimuli/images/unity_stims/animate_02_right_pair_new.mp4","",""
"","html-keyboard-response","23","1632501","0.0-23.0","SS1688043451264","679.5","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","1637108","0.0-24.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","1697262","0.0-25.0","SS1688043451264","null","","[""stimuli/images/unity_stims/animate_06_left_single_new.mp4""]","null","","trial","4","3","5","stimuli/images/unity_stims/animate_06_left_single_new.mp4","",""
"","html-keyboard-response","26","1697483","0.0-26.0","SS1688043451264","220.29999995231628","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","1702077","0.0-27.0","SS1688043451264","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","1735212","0.0-28.0","SS1688043451264","33133.09999990463","","[""stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4""]","39","","trial","4","3","6","stimuli/images/unity_stims/veggie_03_nopose_single_new.mp4","",""
"","video-keyboard-response","29","1758314","0.0-29.0","SS1688043451264","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","1777552","0.0-30.0","SS1688043451264","19237.399999976158","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","1813301","0.0-31.0","SS1688043451264","35748.199999928474","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
