"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1779","0.0-0.0","SS1689358722169","","","","","","","","","","","",""
"","survey-text","1","4692","0.0-1.0","SS1689358722169","2909.600000023842","{""Age"":""227"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","8794","0.0-2.0","SS1689358722169","4099.200000047684","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","13425","0.0-3.0","SS1689358722169","4628.800000071526","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","38","","","","","","","",""
"","html-keyboard-response","4","40298","0.0-4.0","SS1689358722169","26871.800000071526","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","71682","0.0-5.0","SS1689358722169","31382.600000023842","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","77431","0.0-6.0","SS1689358722169","5747.5","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","91373","0.0-7.0","SS1689358722169","13941.599999904633","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","92153","0.0-8.0","SS1689358722169","778.8999999761581","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","179545","0.0-9.0","SS1689358722169","87390.10000002384","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","180586","0.0-10.0","SS1689358722169","1039.6999999284744","","","","[{""page_index"":0,""viewing_time"":1039.5}]","","","","","","",""
"","video-keyboard-response","11","198850","0.0-11.0","SS1689358722169","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","203507","0.0-12.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","263711","0.0-13.0","SS1689358722169","null","","[""stimuli/images/unity_stims/animate_01_left_pair_new.mp4""]","null","","trial","20","3","1","stimuli/images/unity_stims/animate_01_left_pair_new.mp4","",""
"","html-keyboard-response","14","265096","0.0-14.0","SS1689358722169","1384.2000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","269771","0.0-15.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","329975","0.0-16.0","SS1689358722169","null","","[""stimuli/images/unity_stims/animate_06_right_single_new.mp4""]","null","","trial","20","3","2","stimuli/images/unity_stims/animate_06_right_single_new.mp4","",""
"","html-keyboard-response","17","330724","0.0-17.0","SS1689358722169","748.1000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","335392","0.0-18.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","363107","0.0-19.0","SS1689358722169","27712.5","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","39","","trial","20","3","3","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","20","367605","0.0-20.0","SS1689358722169","4496.899999976158","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","372275","0.0-21.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","403205","0.0-22.0","SS1689358722169","30928","","[""stimuli/images/unity_stims/animate_05_right_pair_new.mp4""]","39","","trial","20","3","4","stimuli/images/unity_stims/animate_05_right_pair_new.mp4","",""
"","html-keyboard-response","23","403698","0.0-23.0","SS1689358722169","491.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","408372","0.0-24.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","456957","0.0-25.0","SS1689358722169","48603.700000047684","","[""stimuli/images/unity_stims/animate_03_left_single_new.mp4""]","39","","trial","20","3","5","stimuli/images/unity_stims/animate_03_left_single_new.mp4","",""
"","html-keyboard-response","26","457469","0.0-26.0","SS1689358722169","511.6999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","462133","0.0-27.0","SS1689358722169","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","500818","0.0-28.0","SS1689358722169","38692.89999997616","","[""stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4""]","39","","trial","20","3","6","stimuli/images/unity_stims/veggie_04_nopose_single_new.mp4","",""
"","video-keyboard-response","29","523977","0.0-29.0","SS1689358722169","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","539180","0.0-30.0","SS1689358722169","15202.300000071526","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","585245","0.0-31.0","SS1689358722169","46063.700000047684","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
