"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","4735","0.0-0.0","SS1688056064549","","","","","","","","","","","",""
"","survey-text","1","6104","0.0-1.0","SS1688056064549","1360.6999999284744","{""Age"":""sdf"",""Gender"":""sdf""}","","","","","","","","","",""
"","audio-keyboard-response","2","6526","0.0-2.0","SS1688056064549","419.7000000476837","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","6734","0.0-3.0","SS1688056064549","206.70000004768372","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","6868","0.0-4.0","SS1688056064549","133.60000002384186","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","7005","0.0-5.0","SS1688056064549","135.60000002384186","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","7288","0.0-6.0","SS1688056064549","282.5","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","7504","0.0-7.0","SS1688056064549","215.10000002384186","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","7769","0.0-8.0","SS1688056064549","263.90000009536743","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","7940","0.0-9.0","SS1688056064549","170.10000002384186","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","8073","0.0-10.0","SS1688056064549","131.39999997615814","","","","[{""page_index"":0,""viewing_time"":131}]","","","","","","",""
"","video-keyboard-response","11","9165","0.0-11.0","SS1688056064549","1088","","[""stimuli/images/calibration.mp4""]","39","","calibration","","","","","",""
"","video-keyboard-response","12","9766","0.0-12.0","SS1688056064549","598.6999999284744","","[""stimuli/images/attngetter_quiet.mp4""]","39","","attention_getter","","","","","",""
"","video-keyboard-response","13","34872","0.0-13.0","SS1688056064549","25104.400000095367","","[""stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4""]","39","","trial","6","2","1","stimuli/images/unity_stims/veggie_01_nopose_single_new.mp4","",""
"","html-keyboard-response","14","35352","0.0-14.0","SS1688056064549","480.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","40012","0.0-15.0","SS1688056064549","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","52979","0.0-16.0","SS1688056064549","12965.5","","[""stimuli/images/unity_stims/animate_05_left_pair_new.mp4""]","39","","trial","6","2","2","stimuli/images/unity_stims/animate_05_left_pair_new.mp4","",""
"","html-keyboard-response","17","53264","0.0-17.0","SS1688056064549","283.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","57912","0.0-18.0","SS1688056064549","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","68056","0.0-19.0","SS1688056064549","10142.399999976158","","[""stimuli/images/unity_stims/animate_02_left_single_new.mp4""]","39","","trial","6","2","3","stimuli/images/unity_stims/animate_02_left_single_new.mp4","",""
"","html-keyboard-response","20","69393","0.0-20.0","SS1688056064549","1337","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","74061","0.0-21.0","SS1688056064549","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","83193","0.0-22.0","SS1688056064549","9130.5","","[""stimuli/images/unity_stims/animate_03_right_single_new.mp4""]","39","","trial","6","2","4","stimuli/images/unity_stims/animate_03_right_single_new.mp4","",""
"","html-keyboard-response","23","84886","0.0-23.0","SS1688056064549","1692","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","89529","0.0-24.0","SS1688056064549","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","124622","0.0-25.0","SS1688056064549","35090.60000002384","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","39","","trial","6","2","5","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","26","125478","0.0-26.0","SS1688056064549","855","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","130147","0.0-27.0","SS1688056064549","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","156180","0.0-28.0","SS1688056064549","26031.200000047684","","[""stimuli/images/unity_stims/animate_04_right_pair_new.mp4""]","39","","trial","6","2","6","stimuli/images/unity_stims/animate_04_right_pair_new.mp4","",""
"","video-keyboard-response","29","179288","0.0-29.0","SS1688056064549","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","199041","0.0-30.0","SS1688056064549","19750.200000047684","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","219105","0.0-31.0","SS1688056064549","20062","","","","","","","","","","{""Consent"":""<b>Option 3 (General Public)</b>: Like Option 2 but includes more public venues. You would like to share your child’s data to help us communicate our research with the general public. Your child’s data will never be used for commercial purposes. <br></h1>""}","0"
