"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","515413","0.0-0.0","SS1688051715167","","","","","","","","","","","",""
"","survey-text","1","526012","0.0-1.0","SS1688051715167","10595.100000023842","{""Age"":""272"",""Gender"":""F""}","","","","","","","","","",""
"","audio-keyboard-response","2","537655","0.0-2.0","SS1688051715167","11640.799999952316","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","540943","0.0-3.0","SS1688051715167","3286.899999976158","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","572040","0.0-4.0","SS1688051715167","31097","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","604238","0.0-5.0","SS1688051715167","32196.899999976158","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","614862","0.0-6.0","SS1688051715167","10622.899999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","626605","0.0-7.0","SS1688051715167","11741.799999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","639520","0.0-8.0","SS1688051715167","12914.300000071526","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","700652","0.0-9.0","SS1688051715167","61132.10000002384","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","722440","0.0-10.0","SS1688051715167","21787.199999928474","","","","[{""page_index"":0,""viewing_time"":21787}]","","","","","","",""
"","video-keyboard-response","11","740677","0.0-11.0","SS1688051715167","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","745349","0.0-12.0","SS1688051715167","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","805529","0.0-13.0","SS1688051715167","null","","[""stimuli/images/unity_stims/animate_01_right_pair_new.mp4""]","null","","trial","7","5","1","stimuli/images/unity_stims/animate_01_right_pair_new.mp4","",""
"","html-keyboard-response","14","806744","0.0-14.0","SS1688051715167","1215.1999999284744","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
"","video-keyboard-response","15","811395","0.0-15.0","SS1688051715167","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","867542","0.0-16.0","SS1688051715167","56144","","[""stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4""]","40","","trial","7","5","2","stimuli/images/unity_stims/veggie_06_nopose_single_new.mp4","",""
"","html-keyboard-response","17","868037","0.0-17.0","SS1688051715167","493.7000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","40","","between_block","","","","","",""
