"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","rt","responses","stimulus","key_press","view_history","stimulus_type","subject_num","condition_num","block_number","stimulus_displayed","response","question_order"
"true","fullscreen","0","1827","0.0-0.0","SS1689433337236","","","","","","","","","","","",""
"","survey-text","1","10357","0.0-1.0","SS1689433337236","8526.099999904633","{""Age"":""246"",""Gender"":""M""}","","","","","","","","","",""
"","audio-keyboard-response","2","21407","0.0-2.0","SS1689433337236","11048","","stimuli/audio/music_intro.wav","39","","","","","","","",""
"","html-keyboard-response","3","23648","0.0-3.0","SS1689433337236","2239","","<p><img src=stimuli/intro/intro2.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","4","82790","0.0-4.0","SS1689433337236","59140.800000071526","","<p><img src=stimuli/intro/intro3.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","5","104522","0.0-5.0","SS1689433337236","21730.899999976158","","<p><img src=stimuli/intro/intro4.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","6","109042","0.0-6.0","SS1689433337236","4519.399999976158","","<p><img src=stimuli/intro/intro5.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","7","120751","0.0-7.0","SS1689433337236","11708.299999952316","","<p><img src=stimuli/intro/intro6.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","8","121199","0.0-8.0","SS1689433337236","447.89999997615814","","<p><img src=stimuli/intro/intro7.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","html-keyboard-response","9","248334","0.0-9.0","SS1689433337236","127133.90000009537","","<p><img src=stimuli/intro/intro8.jpeg width ='1200' height = '667'></p>","39","","","","","","","",""
"","instructions","10","249020","0.0-10.0","SS1689433337236","685.5999999046326","","","","[{""page_index"":0,""viewing_time"":685.3999999761581}]","","","","","","",""
"","video-keyboard-response","11","267286","0.0-11.0","SS1689433337236","null","","[""stimuli/images/calibration.mp4""]","null","","calibration","","","","","",""
"","video-keyboard-response","12","271950","0.0-12.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","13","314599","0.0-13.0","SS1689433337236","42646.799999952316","","[""stimuli/images/unity_stims/animate_01_right_single_new.mp4""]","39","","trial","21","4","1","stimuli/images/unity_stims/animate_01_right_single_new.mp4","",""
"","html-keyboard-response","14","314960","0.0-14.0","SS1689433337236","360.2999999523163","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","15","319644","0.0-15.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","16","379830","0.0-16.0","SS1689433337236","null","","[""stimuli/images/unity_stims/animate_04_right_pair_new.mp4""]","null","","trial","21","4","2","stimuli/images/unity_stims/animate_04_right_pair_new.mp4","",""
"","html-keyboard-response","17","381484","0.0-17.0","SS1689433337236","1652.8999999761581","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","18","386140","0.0-18.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","19","435863","0.0-19.0","SS1689433337236","49721.10000002384","","[""stimuli/images/unity_stims/animate_03_left_pair_new.mp4""]","39","","trial","21","4","3","stimuli/images/unity_stims/animate_03_left_pair_new.mp4","",""
"","html-keyboard-response","20","436248","0.0-20.0","SS1689433337236","383.7000000476837","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","21","440927","0.0-21.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","22","483021","0.0-22.0","SS1689433337236","42092.200000047684","","[""stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4""]","39","","trial","21","4","4","stimuli/images/unity_stims/veggie_05_nopose_single_new.mp4","",""
"","html-keyboard-response","23","483727","0.0-23.0","SS1689433337236","705.1000000238419","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","24","488412","0.0-24.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","25","544344","0.0-25.0","SS1689433337236","55929.700000047684","","[""stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4""]","39","","trial","21","4","5","stimuli/images/unity_stims/veggie_02_nopose_single_new.mp4","",""
"","html-keyboard-response","26","544830","0.0-26.0","SS1689433337236","485.39999997615814","","<p><img src=""stimuli/images/attngetter_blank.png""></p>","39","","between_block","","","","","",""
"","video-keyboard-response","27","549513","0.0-27.0","SS1689433337236","null","","[""stimuli/images/attngetter_quiet.mp4""]","null","","attention_getter","","","","","",""
"","video-keyboard-response","28","609716","0.0-28.0","SS1689433337236","null","","[""stimuli/images/unity_stims/animate_06_left_single_new.mp4""]","null","","trial","21","4","6","stimuli/images/unity_stims/animate_06_left_single_new.mp4","",""
"","video-keyboard-response","29","632845","0.0-29.0","SS1689433337236","null","","[""stimuli/images/calibration_end.mp4""]","null","","calibration_end","","","","","",""
"","html-keyboard-response","30","657813","0.0-30.0","SS1689433337236","24967.400000095367","","<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 48px; color: #993300;""> That's it! Thank you so much for your participation! </span></p>","39","","","","","","","",""
"","survey-multi-choice","31","680825","0.0-31.0","SS1689433337236","23011.100000023842","","","","","","","","","","{""Consent"":""<b>Option 2 (Scientific and Educational)</b>: You would like to share child’s data with other researchers or students for scientific or educational purposes. </h1>""}","0"
